,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
419,exciting,3.47e-05,4.54,ADJ,"['IH0', 'K', 'S', 'AY1', 'T', 'IH0', 'NG']","['IH', 'K', 'S', 'AY', 'T', 'IH', 'NG']",real,7,long
420,expansion,3.47e-05,4.54,NOUN,"['IH0', 'K', 'S', 'P', 'AE1', 'N', 'SH', 'AH0', 'N']","['IH', 'K', 'S', 'P', 'AE', 'N', 'SH', 'AH', 'N']",real,9,long
421,messages,3.47e-05,4.54,NOUN,"['M', 'EH1', 'S', 'AH0', 'JH', 'AH0', 'Z']","['M', 'EH', 'S', 'AH', 'JH', 'AH', 'Z']",real,7,long
422,refused,3.47e-05,4.54,VERB,"['R', 'AH0', 'F', 'Y', 'UW1', 'Z', 'D']","['R', 'AH', 'F', 'Y', 'UW', 'Z', 'D']",real,7,long
423,reporting,3.47e-05,4.54,VERB,"['R', 'IY0', 'P', 'AO1', 'R', 'T', 'IH0', 'NG']","['R', 'IY', 'P', 'AO', 'R', 'T', 'IH', 'NG']",real,8,long
424,worldwide,3.47e-05,4.54,ADV,"['W', 'ER1', 'L', 'D', 'W', 'AY1', 'D']","['W', 'ER', 'L', 'D', 'W', 'AY', 'D']",real,7,long
425,attractive,3.39e-05,4.53,ADJ,"['AH0', 'T', 'R', 'AE1', 'K', 'T', 'IH0', 'V']","['AH', 'T', 'R', 'AE', 'K', 'T', 'IH', 'V']",real,8,long
426,contest,3.39e-05,4.53,VERB,"['K', 'AA1', 'N', 'T', 'EH0', 'S', 'T']","['K', 'AA', 'N', 'T', 'EH', 'S', 'T']",real,7,long
427,depends,3.39e-05,4.53,VERB,"['D', 'IH0', 'P', 'EH1', 'N', 'D', 'Z']","['D', 'IH', 'P', 'EH', 'N', 'D', 'Z']",real,7,long
428,francisco,3.39e-05,4.53,PROPN,"['F', 'R', 'AE0', 'N', 'S', 'IH1', 'S', 'K', 'OW0']","['F', 'R', 'AE', 'N', 'S', 'IH', 'S', 'K', 'OW']",real,9,long
429,invited,3.39e-05,4.53,VERB,"['IH0', 'N', 'V', 'AY1', 'T', 'AH0', 'D']","['IH', 'N', 'V', 'AY', 'T', 'AH', 'D']",real,7,long
430,manchester,3.39e-05,4.53,PROPN,"['M', 'AE1', 'N', 'CH', 'EH2', 'S', 'T', 'ER0']","['M', 'AE', 'N', 'CH', 'EH', 'S', 'T', 'ER']",real,8,long
431,officially,3.39e-05,4.53,ADV,"['AH0', 'F', 'IH1', 'SH', 'AH0', 'L', 'IY0']","['AH', 'F', 'IH', 'SH', 'AH', 'L', 'IY']",real,7,long
432,princess,3.39e-05,4.53,NOUN,"['P', 'R', 'IH1', 'N', 'S', 'EH0', 'S']","['P', 'R', 'IH', 'N', 'S', 'EH', 'S']",real,7,long
433,retirement,3.39e-05,4.53,NOUN,"['R', 'IY0', 'T', 'AY1', 'ER0', 'M', 'AH0', 'N', 'T']","['R', 'IY', 'T', 'AY', 'ER', 'M', 'AH', 'N', 'T']",real,9,long
434,secondary,3.39e-05,4.53,ADJ,"['S', 'EH1', 'K', 'AH0', 'N', 'D', 'EH2', 'R', 'IY0']","['S', 'EH', 'K', 'AH', 'N', 'D', 'EH', 'R', 'IY']",real,9,long
435,wondering,3.39e-05,4.53,VERB,"['W', 'AH1', 'N', 'D', 'ER0', 'IH0', 'NG']","['W', 'AH', 'N', 'D', 'ER', 'IH', 'NG']",real,7,long
436,carolina,3.31e-05,4.52,PROPN,"['K', 'EH2', 'R', 'AH0', 'L', 'AY1', 'N', 'AH0']","['K', 'EH', 'R', 'AH', 'L', 'AY', 'N', 'AH']",real,8,long
437,differences,3.31e-05,4.52,NOUN,"['D', 'IH1', 'F', 'ER0', 'AH0', 'N', 'S', 'IH0', 'Z']","['D', 'IH', 'F', 'ER', 'AH', 'N', 'S', 'IH', 'Z']",real,9,long
438,experts,3.31e-05,4.52,NOUN,"['EH1', 'K', 'S', 'P', 'ER0', 'T', 'S']","['EH', 'K', 'S', 'P', 'ER', 'T', 'S']",real,7,long
439,expressed,3.31e-05,4.52,VERB,"['IH0', 'K', 'S', 'P', 'R', 'EH1', 'S', 'T']","['IH', 'K', 'S', 'P', 'R', 'EH', 'S', 'T']",real,8,long
440,external,3.31e-05,4.52,ADJ,"['IH0', 'K', 'S', 'T', 'ER1', 'N', 'AH0', 'L']","['IH', 'K', 'S', 'T', 'ER', 'N', 'AH', 'L']",real,8,long
441,hollywood,3.31e-05,4.52,NOUN,"['HH', 'AA1', 'L', 'IY0', 'W', 'UH2', 'D']","['HH', 'AA', 'L', 'IY', 'W', 'UH', 'D']",real,7,long
442,recognized,3.31e-05,4.52,VERB,"['R', 'EH1', 'K', 'AH0', 'G', 'N', 'AY2', 'Z', 'D']","['R', 'EH', 'K', 'AH', 'G', 'N', 'AY', 'Z', 'D']",real,9,long
443,registered,3.31e-05,4.52,VERB,"['R', 'EH1', 'JH', 'IH0', 'S', 'T', 'ER0', 'D']","['R', 'EH', 'JH', 'IH', 'S', 'T', 'ER', 'D']",real,8,long
444,regularly,3.31e-05,4.52,ADV,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'ER0', 'L', 'IY0']","['R', 'EH', 'G', 'Y', 'AH', 'L', 'ER', 'L', 'IY']",real,9,long
445,adopted,3.24e-05,4.51,VERB,"['AH0', 'D', 'AA1', 'P', 'T', 'AH0', 'D']","['AH', 'D', 'AA', 'P', 'T', 'AH', 'D']",real,7,long
446,childhood,3.24e-05,4.51,NOUN,"['CH', 'AY1', 'L', 'D', 'HH', 'UH2', 'D']","['CH', 'AY', 'L', 'D', 'HH', 'UH', 'D']",real,7,long
447,clinical,3.24e-05,4.51,ADJ,"['K', 'L', 'IH1', 'N', 'AH0', 'K', 'AH0', 'L']","['K', 'L', 'IH', 'N', 'AH', 'K', 'AH', 'L']",real,8,long
448,commander,3.24e-05,4.51,NOUN,"['K', 'AH0', 'M', 'AE1', 'N', 'D', 'ER0']","['K', 'AH', 'M', 'AE', 'N', 'D', 'ER']",real,7,long
449,democracy,3.24e-05,4.51,NOUN,"['D', 'IH0', 'M', 'AA1', 'K', 'R', 'AH0', 'S', 'IY0']","['D', 'IH', 'M', 'AA', 'K', 'R', 'AH', 'S', 'IY']",real,9,long
450,entitled,3.24e-05,4.51,VERB,"['EH0', 'N', 'T', 'AY1', 'T', 'AH0', 'L', 'D']","['EH', 'N', 'T', 'AY', 'T', 'AH', 'L', 'D']",real,8,long
451,exposed,3.24e-05,4.51,VERB,"['IH0', 'K', 'S', 'P', 'OW1', 'Z', 'D']","['IH', 'K', 'S', 'P', 'OW', 'Z', 'D']",real,7,long
452,musical,3.24e-05,4.51,ADJ,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K', 'AH0', 'L']","['M', 'Y', 'UW', 'Z', 'IH', 'K', 'AH', 'L']",real,8,long
453,objects,3.24e-05,4.51,NOUN,"['AA1', 'B', 'JH', 'EH0', 'K', 'T', 'S']","['AA', 'B', 'JH', 'EH', 'K', 'T', 'S']",real,7,long
454,organized,3.24e-05,4.51,VERB,"['AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z', 'D']","['AO', 'R', 'G', 'AH', 'N', 'AY', 'Z', 'D']",real,8,long
455,plastic,3.24e-05,4.51,NOUN,"['P', 'L', 'AE1', 'S', 'T', 'IH0', 'K']","['P', 'L', 'AE', 'S', 'T', 'IH', 'K']",real,7,long
456,protected,3.24e-05,4.51,VERB,"['P', 'R', 'AH0', 'T', 'EH1', 'K', 'T', 'AH0', 'D']","['P', 'R', 'AH', 'T', 'EH', 'K', 'T', 'AH', 'D']",real,9,long
457,purposes,3.24e-05,4.51,NOUN,"['P', 'ER1', 'P', 'AH0', 'S', 'AH0', 'Z']","['P', 'ER', 'P', 'AH', 'S', 'AH', 'Z']",real,7,long
458,recording,3.24e-05,4.51,VERB,"['R', 'AH0', 'K', 'AO1', 'R', 'D', 'IH0', 'NG']","['R', 'AH', 'K', 'AO', 'R', 'D', 'IH', 'NG']",real,8,long
459,statements,3.24e-05,4.51,NOUN,"['S', 'T', 'EY1', 'T', 'M', 'AH0', 'N', 'T', 'S']","['S', 'T', 'EY', 'T', 'M', 'AH', 'N', 'T', 'S']",real,9,long
460,techniques,3.24e-05,4.51,NOUN,"['T', 'EH0', 'K', 'N', 'IY1', 'K', 'S']","['T', 'EH', 'K', 'N', 'IY', 'K', 'S']",real,7,long
461,valuable,3.24e-05,4.51,ADJ,"['V', 'AE1', 'L', 'Y', 'AH0', 'B', 'AH0', 'L']","['V', 'AE', 'L', 'Y', 'AH', 'B', 'AH', 'L']",real,8,long
462,approval,3.16e-05,4.5,NOUN,"['AH0', 'P', 'R', 'UW1', 'V', 'AH0', 'L']","['AH', 'P', 'R', 'UW', 'V', 'AH', 'L']",real,7,long
463,aspects,3.16e-05,4.5,NOUN,"['AE1', 'S', 'P', 'EH2', 'K', 'T', 'S']","['AE', 'S', 'P', 'EH', 'K', 'T', 'S']",real,7,long
464,attempts,3.16e-05,4.5,NOUN,"['AH0', 'T', 'EH1', 'M', 'P', 'T', 'S']","['AH', 'T', 'EH', 'M', 'P', 'T', 'S']",real,7,long
465,champions,3.16e-05,4.5,NOUN,"['CH', 'AE1', 'M', 'P', 'IY0', 'AH0', 'N', 'Z']","['CH', 'AE', 'M', 'P', 'IY', 'AH', 'N', 'Z']",real,8,long
466,convention,3.16e-05,4.5,NOUN,"['K', 'AH0', 'N', 'V', 'EH1', 'N', 'SH', 'AH0', 'N']","['K', 'AH', 'N', 'V', 'EH', 'N', 'SH', 'AH', 'N']",real,9,long
467,engineer,3.16e-05,4.5,NOUN,"['EH1', 'N', 'JH', 'AH0', 'N', 'IH1', 'R']","['EH', 'N', 'JH', 'AH', 'N', 'IH', 'R']",real,7,long
468,functions,3.16e-05,4.5,NOUN,"['F', 'AH1', 'NG', 'K', 'SH', 'AH0', 'N', 'Z']","['F', 'AH', 'NG', 'K', 'SH', 'AH', 'N', 'Z']",real,8,long
469,graduate,3.16e-05,4.5,NOUN,"['G', 'R', 'AE1', 'JH', 'AH0', 'W', 'AH0', 'T']","['G', 'R', 'AE', 'JH', 'AH', 'W', 'AH', 'T']",real,8,long
470,mountains,3.16e-05,4.5,NOUN,"['M', 'AW1', 'N', 'T', 'AH0', 'N', 'Z']","['M', 'AW', 'N', 'T', 'AH', 'N', 'Z']",real,7,long
471,neighborhood,3.16e-05,4.5,NOUN,"['N', 'EY1', 'B', 'ER0', 'HH', 'UH2', 'D']","['N', 'EY', 'B', 'ER', 'HH', 'UH', 'D']",real,7,long
472,outstanding,3.16e-05,4.5,ADJ,"['AW2', 'T', 'S', 'T', 'AE1', 'N', 'D', 'IH0', 'NG']","['AW', 'T', 'S', 'T', 'AE', 'N', 'D', 'IH', 'NG']",real,9,long
473,permission,3.16e-05,4.5,NOUN,"['P', 'ER0', 'M', 'IH1', 'SH', 'AH0', 'N']","['P', 'ER', 'M', 'IH', 'SH', 'AH', 'N']",real,7,long
474,scientists,3.16e-05,4.5,NOUN,"['S', 'AY1', 'AH0', 'N', 'T', 'IH0', 'S', 'T', 'S']","['S', 'AY', 'AH', 'N', 'T', 'IH', 'S', 'T', 'S']",real,9,long
475,solutions,3.16e-05,4.5,NOUN,"['S', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N', 'Z']","['S', 'AH', 'L', 'UW', 'SH', 'AH', 'N', 'Z']",real,8,long
476,stations,3.16e-05,4.5,NOUN,"['S', 'T', 'EY1', 'SH', 'AH0', 'N', 'Z']","['S', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",real,7,long
477,tradition,3.16e-05,4.5,NOUN,"['T', 'R', 'AH0', 'D', 'IH1', 'SH', 'AH0', 'N']","['T', 'R', 'AH', 'D', 'IH', 'SH', 'AH', 'N']",real,8,long
478,visited,3.16e-05,4.5,VERB,"['V', 'IH1', 'Z', 'AH0', 'T', 'AH0', 'D']","['V', 'IH', 'Z', 'AH', 'T', 'AH', 'D']",real,7,long
479,visual,3.16e-05,4.5,ADJ,"['V', 'IH1', 'ZH', 'AH0', 'W', 'AH0', 'L']","['V', 'IH', 'ZH', 'AH', 'W', 'AH', 'L']",real,7,long
480,admitted,3.09e-05,4.49,VERB,"['AH0', 'D', 'M', 'IH1', 'T', 'AH0', 'D']","['AH', 'D', 'M', 'IH', 'T', 'AH', 'D']",real,7,long
481,appointment,3.09e-05,4.49,NOUN,"['AH0', 'P', 'OY1', 'N', 'T', 'M', 'AH0', 'N', 'T']","['AH', 'P', 'OY', 'N', 'T', 'M', 'AH', 'N', 'T']",real,9,long
482,cabinet,3.09e-05,4.49,PROPN,"['K', 'AE1', 'B', 'AH0', 'N', 'AH0', 'T']","['K', 'AE', 'B', 'AH', 'N', 'AH', 'T']",real,7,long
483,celebrate,3.09e-05,4.49,VERB,"['S', 'EH1', 'L', 'AH0', 'B', 'R', 'EY2', 'T']","['S', 'EH', 'L', 'AH', 'B', 'R', 'EY', 'T']",real,8,long
484,challenges,3.09e-05,4.49,NOUN,"['CH', 'AE1', 'L', 'AH0', 'N', 'JH', 'IH0', 'Z']","['CH', 'AE', 'L', 'AH', 'N', 'JH', 'IH', 'Z']",real,8,long
485,effectively,3.09e-05,4.49,ADV,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V', 'L', 'IY0']","['IH', 'F', 'EH', 'K', 'T', 'IH', 'V', 'L', 'IY']",real,9,long
486,extensive,3.09e-05,4.49,ADJ,"['IH0', 'K', 'S', 'T', 'EH1', 'N', 'S', 'IH0', 'V']","['IH', 'K', 'S', 'T', 'EH', 'N', 'S', 'IH', 'V']",real,9,long
487,formation,3.09e-05,4.49,NOUN,"['F', 'AO0', 'R', 'M', 'EY1', 'SH', 'AH0', 'N']","['F', 'AO', 'R', 'M', 'EY', 'SH', 'AH', 'N']",real,8,long
488,historic,3.09e-05,4.49,ADJ,"['HH', 'IH0', 'S', 'T', 'AO1', 'R', 'IH0', 'K']","['HH', 'IH', 'S', 'T', 'AO', 'R', 'IH', 'K']",real,8,long
489,initially,3.09e-05,4.49,ADV,"['IH0', 'N', 'IH1', 'SH', 'AH0', 'L', 'IY0']","['IH', 'N', 'IH', 'SH', 'AH', 'L', 'IY']",real,7,long
490,philosophy,3.09e-05,4.49,NOUN,"['F', 'AH0', 'L', 'AA1', 'S', 'AH0', 'F', 'IY0']","['F', 'AH', 'L', 'AA', 'S', 'AH', 'F', 'IY']",real,8,long
491,promised,3.09e-05,4.49,VERB,"['P', 'R', 'AA1', 'M', 'AH0', 'S', 'T']","['P', 'R', 'AA', 'M', 'AH', 'S', 'T']",real,7,long
492,returning,3.09e-05,4.49,VERB,"['R', 'IH0', 'T', 'ER1', 'N', 'IH0', 'NG']","['R', 'IH', 'T', 'ER', 'N', 'IH', 'NG']",real,7,long
493,settlement,3.09e-05,4.49,NOUN,"['S', 'EH1', 'T', 'AH0', 'L', 'M', 'AH0', 'N', 'T']","['S', 'EH', 'T', 'AH', 'L', 'M', 'AH', 'N', 'T']",real,9,long
494,suggests,3.09e-05,4.49,VERB,"['S', 'AH0', 'G', 'JH', 'EH1', 'S', 'T', 'S']","['S', 'AH', 'G', 'JH', 'EH', 'S', 'T', 'S']",real,8,long
495,surrounding,3.09e-05,4.49,VERB,"['S', 'ER0', 'AW1', 'N', 'D', 'IH0', 'NG']","['S', 'ER', 'AW', 'N', 'D', 'IH', 'NG']",real,7,long
496,universal,3.09e-05,4.49,ADJ,"['Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'L']","['Y', 'UW', 'N', 'AH', 'V', 'ER', 'S', 'AH', 'L']",real,9,long
497,visitors,3.09e-05,4.49,NOUN,"['V', 'IH1', 'Z', 'AH0', 'T', 'ER0', 'Z']","['V', 'IH', 'Z', 'AH', 'T', 'ER', 'Z']",real,7,long
498,exists,3.02e-05,4.48,VERB,"['IH0', 'G', 'Z', 'IH1', 'S', 'T', 'S']","['IH', 'G', 'Z', 'IH', 'S', 'T', 'S']",real,7,long
499,involving,3.02e-05,4.48,VERB,"['IH0', 'N', 'V', 'AA1', 'L', 'V', 'IH0', 'NG']","['IH', 'N', 'V', 'AA', 'L', 'V', 'IH', 'NG']",real,8,long
500,naturally,3.02e-05,4.48,ADV,"['N', 'AE1', 'CH', 'ER0', 'AH0', 'L', 'IY0']","['N', 'AE', 'CH', 'ER', 'AH', 'L', 'IY']",real,7,long
501,partnership,3.02e-05,4.48,NOUN,"['P', 'AA1', 'R', 'T', 'N', 'ER0', 'SH', 'IH2', 'P']","['P', 'AA', 'R', 'T', 'N', 'ER', 'SH', 'IH', 'P']",real,9,long
502,payments,3.02e-05,4.48,NOUN,"['P', 'EY1', 'M', 'AH0', 'N', 'T', 'S']","['P', 'EY', 'M', 'AH', 'N', 'T', 'S']",real,7,long
503,percentage,3.02e-05,4.48,NOUN,"['P', 'ER0', 'S', 'EH1', 'N', 'T', 'AH0', 'JH']","['P', 'ER', 'S', 'EH', 'N', 'T', 'AH', 'JH']",real,8,long
504,practical,3.02e-05,4.48,ADJ,"['P', 'R', 'AE1', 'K', 'T', 'AH0', 'K', 'AH0', 'L']","['P', 'R', 'AE', 'K', 'T', 'AH', 'K', 'AH', 'L']",real,9,long
505,primarily,3.02e-05,4.48,ADV,"['P', 'R', 'AY0', 'M', 'EH1', 'R', 'AH0', 'L', 'IY0']","['P', 'R', 'AY', 'M', 'EH', 'R', 'AH', 'L', 'IY']",real,9,long
506,regardless,3.02e-05,4.48,ADV,"['R', 'AH0', 'G', 'AA1', 'R', 'D', 'L', 'AH0', 'S']","['R', 'AH', 'G', 'AA', 'R', 'D', 'L', 'AH', 'S']",real,9,long
507,relative,3.02e-05,4.48,ADJ,"['R', 'EH1', 'L', 'AH0', 'T', 'IH0', 'V']","['R', 'EH', 'L', 'AH', 'T', 'IH', 'V']",real,7,long
508,resulting,3.02e-05,4.48,VERB,"['R', 'IH0', 'Z', 'AH1', 'L', 'T', 'IH0', 'NG']","['R', 'IH', 'Z', 'AH', 'L', 'T', 'IH', 'NG']",real,8,long
509,structures,3.02e-05,4.48,NOUN,"['S', 'T', 'R', 'AH1', 'K', 'CH', 'ER0', 'Z']","['S', 'T', 'R', 'AH', 'K', 'CH', 'ER', 'Z']",real,8,long
510,symptoms,3.02e-05,4.48,NOUN,"['S', 'IH1', 'M', 'P', 'T', 'AH0', 'M', 'Z']","['S', 'IH', 'M', 'P', 'T', 'AH', 'M', 'Z']",real,8,long
511,temporary,3.02e-05,4.48,ADJ,"['T', 'EH1', 'M', 'P', 'ER0', 'EH2', 'R', 'IY0']","['T', 'EH', 'M', 'P', 'ER', 'EH', 'R', 'IY']",real,8,long
512,attended,2.95e-05,4.47,VERB,"['AH0', 'T', 'EH1', 'N', 'D', 'AH0', 'D']","['AH', 'T', 'EH', 'N', 'D', 'AH', 'D']",real,7,long
513,confused,2.95e-05,4.47,VERB,"['K', 'AH0', 'N', 'F', 'Y', 'UW1', 'Z', 'D']","['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'D']",real,8,long
514,divided,2.95e-05,4.47,VERB,"['D', 'IH0', 'V', 'AY1', 'D', 'AH0', 'D']","['D', 'IH', 'V', 'AY', 'D', 'AH', 'D']",real,7,long
515,elizabeth,2.95e-05,4.47,PROPN,"['IH0', 'L', 'IH1', 'Z', 'AH0', 'B', 'AH0', 'TH']","['IH', 'L', 'IH', 'Z', 'AH', 'B', 'AH', 'TH']",real,8,long
516,extent,2.95e-05,4.47,VERB,"['IH0', 'K', 'S', 'T', 'EH1', 'N', 'T']","['IH', 'K', 'S', 'T', 'EH', 'N', 'T']",real,7,long
517,healthcare,2.95e-05,4.47,PROPN,"['HH', 'EH1', 'L', 'TH', 'K', 'EH2', 'R']","['HH', 'EH', 'L', 'TH', 'K', 'EH', 'R']",real,7,long
518,household,2.95e-05,4.47,NOUN,"['HH', 'AW1', 'S', 'HH', 'OW2', 'L', 'D']","['HH', 'AW', 'S', 'HH', 'OW', 'L', 'D']",real,7,long
519,immigration,2.95e-05,4.47,NOUN,"['IH2', 'M', 'AH0', 'G', 'R', 'EY1', 'SH', 'AH0', 'N']","['IH', 'M', 'AH', 'G', 'R', 'EY', 'SH', 'AH', 'N']",real,9,long
520,impressive,2.95e-05,4.47,ADJ,"['IH0', 'M', 'P', 'R', 'EH1', 'S', 'IH0', 'V']","['IH', 'M', 'P', 'R', 'EH', 'S', 'IH', 'V']",real,8,long
521,managers,2.95e-05,4.47,NOUN,"['M', 'AE1', 'N', 'AH0', 'JH', 'ER0', 'Z']","['M', 'AE', 'N', 'AH', 'JH', 'ER', 'Z']",real,7,long
522,membership,2.95e-05,4.47,NOUN,"['M', 'EH1', 'M', 'B', 'ER0', 'SH', 'IH2', 'P']","['M', 'EH', 'M', 'B', 'ER', 'SH', 'IH', 'P']",real,8,long
523,proposal,2.95e-05,4.47,NOUN,"['P', 'R', 'AH0', 'P', 'OW1', 'Z', 'AH0', 'L']","['P', 'R', 'AH', 'P', 'OW', 'Z', 'AH', 'L']",real,8,long
524,situations,2.95e-05,4.47,NOUN,"['S', 'IH2', 'CH', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']","['S', 'IH', 'CH', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']",real,9,long
525,strongly,2.95e-05,4.47,ADV,"['S', 'T', 'R', 'AO1', 'NG', 'L', 'IY0']","['S', 'T', 'R', 'AO', 'NG', 'L', 'IY']",real,7,long
526,adventure,2.88e-05,4.46,NOUN,"['AE0', 'D', 'V', 'EH1', 'N', 'CH', 'ER0']","['AE', 'D', 'V', 'EH', 'N', 'CH', 'ER']",real,7,long
527,assessment,2.88e-05,4.46,NOUN,"['AH0', 'S', 'EH1', 'S', 'M', 'AH0', 'N', 'T']","['AH', 'S', 'EH', 'S', 'M', 'AH', 'N', 'T']",real,8,long
528,atmosphere,2.88e-05,4.46,NOUN,"['AE1', 'T', 'M', 'AH0', 'S', 'F', 'IH2', 'R']","['AE', 'T', 'M', 'AH', 'S', 'F', 'IH', 'R']",real,8,long
529,carefully,2.88e-05,4.46,ADV,"['K', 'EH1', 'R', 'F', 'AH0', 'L', 'IY0']","['K', 'EH', 'R', 'F', 'AH', 'L', 'IY']",real,7,long
530,extension,2.88e-05,4.46,NOUN,"['IH0', 'K', 'S', 'T', 'EH1', 'N', 'SH', 'AH0', 'N']","['IH', 'K', 'S', 'T', 'EH', 'N', 'SH', 'AH', 'N']",real,9,long
531,increases,2.88e-05,4.46,VERB,"['IH1', 'N', 'K', 'R', 'IY2', 'S', 'IH0', 'Z']","['IH', 'N', 'K', 'R', 'IY', 'S', 'IH', 'Z']",real,8,long
532,locations,2.88e-05,4.46,NOUN,"['L', 'OW0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']","['L', 'OW', 'K', 'EY', 'SH', 'AH', 'N', 'Z']",real,8,long
533,offensive,2.88e-05,4.46,ADJ,"['AH0', 'F', 'EH1', 'N', 'S', 'IH0', 'V']","['AH', 'F', 'EH', 'N', 'S', 'IH', 'V']",real,7,long
534,processes,2.88e-05,4.46,NOUN,"['P', 'R', 'AO2', 'S', 'EH1', 'S', 'AH0', 'Z']","['P', 'R', 'AO', 'S', 'EH', 'S', 'AH', 'Z']",real,8,long
535,processing,2.88e-05,4.46,NOUN,"['P', 'R', 'AA1', 'S', 'EH0', 'S', 'IH0', 'NG']","['P', 'R', 'AA', 'S', 'EH', 'S', 'IH', 'NG']",real,8,long
536,qualified,2.88e-05,4.46,ADJ,"['K', 'W', 'AA1', 'L', 'AH0', 'F', 'AY2', 'D']","['K', 'W', 'AA', 'L', 'AH', 'F', 'AY', 'D']",real,8,long
537,sensitive,2.88e-05,4.46,ADJ,"['S', 'EH1', 'N', 'S', 'AH0', 'T', 'IH0', 'V']","['S', 'EH', 'N', 'S', 'AH', 'T', 'IH', 'V']",real,8,long
538,superior,2.88e-05,4.46,ADJ,"['S', 'UW0', 'P', 'IH1', 'R', 'IY0', 'ER0']","['S', 'UW', 'P', 'IH', 'R', 'IY', 'ER']",real,7,long
539,supporters,2.88e-05,4.46,NOUN,"['S', 'AH0', 'P', 'AO1', 'R', 'T', 'ER0', 'Z']","['S', 'AH', 'P', 'AO', 'R', 'T', 'ER', 'Z']",real,8,long
540,transition,2.88e-05,4.46,NOUN,"['T', 'R', 'AE0', 'N', 'Z', 'IH1', 'SH', 'AH0', 'N']","['T', 'R', 'AE', 'N', 'Z', 'IH', 'SH', 'AH', 'N']",real,9,long
541,alongside,2.82e-05,4.45,ADP,"['AH0', 'L', 'AO1', 'NG', 'S', 'AY1', 'D']","['AH', 'L', 'AO', 'NG', 'S', 'AY', 'D']",real,7,long
542,anxiety,2.82e-05,4.45,NOUN,"['AE0', 'NG', 'Z', 'AY1', 'AH0', 'T', 'IY0']","['AE', 'NG', 'Z', 'AY', 'AH', 'T', 'IY']",real,7,long
543,clients,2.82e-05,4.45,NOUN,"['K', 'L', 'AY1', 'AH0', 'N', 'T', 'S']","['K', 'L', 'AY', 'AH', 'N', 'T', 'S']",real,7,long
544,contained,2.82e-05,4.45,VERB,"['K', 'AH0', 'N', 'T', 'EY1', 'N', 'D']","['K', 'AH', 'N', 'T', 'EY', 'N', 'D']",real,7,long
545,directors,2.82e-05,4.45,NOUN,"['D', 'ER0', 'EH1', 'K', 'T', 'ER0', 'Z']","['D', 'ER', 'EH', 'K', 'T', 'ER', 'Z']",real,7,long
546,discovery,2.82e-05,4.45,NOUN,"['D', 'IH0', 'S', 'K', 'AH1', 'V', 'ER0', 'IY0']","['D', 'IH', 'S', 'K', 'AH', 'V', 'ER', 'IY']",real,8,long
547,discussed,2.82e-05,4.45,VERB,"['D', 'IH0', 'S', 'K', 'AH1', 'S', 'T']","['D', 'IH', 'S', 'K', 'AH', 'S', 'T']",real,7,long
548,formula,2.82e-05,4.45,NOUN,"['F', 'AO1', 'R', 'M', 'Y', 'AH0', 'L', 'AH0']","['F', 'AO', 'R', 'M', 'Y', 'AH', 'L', 'AH']",real,8,long
549,governments,2.82e-05,4.45,NOUN,"['G', 'AH1', 'V', 'ER0', 'M', 'AH0', 'N', 'T', 'S']","['G', 'AH', 'V', 'ER', 'M', 'AH', 'N', 'T', 'S']",real,9,long
550,informed,2.82e-05,4.45,VERB,"['IH0', 'N', 'F', 'AO1', 'R', 'M', 'D']","['IH', 'N', 'F', 'AO', 'R', 'M', 'D']",real,7,long
551,mistakes,2.82e-05,4.45,NOUN,"['M', 'IH0', 'S', 'T', 'EY1', 'K', 'S']","['M', 'IH', 'S', 'T', 'EY', 'K', 'S']",real,7,long
552,networks,2.82e-05,4.45,NOUN,"['N', 'EH1', 'T', 'W', 'ER2', 'K', 'S']","['N', 'EH', 'T', 'W', 'ER', 'K', 'S']",real,7,long
553,olympics,2.82e-05,4.45,PROPN,"['OW0', 'L', 'IH1', 'M', 'P', 'IH0', 'K', 'S']","['OW', 'L', 'IH', 'M', 'P', 'IH', 'K', 'S']",real,8,long
554,penalty,2.82e-05,4.45,NOUN,"['P', 'EH1', 'N', 'AH0', 'L', 'T', 'IY0']","['P', 'EH', 'N', 'AH', 'L', 'T', 'IY']",real,7,long
555,photography,2.82e-05,4.45,NOUN,"['F', 'AH0', 'T', 'AA1', 'G', 'R', 'AH0', 'F', 'IY0']","['F', 'AH', 'T', 'AA', 'G', 'R', 'AH', 'F', 'IY']",real,9,long
556,producing,2.82e-05,4.45,VERB,"['P', 'R', 'AH0', 'D', 'UW1', 'S', 'IH0', 'NG']","['P', 'R', 'AH', 'D', 'UW', 'S', 'IH', 'NG']",real,8,long
