,Unnamed: 0,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Prediction
880,80,anym,PSC,pseudo,short,complex,,4,,"['AE1', 'N', 'IH0', 'M']","['AE', 'N', 'IH', 'M']",,"['AE', 'N', 'IH', 'M']"
881,81,outshase,PSC,pseudo,short,complex,,4,,"['AW1', 'CH', 'EY2', 'S']","['AW', 'CH', 'EY', 'S']",,"['AW', 'CH', 'EY', 'S']"
882,82,eithing,PSC,pseudo,short,complex,,4,,"['AY1', 'DH', 'IH0', 'NG']","['AY', 'DH', 'IH', 'NG']",,"['AY', 'DH', 'IH', 'NG']"
883,83,unall,PSC,pseudo,short,complex,,4,,"['AH0', 'N', 'AE1', 'L']","['AH', 'N', 'AE', 'L']",,"['AH', 'N', 'AE', 'L']"
884,84,favy,PSC,pseudo,short,complex,,4,,"['F', 'EY1', 'V', 'IY0']","['F', 'EY', 'V', 'IY']",,"['F', 'EY', 'V', 'IY']"
885,85,wouther,PSC,pseudo,short,complex,,4,,"['W', 'AH1', 'DH', 'ER0']","['W', 'AH', 'DH', 'ER']",,"['W', 'AH', 'DH', 'ER']"
886,86,joursed,PSC,pseudo,short,complex,,4,,"['JH', 'ER1', 'Z', 'D']","['JH', 'ER', 'Z', 'D']",,"['JH', 'ER', 'Z', 'D']"
887,87,autching,PSC,pseudo,short,complex,,4,,"['AO1', 'CH', 'IH0', 'NG']","['AO', 'CH', 'IH', 'NG']",,"['AO', 'CH', 'IH', 'NG']"
888,88,perfer,PSC,pseudo,short,complex,,4,,"['P', 'ER1', 'F', 'ER0']","['P', 'ER', 'F', 'ER']",,"['P', 'ER', 'F', 'ER']"
889,89,anot,PSC,pseudo,short,complex,,4,,"['AH0', 'N', 'OW1', 'T']","['AH', 'N', 'OW', 'T']",,"['AH', 'N', 'OW', 'T']"
890,90,issort,PSC,pseudo,short,complex,,4,,"['IH1', 'S', 'ER0', 'T']","['IH', 'S', 'ER', 'T']",,"['IH', 'S', 'ER', 'T']"
891,91,alop,PSC,pseudo,short,complex,,4,,"['AE1', 'L', 'AH0', 'P']","['AE', 'L', 'AH', 'P']",,"['AE', 'L', 'AH', 'P']"
892,92,unerge,PSC,pseudo,short,complex,,4,,"['AH0', 'N', 'ER1', 'JH']","['AH', 'N', 'ER', 'JH']",,"['AH', 'N', 'ER', 'JH']"
893,93,deller,PSC,pseudo,short,complex,,4,,"['D', 'EH1', 'L', 'ER0']","['D', 'EH', 'L', 'ER']",,"['D', 'EH', 'L', 'ER']"
894,94,enit,PSC,pseudo,short,complex,,4,,"['EH1', 'N', 'IH0', 'T']","['EH', 'N', 'IH', 'T']",,"['EH', 'N', 'IH', 'T']"
895,95,valo,PSC,pseudo,short,complex,,4,,"['V', 'AA1', 'L', 'OW0']","['V', 'AA', 'L', 'OW']",,"['V', 'AA', 'L', 'OW']"
896,96,defoo,PSC,pseudo,short,complex,,4,,"['D', 'EH1', 'F', 'UW0']","['D', 'EH', 'F', 'UW']",,"['D', 'EH', 'F', 'UW']"
897,97,jermer,PSC,pseudo,short,complex,,4,,"['JH', 'ER1', 'M', 'ER0']","['JH', 'ER', 'M', 'ER']",,"['JH', 'ER', 'M', 'ER']"
898,98,irreed,PSC,pseudo,short,complex,,4,,"['IH0', 'R', 'IY1', 'D']","['IH', 'R', 'IY', 'D']",,"['IH', 'R', 'IY', 'D']"
899,99,paylow,PSC,pseudo,short,complex,,4,,"['P', 'EY1', 'L', 'OW2']","['P', 'EY', 'L', 'OW']",,"['P', 'EY', 'L', 'OW']"
900,100,octime,PSC,pseudo,short,complex,,5,,"['AA1', 'K', 'T', 'IY0', 'M']","['AA', 'K', 'T', 'IY', 'M']",,"['AA', 'K', 'T', 'IY', 'M']"
901,101,whomat,PSC,pseudo,short,complex,,5,,"['HH', 'OW1', 'M', 'AE2', 'T']","['HH', 'OW', 'M', 'AE', 'T']",,"['HH', 'OW', 'M', 'AE', 'T']"
902,102,opist,PSC,pseudo,short,complex,,5,,"['OW1', 'P', 'IH0', 'S', 'T']","['OW', 'P', 'IH', 'S', 'T']",,"['OW', 'P', 'IH', 'S', 'T']"
903,103,govio,PSC,pseudo,short,complex,,5,,"['G', 'OW1', 'V', 'IY0', 'OW0']","['G', 'OW', 'V', 'IY', 'OW']",,"['G', 'OW', 'V', 'IY', 'OW']"
904,104,bilway,PSC,pseudo,short,complex,,5,,"['B', 'IH1', 'L', 'W', 'EY2']","['B', 'IH', 'L', 'W', 'EY']",,"['B', 'IH', 'L', 'W', 'EY']"
905,105,ecorg,PSC,pseudo,short,complex,,5,,"['IY1', 'K', 'AO0', 'R', 'G']","['IY', 'K', 'AO', 'R', 'G']",,"['IY', 'K', 'AO', 'R', 'G']"
906,106,radice,PSC,pseudo,short,complex,,5,,"['R', 'AE1', 'D', 'IH0', 'S']","['R', 'AE', 'D', 'IH', 'S']",,"['R', 'AE', 'D', 'IH', 'S']"
907,107,soput,PSC,pseudo,short,complex,,5,,"['S', 'OW1', 'P', 'AH0', 'T']","['S', 'OW', 'P', 'AH', 'T']",,"['S', 'OW', 'P', 'AH', 'T']"
908,108,himem,PSC,pseudo,short,complex,,5,,"['HH', 'IH1', 'M', 'AH0', 'M']","['HH', 'IH', 'M', 'AH', 'M']",,"['HH', 'IH', 'M', 'AH', 'M']"
909,109,sachno,PSC,pseudo,short,complex,,5,,"['S', 'AE1', 'K', 'N', 'OW0']","['S', 'AE', 'K', 'N', 'OW']",,"['S', 'AE', 'K', 'N', 'OW']"
910,110,uncrow,PSC,pseudo,short,complex,,5,,"['AH1', 'N', 'K', 'R', 'AW0']","['AH', 'N', 'K', 'R', 'AW']",,"['AH', 'N', 'K', 'R', 'AW']"
911,111,bulfor,PSC,pseudo,short,complex,,5,,"['B', 'UH1', 'L', 'F', 'ER0']","['B', 'UH', 'L', 'F', 'ER']",,"['B', 'UH', 'L', 'F', 'ER']"
912,112,nonver,PSC,pseudo,short,complex,,5,,"['N', 'AA1', 'N', 'V', 'ER0']","['N', 'AA', 'N', 'V', 'ER']",,"['N', 'AA', 'N', 'V', 'ER']"
913,113,defork,PSC,pseudo,short,complex,,5,,"['D', 'EH1', 'F', 'ER0', 'K']","['D', 'EH', 'F', 'ER', 'K']",,"['D', 'EH', 'F', 'ER', 'K']"
914,114,biomo,PSC,pseudo,short,complex,,5,,"['B', 'IY0', 'OW1', 'M', 'OW0']","['B', 'IY', 'OW', 'M', 'OW']",,"['B', 'IY', 'OW', 'M', 'OW']"
915,115,advio,PSC,pseudo,short,complex,,5,,"['AE1', 'D', 'V', 'IY0', 'OW2']","['AE', 'D', 'V', 'IY', 'OW']",,"['AE', 'D', 'V', 'IY', 'OW']"
916,116,mullboy,PSC,pseudo,short,complex,,5,,"['M', 'AH1', 'L', 'B', 'OY2']","['M', 'AH', 'L', 'B', 'OY']",,"['M', 'AH', 'L', 'B', 'OY']"
917,117,aggrat,PSC,pseudo,short,complex,,5,,"['AE1', 'G', 'R', 'AE0', 'T']","['AE', 'G', 'R', 'AE', 'T']",,"['AE', 'G', 'R', 'AE', 'T']"
918,118,befic,PSC,pseudo,short,complex,,5,,"['B', 'IH0', 'F', 'IH1', 'K']","['B', 'IH', 'F', 'IH', 'K']",,"['B', 'IH', 'F', 'IH', 'K']"
919,119,assasy,PSC,pseudo,short,complex,,5,,"['AH0', 'S', 'AA1', 'S', 'IY0']","['AH', 'S', 'AA', 'S', 'IY']",,"['AH', 'S', 'AA', 'S', 'IY']"
920,120,anymed,PSC,pseudo,short,complex,,5,,"['AH0', 'N', 'IY1', 'M', 'D']","['AH', 'N', 'IY', 'M', 'D']",,"['AH', 'N', 'IY', 'M', 'D']"
921,121,invor,PSC,pseudo,short,complex,,5,,"['IH0', 'N', 'V', 'AO1', 'R']","['IH', 'N', 'V', 'AO', 'R']",,"['IH', 'N', 'V', 'AO', 'R']"
922,122,ferside,PSC,pseudo,short,complex,,5,,"['F', 'ER1', 'S', 'AY2', 'D']","['F', 'ER', 'S', 'AY', 'D']",,"['F', 'ER', 'S', 'AY', 'D']"
923,123,teetin,PSC,pseudo,short,complex,,5,,"['T', 'IY1', 'T', 'IH0', 'N']","['T', 'IY', 'T', 'IH', 'N']",,"['T', 'IY', 'T', 'IH', 'N']"
924,124,getert,PSC,pseudo,short,complex,,5,,"['G', 'EH1', 'T', 'ER0', 'T']","['G', 'EH', 'T', 'ER', 'T']",,"['G', 'EH', 'T', 'ER', 'T']"
925,125,recause,PSC,pseudo,short,complex,,5,,"['R', 'IY1', 'K', 'AW0', 'S']","['R', 'IY', 'K', 'AW', 'S']",,"['R', 'IY', 'K', 'AW', 'S']"
926,126,mushin,PSC,pseudo,short,complex,,5,,"['M', 'AH1', 'SH', 'IH0', 'N']","['M', 'AH', 'SH', 'IH', 'N']",,"['M', 'AH', 'SH', 'IH', 'N']"
927,127,redwee,PSC,pseudo,short,complex,,5,,"['R', 'EH1', 'D', 'W', 'IY2']","['R', 'EH', 'D', 'W', 'IY']",,"['R', 'EH', 'D', 'W', 'IY']"
928,128,himby,PSC,pseudo,short,complex,,5,,"['HH', 'IH1', 'M', 'B', 'IY0']","['HH', 'IH', 'M', 'B', 'IY']",,"['HH', 'IH', 'M', 'B', 'IY']"
929,129,eurown,PSC,pseudo,short,complex,,5,,"['Y', 'UW1', 'R', 'AW0', 'N']","['Y', 'UW', 'R', 'AW', 'N']",,"['Y', 'UW', 'R', 'AW', 'N']"
930,130,mintai,PSC,pseudo,short,complex,,5,,"['M', 'IH0', 'N', 'T', 'AY1']","['M', 'IH', 'N', 'T', 'AY']",,"['M', 'IH', 'N', 'T', 'AY']"
931,131,pertat,PSC,pseudo,short,complex,,5,,"['P', 'ER1', 'T', 'AH0', 'T']","['P', 'ER', 'T', 'AH', 'T']",,"['P', 'ER', 'T', 'AH', 'T']"
932,132,perlic,PSC,pseudo,short,complex,,5,,"['P', 'ER1', 'L', 'IH0', 'K']","['P', 'ER', 'L', 'IH', 'K']",,"['P', 'ER', 'L', 'IH', 'K']"
933,133,cervided,PLC,pseudo,long,complex,,7,,"['S', 'ER1', 'V', 'AY1', 'D', 'AH0', 'D']","['S', 'ER', 'V', 'AY', 'D', 'AH', 'D']",,"['S', 'ER', 'V', 'AY', 'D', 'AH', 'D']"
934,134,intipal,PLC,pseudo,long,complex,,7,,"['IH1', 'N', 'T', 'IH0', 'P', 'AH0', 'L']","['IH', 'N', 'T', 'IH', 'P', 'AH', 'L']",,"['IH', 'N', 'T', 'IH', 'P', 'AH', 'L']"
935,135,pubsides,PLC,pseudo,long,complex,,7,,"['P', 'AH1', 'B', 'S', 'AY2', 'D', 'Z']","['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']",,"['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']"
936,136,desocio,PLC,pseudo,long,complex,,7,,"['D', 'AH0', 'S', 'OW1', 'SH', 'IY0', 'OW0']","['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']",,"['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']"
937,137,buitines,PLC,pseudo,long,complex,,7,,"['B', 'Y', 'UW1', 'T', 'IY2', 'N', 'Z']","['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']",,"['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']"
938,138,editral,PLC,pseudo,long,complex,,7,,"['EH1', 'D', 'AH0', 'T', 'R', 'AH0', 'L']","['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']",,"['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']"
939,139,publity,PLC,pseudo,long,complex,,7,,"['P', 'AH1', 'B', 'L', 'IH0', 'T', 'IY0']","['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']",,"['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']"
940,140,hargings,PLC,pseudo,long,complex,,7,,"['HH', 'AA1', 'R', 'JH', 'IH0', 'NG', 'Z']","['HH', 'AA', 'R', 'JH', 'IH', 'NG', 'Z']",,"['HH', 'AA', 'R', 'JH', 'IH', 'NG', 'Z']"
941,141,beanspore,PLC,pseudo,long,complex,,7,,"['B', 'IY1', 'N', 'S', 'P', 'AO2', 'R']","['B', 'IY', 'N', 'S', 'P', 'AO', 'R']",,"['B', 'IY', 'N', 'S', 'P', 'AO', 'R']"
942,142,brovelf,PLC,pseudo,long,complex,,7,,"['B', 'R', 'OW1', 'V', 'EH0', 'L', 'F']","['B', 'R', 'OW', 'V', 'EH', 'L', 'F']",,"['B', 'R', 'OW', 'V', 'EH', 'L', 'F']"
943,143,himilays,PLC,pseudo,long,complex,,7,,"['HH', 'IH1', 'M', 'AH0', 'L', 'EY2', 'S']","['HH', 'IH', 'M', 'AH', 'L', 'EY', 'S']",,"['HH', 'IH', 'M', 'AH', 'L', 'EY', 'S']"
944,144,canuted,PLC,pseudo,long,complex,,7,,"['K', 'AH0', 'N', 'UW1', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']",,"['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']"
945,145,bampion,PLC,pseudo,long,complex,,7,,"['B', 'AE1', 'M', 'P', 'IY0', 'AH0', 'N']","['B', 'AE', 'M', 'P', 'IY', 'AH', 'N']",,"['B', 'AE', 'M', 'P', 'IY', 'AH', 'N']"
946,146,tweecty,PLC,pseudo,long,complex,,7,,"['T', 'W', 'EH1', 'T', 'S', 'K', 'IY0']","['T', 'W', 'EH', 'T', 'S', 'K', 'IY']",,"['T', 'W', 'EH', 'T', 'S', 'K', 'IY']"
947,147,actitome,PLC,pseudo,long,complex,,7,,"['AE1', 'K', 'T', 'IH0', 'T', 'OW0', 'M']","['AE', 'K', 'T', 'IH', 'T', 'OW', 'M']",,"['AE', 'K', 'T', 'IH', 'T', 'OW', 'M']"
948,148,festomine,PLC,pseudo,long,complex,,7,,"['F', 'EH0', 'S', 'AH0', 'M', 'AY1', 'N']","['F', 'EH', 'S', 'AH', 'M', 'AY', 'N']",,"['F', 'EH', 'S', 'AH', 'M', 'AY', 'N']"
949,149,appedial,PLC,pseudo,long,complex,,7,,"['AH0', 'P', 'IY1', 'D', 'IY0', 'AH0', 'L']","['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']",,"['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']"
950,150,momocal,PLC,pseudo,long,complex,,7,,"['M', 'AA1', 'M', 'AH0', 'K', 'AH0', 'L']","['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']",,"['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']"
951,151,belenter,PLC,pseudo,long,complex,,7,,"['B', 'EH1', 'L', 'AH0', 'N', 'T', 'ER0']","['B', 'EH', 'L', 'AH', 'N', 'T', 'ER']",,"['B', 'EH', 'L', 'AH', 'N', 'T', 'ER']"
952,152,univel,PLC,pseudo,long,complex,,7,,"['Y', 'UW1', 'N', 'AH0', 'V', 'AH0', 'L']","['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']",,"['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']"
953,153,havices,PLC,pseudo,long,complex,,7,,"['HH', 'AE1', 'V', 'AY0', 'S', 'AH0', 'Z']","['HH', 'AE', 'V', 'AY', 'S', 'AH', 'Z']",,"['HH', 'AE', 'V', 'AY', 'S', 'AH', 'Z']"
954,154,anybols,PLC,pseudo,long,complex,,7,,"['EH1', 'N', 'IY0', 'B', 'AO2', 'L', 'Z']","['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']",,"['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']"
955,155,decamber,PLC,pseudo,long,complex,,7,,"['D', 'IH0', 'K', 'AE1', 'M', 'B', 'ER0']","['D', 'IH', 'K', 'AE', 'M', 'B', 'ER']",,"['D', 'IH', 'K', 'AE', 'M', 'B', 'ER']"
956,156,pervicious,PLC,pseudo,long,complex,,7,,"['P', 'ER0', 'V', 'IH1', 'SH', 'AH0', 'S']","['P', 'ER', 'V', 'IH', 'SH', 'AH', 'S']",,"['P', 'ER', 'V', 'IH', 'SH', 'AH', 'S']"
957,157,unledging,PLC,pseudo,long,complex,,7,,"['AH0', 'N', 'L', 'EH1', 'JH', 'IH0', 'NG']","['AH', 'N', 'L', 'EH', 'JH', 'IH', 'NG']",,"['AH', 'N', 'L', 'EH', 'JH', 'IH', 'NG']"
958,158,attatings,PLC,pseudo,long,complex,,7,,"['AH0', 'T', 'AE1', 'T', 'IH0', 'NG', 'Z']","['AH', 'T', 'AE', 'T', 'IH', 'NG', 'Z']",,"['AH', 'T', 'AE', 'T', 'IH', 'NG', 'Z']"
959,159,opartion,PLC,pseudo,long,complex,,7,,"['AH0', 'P', 'AA1', 'R', 'SH', 'AH0', 'N']","['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']",,"['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']"
960,160,retabit,PLC,pseudo,long,complex,,7,,"['R', 'EH0', 'T', 'AE1', 'B', 'IH0', 'T']","['R', 'EH', 'T', 'AE', 'B', 'IH', 'T']",,"['R', 'EH', 'T', 'AE', 'B', 'IH', 'T']"
961,161,concathy,PLC,pseudo,long,complex,,7,,"['K', 'AH0', 'N', 'K', 'AA1', 'TH', 'IY0']","['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']",,"['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']"
962,162,foluted,PLC,pseudo,long,complex,,7,,"['F', 'AH0', 'L', 'UW1', 'T', 'IH0', 'D']","['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']",,"['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']"
963,163,uneasic,PLC,pseudo,long,complex,,7,,"['Y', 'UW2', 'N', 'IY1', 'Z', 'IH0', 'K']","['Y', 'UW', 'N', 'IY', 'Z', 'IH', 'K']",,"['Y', 'UW', 'N', 'IY', 'Z', 'IH', 'K']"
964,164,recauses,PLC,pseudo,long,complex,,7,,"['R', 'IH0', 'K', 'AO1', 'Z', 'IH0', 'Z']","['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']",,"['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']"
965,165,pretral,PLC,pseudo,long,complex,,7,,"['P', 'R', 'IY1', 'T', 'R', 'AH0', 'L']","['P', 'R', 'IY', 'T', 'R', 'AH', 'L']",,"['P', 'R', 'IY', 'T', 'R', 'AH', 'L']"
966,166,disreturb,PLC,pseudo,long,complex,,8,,"['D', 'IH0', 'S', 'R', 'IH0', 'T', 'ER1', 'B']","['D', 'IH', 'S', 'R', 'IH', 'T', 'ER', 'B']",,"['D', 'IH', 'S', 'R', 'IH', 'T', 'ER', 'B']"
967,167,reolorize,PLC,pseudo,long,complex,,8,,"['R', 'IY0', 'OW1', 'L', 'ER0', 'R', 'AY2', 'Z']","['R', 'IY', 'OW', 'L', 'ER', 'R', 'AY', 'Z']",,"['R', 'IY', 'OW', 'L', 'ER', 'R', 'AY', 'Z']"
968,168,miscreeckt,PLC,pseudo,long,complex,,8,,"['M', 'IH0', 'S', 'K', 'R', 'IY1', 'K', 'T']","['M', 'IH', 'S', 'K', 'R', 'IY', 'K', 'T']",,"['M', 'IH', 'S', 'K', 'R', 'IY', 'K', 'T']"
969,169,truzable,PLC,pseudo,long,complex,,8,,"['T', 'R', 'UW1', 'Z', 'AH0', 'B', 'AH0', 'L']","['T', 'R', 'UW', 'Z', 'AH', 'B', 'AH', 'L']",,"['T', 'R', 'UW', 'Z', 'AH', 'B', 'AH', 'L']"
970,170,unwisiter,PLC,pseudo,long,complex,,8,,"['AH0', 'N', 'W', 'IH1', 'Z', 'IH0', 'T', 'ER0']","['AH', 'N', 'W', 'IH', 'Z', 'IH', 'T', 'ER']",,"['AH', 'N', 'W', 'IH', 'Z', 'IH', 'T', 'ER']"
971,171,overility,PLC,pseudo,long,complex,,8,,"['OW2', 'V', 'ER0', 'IH0', 'L', 'IH1', 'T', 'IY0']","['OW', 'V', 'ER', 'IH', 'L', 'IH', 'T', 'IY']",,"['OW', 'V', 'ER', 'IH', 'L', 'IH', 'T', 'IY']"
972,172,sumtible,PLC,pseudo,long,complex,,8,,"['S', 'AH1', 'M', 'T', 'AH0', 'B', 'AH0', 'L']","['S', 'AH', 'M', 'T', 'AH', 'B', 'AH', 'L']",,"['S', 'AH', 'M', 'T', 'AH', 'B', 'AH', 'L']"
973,173,unmistade,PLC,pseudo,long,complex,,8,,"['AH1', 'N', 'M', 'IH0', 'S', 'T', 'AE2', 'D']","['AH', 'N', 'M', 'IH', 'S', 'T', 'AE', 'D']",,"['AH', 'N', 'M', 'IH', 'S', 'T', 'AE', 'D']"
974,174,witifully,PLC,pseudo,long,complex,,8,,"['W', 'IH1', 'T', 'IH0', 'F', 'AH0', 'L', 'IY0']","['W', 'IH', 'T', 'IH', 'F', 'AH', 'L', 'IY']",,"['W', 'IH', 'T', 'IH', 'F', 'AH', 'L', 'IY']"
975,175,underlity,PLC,pseudo,long,complex,,8,,"['AH0', 'N', 'D', 'ER1', 'L', 'AE0', 'T', 'IY0']","['AH', 'N', 'D', 'ER', 'L', 'AE', 'T', 'IY']",,"['AH', 'N', 'D', 'ER', 'L', 'AE', 'T', 'IY']"
976,176,rederlity,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'D', 'ER0', 'L', 'AH0', 'T', 'IY0']","['R', 'EH', 'D', 'ER', 'L', 'AH', 'T', 'IY']",,"['R', 'EH', 'D', 'ER', 'L', 'AH', 'T', 'IY']"
977,177,sprictal,PLC,pseudo,long,complex,,8,,"['S', 'P', 'R', 'IH1', 'K', 'T', 'AA2', 'L']","['S', 'P', 'R', 'IH', 'K', 'T', 'AA', 'L']",,"['S', 'P', 'R', 'IH', 'K', 'T', 'AA', 'L']"
978,178,unifort,PLC,pseudo,long,complex,,8,,"['Y', 'UW1', 'N', 'IH0', 'F', 'AO2', 'R', 'T']","['Y', 'UW', 'N', 'IH', 'F', 'AO', 'R', 'T']",,"['Y', 'UW', 'N', 'IH', 'F', 'AO', 'R', 'T']"
979,179,mistfully,PLC,pseudo,long,complex,,8,,"['M', 'IH1', 'S', 'T', 'F', 'AH0', 'L', 'IY0']","['M', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']",,"['M', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']"
980,180,dydenist,PLC,pseudo,long,complex,,8,,"['D', 'AY1', 'D', 'AH0', 'N', 'IH0', 'S', 'T']","['D', 'AY', 'D', 'AH', 'N', 'IH', 'S', 'T']",,"['D', 'AY', 'D', 'AH', 'N', 'IH', 'S', 'T']"
981,181,raversold,PLC,pseudo,long,complex,,8,,"['R', 'EY1', 'V', 'ER0', 'S', 'OW0', 'L', 'D']","['R', 'EY', 'V', 'ER', 'S', 'OW', 'L', 'D']",,"['R', 'EY', 'V', 'ER', 'S', 'OW', 'L', 'D']"
982,182,undeflate,PLC,pseudo,long,complex,,8,,"['AH1', 'N', 'D', 'AH0', 'F', 'L', 'EY2', 'T']","['AH', 'N', 'D', 'AH', 'F', 'L', 'EY', 'T']",,"['AH', 'N', 'D', 'AH', 'F', 'L', 'EY', 'T']"
983,183,discreeler,PLC,pseudo,long,complex,,8,,"['D', 'IH0', 'S', 'K', 'R', 'IY1', 'L', 'ER0']","['D', 'IH', 'S', 'K', 'R', 'IY', 'L', 'ER']",,"['D', 'IH', 'S', 'K', 'R', 'IY', 'L', 'ER']"
984,184,pitlessly,PLC,pseudo,long,complex,,8,,"['P', 'IH1', 'T', 'L', 'AH0', 'S', 'L', 'IY0']","['P', 'IH', 'T', 'L', 'AH', 'S', 'L', 'IY']",,"['P', 'IH', 'T', 'L', 'AH', 'S', 'L', 'IY']"
985,185,dishonal,PLC,pseudo,long,complex,,8,,"['D', 'IH1', 'S', 'HH', 'AH0', 'N', 'AH0', 'L']","['D', 'IH', 'S', 'HH', 'AH', 'N', 'AH', 'L']",,"['D', 'IH', 'S', 'HH', 'AH', 'N', 'AH', 'L']"
986,186,skringel,PLC,pseudo,long,complex,,8,,"['S', 'K', 'R', 'IH1', 'N', 'G', 'AH0', 'L']","['S', 'K', 'R', 'IH', 'N', 'G', 'AH', 'L']",,"['S', 'K', 'R', 'IH', 'N', 'G', 'AH', 'L']"
987,187,reinstake,PLC,pseudo,long,complex,,8,,"['R', 'IY2', 'IH0', 'N', 'S', 'T', 'EY1', 'K']","['R', 'IY', 'IH', 'N', 'S', 'T', 'EY', 'K']",,"['R', 'IY', 'IH', 'N', 'S', 'T', 'EY', 'K']"
988,188,sprindly,PLC,pseudo,long,complex,,8,,"['S', 'P', 'R', 'IH1', 'N', 'D', 'L', 'IY0']","['S', 'P', 'R', 'IH', 'N', 'D', 'L', 'IY']",,"['S', 'P', 'R', 'IH', 'N', 'D', 'L', 'IY']"
989,189,reperpast,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'P', 'ER0', 'P', 'AH0', 'S', 'T']","['R', 'EH', 'P', 'ER', 'P', 'AH', 'S', 'T']",,"['R', 'EH', 'P', 'ER', 'P', 'AH', 'S', 'T']"
990,190,vulgarist,PLC,pseudo,long,complex,,8,,"['V', 'AH1', 'L', 'G', 'ER0', 'IH0', 'S', 'T']","['V', 'AH', 'L', 'G', 'ER', 'IH', 'S', 'T']",,"['V', 'AH', 'L', 'G', 'ER', 'IH', 'S', 'T']"
991,191,remistate,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'M', 'AH0', 'S', 'T', 'EY2', 'T']","['R', 'EH', 'M', 'AH', 'S', 'T', 'EY', 'T']",,"['R', 'EH', 'M', 'AH', 'S', 'T', 'EY', 'T']"
992,192,bewistic,PLC,pseudo,long,complex,,8,,"['B', 'IY0', 'W', 'IH1', 'S', 'T', 'IH0', 'K']","['B', 'IY', 'W', 'IH', 'S', 'T', 'IH', 'K']",,"['B', 'IY', 'W', 'IH', 'S', 'T', 'IH', 'K']"
993,193,deodorist,PLC,pseudo,long,complex,,8,,"['D', 'IY1', 'OW0', 'D', 'ER0', 'IH0', 'S', 'T']","['D', 'IY', 'OW', 'D', 'ER', 'IH', 'S', 'T']",,"['D', 'IY', 'OW', 'D', 'ER', 'IH', 'S', 'T']"
994,194,strimply,PLC,pseudo,long,complex,,8,,"['S', 'T', 'R', 'IH1', 'M', 'P', 'L', 'IY0']","['S', 'T', 'R', 'IH', 'M', 'P', 'L', 'IY']",,"['S', 'T', 'R', 'IH', 'M', 'P', 'L', 'IY']"
995,195,womangle,PLC,pseudo,long,complex,,8,,"['W', 'UH1', 'M', 'AH0', 'N', 'G', 'AH0', 'L']","['W', 'UH', 'M', 'AH', 'N', 'G', 'AH', 'L']",,"['W', 'UH', 'M', 'AH', 'N', 'G', 'AH', 'L']"
996,196,redefully,PLC,pseudo,long,complex,,8,,"['R', 'EH1', 'D', 'AH0', 'F', 'AH0', 'L', 'IY0']","['R', 'EH', 'D', 'AH', 'F', 'AH', 'L', 'IY']",,"['R', 'EH', 'D', 'AH', 'F', 'AH', 'L', 'IY']"
997,197,sterreact,PLC,pseudo,long,complex,,8,,"['S', 'T', 'EH1', 'R', 'IY0', 'AE2', 'K', 'T']","['S', 'T', 'EH', 'R', 'IY', 'AE', 'K', 'T']",,"['S', 'T', 'EH', 'R', 'IY', 'AE', 'K', 'T']"
998,198,gormalone,PLC,pseudo,long,complex,,8,,"['G', 'AO1', 'R', 'M', 'AH0', 'L', 'OW2', 'N']","['G', 'AO', 'R', 'M', 'AH', 'L', 'OW', 'N']",,"['G', 'AO', 'R', 'M', 'AH', 'L', 'OW', 'N']"
