,Phonemes,No_Stress,Sonority,Type,Length,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
15024,"['R', 'M', 'OW']","['R', 'M', 'OW']",-1,CCV,3,"['R', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
15025,"['OW', 'R', 'M']","['OW', 'R', 'M']",1,VCC,3,"['R', 'OW', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15026,"['R', 'M', 'AE']","['R', 'M', 'AE']",-1,CCV,3,"['R', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15027,"['AE', 'R', 'M']","['AE', 'R', 'M']",1,VCC,3,"['AE', 'M', '<EOS>']",2,0,0,2,"[2, 3]"
15028,"['R', 'M', 'AW']","['R', 'M', 'AW']",-1,CCV,3,"['R', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
15029,"['AW', 'R', 'M']","['AW', 'R', 'M']",1,VCC,3,"['R', 'AW', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15030,"['R', 'N', 'AH']","['R', 'N', 'AH']",-1,CCV,3,"['R', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
15031,"['AH', 'R', 'N']","['AH', 'R', 'N']",1,VCC,3,"['R', 'AH', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15032,"['R', 'N', 'OY']","['R', 'N', 'OY']",-1,CCV,3,"['R', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
15033,"['OY', 'R', 'N']","['OY', 'R', 'N']",1,VCC,3,"['OY', 'N', '<EOS>']",2,0,0,2,"[2, 3]"
15034,"['R', 'N', 'AA']","['R', 'N', 'AA']",-1,CCV,3,"['R', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
15035,"['AA', 'R', 'N']","['AA', 'R', 'N']",1,VCC,3,"['AA', 'R', '<EOS>']",1,0,0,1,[3]
15036,"['R', 'N', 'AY']","['R', 'N', 'AY']",-1,CCV,3,"['R', 'AY', '<EOS>']",2,0,0,2,"[2, 3]"
15037,"['AY', 'R', 'N']","['AY', 'R', 'N']",1,VCC,3,"['AY', 'R', '<EOS>']",1,0,0,1,[3]
15038,"['R', 'N', 'ER']","['R', 'N', 'ER']",-1,CCV,3,"['R', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
15039,"['ER', 'R', 'N']","['ER', 'R', 'N']",1,VCC,3,"['ER', 'R', '<EOS>']",1,0,0,1,[3]
15040,"['R', 'N', 'AO']","['R', 'N', 'AO']",-1,CCV,3,"['R', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
15041,"['AO', 'R', 'N']","['AO', 'R', 'N']",1,VCC,3,"['AO', 'R', 'N']",0,0,0,0,[]
15042,"['R', 'N', 'UW']","['R', 'N', 'UW']",-1,CCV,3,"['R', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
15043,"['UW', 'R', 'N']","['UW', 'R', 'N']",1,VCC,3,"['UW', 'R', '<EOS>']",1,0,0,1,[3]
15044,"['R', 'N', 'IH']","['R', 'N', 'IH']",-1,CCV,3,"['R', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15045,"['IH', 'R', 'N']","['IH', 'R', 'N']",1,VCC,3,"['IH', 'R', '<EOS>']",1,0,0,1,[3]
15046,"['R', 'N', 'EH']","['R', 'N', 'EH']",-1,CCV,3,"['R', 'EH', '<EOS>']",2,0,0,2,"[2, 3]"
15047,"['EH', 'R', 'N']","['EH', 'R', 'N']",1,VCC,3,"['EH', 'R', '<EOS>']",1,0,0,1,[3]
15048,"['R', 'N', 'UH']","['R', 'N', 'UH']",-1,CCV,3,"['R', 'UH', 'N']",2,1,1,0,"[2, 3]"
15049,"['UH', 'R', 'N']","['UH', 'R', 'N']",1,VCC,3,"['UH', 'R', '<EOS>']",1,0,0,1,[3]
15050,"['R', 'N', 'IY']","['R', 'N', 'IY']",-1,CCV,3,"['R', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
15051,"['IY', 'R', 'N']","['IY', 'R', 'N']",1,VCC,3,"['R', 'IY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15052,"['R', 'N', 'EY']","['R', 'N', 'EY']",-1,CCV,3,"['R', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
15053,"['EY', 'R', 'N']","['EY', 'R', 'N']",1,VCC,3,"['R', 'EY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15054,"['R', 'N', 'OW']","['R', 'N', 'OW']",-1,CCV,3,"['R', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
15055,"['OW', 'R', 'N']","['OW', 'R', 'N']",1,VCC,3,"['OW', 'R', '<EOS>']",1,0,0,1,[3]
15056,"['R', 'N', 'AE']","['R', 'N', 'AE']",-1,CCV,3,"['R', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15057,"['AE', 'R', 'N']","['AE', 'R', 'N']",1,VCC,3,"['AE', 'R', '<EOS>']",1,0,0,1,[3]
15058,"['R', 'N', 'AW']","['R', 'N', 'AW']",-1,CCV,3,"['R', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
15059,"['AW', 'R', 'N']","['AW', 'R', 'N']",1,VCC,3,"['AW', 'R', '<EOS>']",1,0,0,1,[3]
15060,"['R', 'NG', 'AH']","['R', 'NG', 'AH']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15061,"['AH', 'R', 'NG']","['AH', 'R', 'NG']",1,VCC,3,"['R', 'AH', 'NG']",2,1,1,0,"[1, 2]"
15062,"['R', 'NG', 'OY']","['R', 'NG', 'OY']",-1,CCV,3,"['R', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
15063,"['OY', 'R', 'NG']","['OY', 'R', 'NG']",1,VCC,3,"['R', 'OY', 'NG']",2,1,1,0,"[1, 2]"
15064,"['R', 'NG', 'AA']","['R', 'NG', 'AA']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15065,"['AA', 'R', 'NG']","['AA', 'R', 'NG']",1,VCC,3,"['R', 'AA', 'NG']",2,1,1,0,"[1, 2]"
15066,"['R', 'NG', 'AY']","['R', 'NG', 'AY']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15067,"['AY', 'R', 'NG']","['AY', 'R', 'NG']",1,VCC,3,"['AY', 'R', '<EOS>']",1,0,0,1,[3]
15068,"['R', 'NG', 'ER']","['R', 'NG', 'ER']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15069,"['ER', 'R', 'NG']","['ER', 'R', 'NG']",1,VCC,3,"['ER', 'R', '<EOS>']",1,0,0,1,[3]
15070,"['R', 'NG', 'AO']","['R', 'NG', 'AO']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15071,"['AO', 'R', 'NG']","['AO', 'R', 'NG']",1,VCC,3,"['AO', 'R', 'NG']",0,0,0,0,[]
15072,"['R', 'NG', 'UW']","['R', 'NG', 'UW']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15073,"['UW', 'R', 'NG']","['UW', 'R', 'NG']",1,VCC,3,"['R', 'UW', 'NG']",2,1,1,0,"[1, 2]"
15074,"['R', 'NG', 'IH']","['R', 'NG', 'IH']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15075,"['IH', 'R', 'NG']","['IH', 'R', 'NG']",1,VCC,3,"['IH', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
15076,"['R', 'NG', 'EH']","['R', 'NG', 'EH']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15077,"['EH', 'R', 'NG']","['EH', 'R', 'NG']",1,VCC,3,"['EH', 'R', '<EOS>']",1,0,0,1,[3]
15078,"['R', 'NG', 'UH']","['R', 'NG', 'UH']",-1,CCV,3,"['R', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
15079,"['UH', 'R', 'NG']","['UH', 'R', 'NG']",1,VCC,3,"['UH', 'R', '<EOS>']",1,0,0,1,[3]
15080,"['R', 'NG', 'IY']","['R', 'NG', 'IY']",-1,CCV,3,"['R', 'IY', 'NG']",2,1,1,0,"[2, 3]"
15081,"['IY', 'R', 'NG']","['IY', 'R', 'NG']",1,VCC,3,"['R', 'IY', 'NG']",2,1,1,0,"[1, 2]"
15082,"['R', 'NG', 'EY']","['R', 'NG', 'EY']",-1,CCV,3,"['R', 'EY', 'NG']",2,1,1,0,"[2, 3]"
15083,"['EY', 'R', 'NG']","['EY', 'R', 'NG']",1,VCC,3,"['EY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
15084,"['R', 'NG', 'OW']","['R', 'NG', 'OW']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15085,"['OW', 'R', 'NG']","['OW', 'R', 'NG']",1,VCC,3,"['OW', 'R', '<EOS>']",1,0,0,1,[3]
15086,"['R', 'NG', 'AE']","['R', 'NG', 'AE']",-1,CCV,3,"['R', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15087,"['AE', 'R', 'NG']","['AE', 'R', 'NG']",1,VCC,3,"['AE', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
15088,"['R', 'NG', 'AW']","['R', 'NG', 'AW']",-1,CCV,3,"['R', 'NG', '<EOS>']",1,0,0,1,[3]
15089,"['AW', 'R', 'NG']","['AW', 'R', 'NG']",1,VCC,3,"['R', 'AW', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15090,"['R', 'L', 'AH']","['R', 'L', 'AH']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15091,"['AH', 'R', 'L']","['AH', 'R', 'L']",0,VCC,3,"['R', 'AH', 'L']",2,1,1,0,"[1, 2]"
15092,"['R', 'L', 'OY']","['R', 'L', 'OY']",0,CCV,3,"['R', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
15093,"['OY', 'R', 'L']","['OY', 'R', 'L']",0,VCC,3,"['R', 'OY', 'L']",2,1,1,0,"[1, 2]"
15094,"['R', 'L', 'AA']","['R', 'L', 'AA']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15095,"['AA', 'R', 'L']","['AA', 'R', 'L']",0,VCC,3,"['AA', 'R', 'L']",0,0,0,0,[]
15096,"['R', 'L', 'AY']","['R', 'L', 'AY']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15097,"['AY', 'R', 'L']","['AY', 'R', 'L']",0,VCC,3,"['AY', 'R', '<EOS>']",1,0,0,1,[3]
15098,"['R', 'L', 'ER']","['R', 'L', 'ER']",0,CCV,3,"['R', 'L', 'ER']",0,0,0,0,[]
15099,"['ER', 'R', 'L']","['ER', 'R', 'L']",0,VCC,3,"['ER', 'R', '<EOS>']",1,0,0,1,[3]
15100,"['R', 'L', 'AO']","['R', 'L', 'AO']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15101,"['AO', 'R', 'L']","['AO', 'R', 'L']",0,VCC,3,"['AO', 'R', 'L']",0,0,0,0,[]
15102,"['R', 'L', 'UW']","['R', 'L', 'UW']",0,CCV,3,"['R', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
15103,"['UW', 'R', 'L']","['UW', 'R', 'L']",0,VCC,3,"['UW', 'R', '<EOS>']",1,0,0,1,[3]
15104,"['R', 'L', 'IH']","['R', 'L', 'IH']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15105,"['IH', 'R', 'L']","['IH', 'R', 'L']",0,VCC,3,"['IH', 'R', '<EOS>']",1,0,0,1,[3]
15106,"['R', 'L', 'EH']","['R', 'L', 'EH']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15107,"['EH', 'R', 'L']","['EH', 'R', 'L']",0,VCC,3,"['EH', 'R', '<EOS>']",1,0,0,1,[3]
15108,"['R', 'L', 'UH']","['R', 'L', 'UH']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15109,"['UH', 'R', 'L']","['UH', 'R', 'L']",0,VCC,3,"['UH', 'R', 'L']",0,0,0,0,[]
15110,"['R', 'L', 'IY']","['R', 'L', 'IY']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15111,"['IY', 'R', 'L']","['IY', 'R', 'L']",0,VCC,3,"['R', 'IY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15112,"['R', 'L', 'EY']","['R', 'L', 'EY']",0,CCV,3,"['R', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
15113,"['EY', 'R', 'L']","['EY', 'R', 'L']",0,VCC,3,"['R', 'EY', 'L']",2,1,1,0,"[1, 2]"
15114,"['R', 'L', 'OW']","['R', 'L', 'OW']",0,CCV,3,"['R', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
15115,"['OW', 'R', 'L']","['OW', 'R', 'L']",0,VCC,3,"['R', 'OW', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15116,"['R', 'L', 'AE']","['R', 'L', 'AE']",0,CCV,3,"['R', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15117,"['AE', 'R', 'L']","['AE', 'R', 'L']",0,VCC,3,"['AE', 'R', 'L']",0,0,0,0,[]
15118,"['R', 'L', 'AW']","['R', 'L', 'AW']",0,CCV,3,"['R', 'L', '<EOS>']",1,0,0,1,[3]
15119,"['AW', 'R', 'L']","['AW', 'R', 'L']",0,VCC,3,"['AW', 'R', '<EOS>']",1,0,0,1,[3]
15120,"['R', 'W', 'AH']","['R', 'W', 'AH']",1,CCV,3,"['R', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15121,"['AH', 'R', 'W']","['AH', 'R', 'W']",-1,VCC,3,"['R', 'AH', 'T']",3,1,1,1,"[1, 2, 3]"
15122,"['R', 'W', 'OY']","['R', 'W', 'OY']",1,CCV,3,"['R', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
15123,"['OY', 'R', 'W']","['OY', 'R', 'W']",-1,VCC,3,"['OY', 'R', '<EOS>']",1,0,0,1,[3]
15124,"['R', 'W', 'AA']","['R', 'W', 'AA']",1,CCV,3,"['R', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
15125,"['AA', 'R', 'W']","['AA', 'R', 'W']",-1,VCC,3,"['AA', 'R', 'W']",0,0,0,0,[]
15126,"['R', 'W', 'AY']","['R', 'W', 'AY']",1,CCV,3,"['R', 'AY', '<EOS>']",2,0,0,2,"[2, 3]"
15127,"['AY', 'R', 'W']","['AY', 'R', 'W']",-1,VCC,3,"['AY', 'R', '<EOS>']",1,0,0,1,[3]
15128,"['R', 'W', 'ER']","['R', 'W', 'ER']",1,CCV,3,"['R', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
15129,"['ER', 'R', 'W']","['ER', 'R', 'W']",-1,VCC,3,"['ER', 'R', 'W']",0,0,0,0,[]
15130,"['R', 'W', 'AO']","['R', 'W', 'AO']",1,CCV,3,"['R', 'W', '<EOS>']",1,0,0,1,[3]
15131,"['AO', 'R', 'W']","['AO', 'R', 'W']",-1,VCC,3,"['AO', 'R', 'W']",0,0,0,0,[]
15132,"['R', 'W', 'UW']","['R', 'W', 'UW']",1,CCV,3,"['R', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
15133,"['UW', 'R', 'W']","['UW', 'R', 'W']",-1,VCC,3,"['R', 'UW', 'W']",2,1,1,0,"[1, 2]"
15134,"['R', 'W', 'IH']","['R', 'W', 'IH']",1,CCV,3,"['R', 'IH', '<EOS>']",2,0,0,2,"[2, 3]"
15135,"['IH', 'R', 'W']","['IH', 'R', 'W']",-1,VCC,3,"['IH', 'R', 'W']",0,0,0,0,[]
15136,"['R', 'W', 'EH']","['R', 'W', 'EH']",1,CCV,3,"['R', 'EH', '<EOS>']",2,0,0,2,"[2, 3]"
15137,"['EH', 'R', 'W']","['EH', 'R', 'W']",-1,VCC,3,"['EH', 'R', '<EOS>']",1,0,0,1,[3]
15138,"['R', 'W', 'UH']","['R', 'W', 'UH']",1,CCV,3,"['R', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
15139,"['UH', 'R', 'W']","['UH', 'R', 'W']",-1,VCC,3,"['UH', 'R', 'W']",0,0,0,0,[]
15140,"['R', 'W', 'IY']","['R', 'W', 'IY']",1,CCV,3,"['R', 'W', 'IY']",0,0,0,0,[]
15141,"['IY', 'R', 'W']","['IY', 'R', 'W']",-1,VCC,3,"['R', 'IY', 'W']",2,1,1,0,"[1, 2]"
15142,"['R', 'W', 'EY']","['R', 'W', 'EY']",1,CCV,3,"['R', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
15143,"['EY', 'R', 'W']","['EY', 'R', 'W']",-1,VCC,3,"['EY', 'R', 'W']",0,0,0,0,[]
15144,"['R', 'W', 'OW']","['R', 'W', 'OW']",1,CCV,3,"['R', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
15145,"['OW', 'R', 'W']","['OW', 'R', 'W']",-1,VCC,3,"['R', 'OW', 'W']",2,1,1,0,"[1, 2]"
15146,"['R', 'W', 'AE']","['R', 'W', 'AE']",1,CCV,3,"['R', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15147,"['AE', 'R', 'W']","['AE', 'R', 'W']",-1,VCC,3,"['AE', 'R', '<EOS>']",1,0,0,1,[3]
15148,"['R', 'W', 'AW']","['R', 'W', 'AW']",1,CCV,3,"['R', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
15149,"['AW', 'R', 'W']","['AW', 'R', 'W']",-1,VCC,3,"['AW', 'R', 'W']",0,0,0,0,[]
15150,"['R', 'Y', 'AH']","['R', 'Y', 'AH']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15151,"['AH', 'R', 'Y']","['AH', 'R', 'Y']",-1,VCC,3,"['R', 'AH', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15152,"['R', 'Y', 'OY']","['R', 'Y', 'OY']",1,CCV,3,"['R', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
15153,"['OY', 'R', 'Y']","['OY', 'R', 'Y']",-1,VCC,3,"['OY', 'R', '<EOS>']",1,0,0,1,[3]
15154,"['R', 'Y', 'AA']","['R', 'Y', 'AA']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15155,"['AA', 'R', 'Y']","['AA', 'R', 'Y']",-1,VCC,3,"['AA', 'R', '<EOS>']",1,0,0,1,[3]
15156,"['R', 'Y', 'AY']","['R', 'Y', 'AY']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15157,"['AY', 'R', 'Y']","['AY', 'R', 'Y']",-1,VCC,3,"['AY', 'R', '<EOS>']",1,0,0,1,[3]
15158,"['R', 'Y', 'ER']","['R', 'Y', 'ER']",1,CCV,3,"['R', 'Y', 'ER']",0,0,0,0,[]
15159,"['ER', 'R', 'Y']","['ER', 'R', 'Y']",-1,VCC,3,"['ER', 'R', '<EOS>']",1,0,0,1,[3]
15160,"['R', 'Y', 'AO']","['R', 'Y', 'AO']",1,CCV,3,"['R', 'Y', 'AO']",0,0,0,0,[]
15161,"['AO', 'R', 'Y']","['AO', 'R', 'Y']",-1,VCC,3,"['AO', 'R', '<EOS>']",1,0,0,1,[3]
15162,"['R', 'Y', 'UW']","['R', 'Y', 'UW']",1,CCV,3,"['R', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
15163,"['UW', 'R', 'Y']","['UW', 'R', 'Y']",-1,VCC,3,"['UW', 'R', '<EOS>']",1,0,0,1,[3]
15164,"['R', 'Y', 'IH']","['R', 'Y', 'IH']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15165,"['IH', 'R', 'Y']","['IH', 'R', 'Y']",-1,VCC,3,"['IH', 'R', '<EOS>']",1,0,0,1,[3]
15166,"['R', 'Y', 'EH']","['R', 'Y', 'EH']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15167,"['EH', 'R', 'Y']","['EH', 'R', 'Y']",-1,VCC,3,"['EH', 'R', '<EOS>']",1,0,0,1,[3]
15168,"['R', 'Y', 'UH']","['R', 'Y', 'UH']",1,CCV,3,"['R', 'Y', 'UH']",0,0,0,0,[]
15169,"['UH', 'R', 'Y']","['UH', 'R', 'Y']",-1,VCC,3,"['UH', 'R', '<EOS>']",1,0,0,1,[3]
15170,"['R', 'Y', 'IY']","['R', 'Y', 'IY']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15171,"['IY', 'R', 'Y']","['IY', 'R', 'Y']",-1,VCC,3,"['R', 'IY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15172,"['R', 'Y', 'EY']","['R', 'Y', 'EY']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15173,"['EY', 'R', 'Y']","['EY', 'R', 'Y']",-1,VCC,3,"['R', 'EY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15174,"['R', 'Y', 'OW']","['R', 'Y', 'OW']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15175,"['OW', 'R', 'Y']","['OW', 'R', 'Y']",-1,VCC,3,"['R', 'AH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15176,"['R', 'Y', 'AE']","['R', 'Y', 'AE']",1,CCV,3,"['R', 'Y', 'AE']",0,0,0,0,[]
15177,"['AE', 'R', 'Y']","['AE', 'R', 'Y']",-1,VCC,3,"['AE', 'R', '<EOS>']",1,0,0,1,[3]
15178,"['R', 'Y', 'AW']","['R', 'Y', 'AW']",1,CCV,3,"['R', 'Y', '<EOS>']",1,0,0,1,[3]
15179,"['AW', 'R', 'Y']","['AW', 'R', 'Y']",-1,VCC,3,"['AW', 'R', '<EOS>']",1,0,0,1,[3]
15180,"['W', 'P', 'AH']","['W', 'P', 'AH']",-5,CCV,3,"['P', 'AH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15181,"['AH', 'W', 'P']","['AH', 'W', 'P']",5,VCC,3,"['AH', 'P', '<EOS>']",2,0,0,2,"[2, 3]"
15182,"['W', 'P', 'OY']","['W', 'P', 'OY']",-5,CCV,3,"['P', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15183,"['OY', 'W', 'P']","['OY', 'W', 'P']",5,VCC,3,"['OY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
15184,"['W', 'P', 'AA']","['W', 'P', 'AA']",-5,CCV,3,"['P', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15185,"['AA', 'W', 'P']","['AA', 'W', 'P']",5,VCC,3,"['AA', 'NG', 'P']",1,0,0,1,[2]
15186,"['W', 'P', 'AY']","['W', 'P', 'AY']",-5,CCV,3,"['P', 'AY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15187,"['AY', 'W', 'P']","['AY', 'W', 'P']",5,VCC,3,"['AY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
15188,"['W', 'P', 'ER']","['W', 'P', 'ER']",-5,CCV,3,"['P', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15189,"['ER', 'W', 'P']","['ER', 'W', 'P']",5,VCC,3,"['ER', 'W', '<EOS>']",1,0,0,1,[3]
15190,"['W', 'P', 'AO']","['W', 'P', 'AO']",-5,CCV,3,"['P', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15191,"['AO', 'W', 'P']","['AO', 'W', 'P']",5,VCC,3,"['AO', 'NG', 'P']",1,0,0,1,[2]
15192,"['W', 'P', 'UW']","['W', 'P', 'UW']",-5,CCV,3,"['P', 'UW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15193,"['UW', 'W', 'P']","['UW', 'W', 'P']",5,VCC,3,"['UW', 'W', '<EOS>']",1,0,0,1,[3]
15194,"['W', 'P', 'IH']","['W', 'P', 'IH']",-5,CCV,3,"['P', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15195,"['IH', 'W', 'P']","['IH', 'W', 'P']",5,VCC,3,"['IH', 'P', '<EOS>']",2,0,0,2,"[2, 3]"
15196,"['W', 'P', 'EH']","['W', 'P', 'EH']",-5,CCV,3,"['P', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15197,"['EH', 'W', 'P']","['EH', 'W', 'P']",5,VCC,3,"['EH', 'TH', '<EOS>']",2,0,0,2,"[2, 3]"
15198,"['W', 'P', 'UH']","['W', 'P', 'UH']",-5,CCV,3,"['ZH', 'UH', '<EOS>']",3,0,0,3,"[1, 2, 3]"
15199,"['UH', 'W', 'P']","['UH', 'W', 'P']",5,VCC,3,"['UH', 'W', 'P']",0,0,0,0,[]
15200,"['W', 'P', 'IY']","['W', 'P', 'IY']",-5,CCV,3,"['P', 'IY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15201,"['IY', 'W', 'P']","['IY', 'W', 'P']",5,VCC,3,"['IY', 'W', 'P']",0,0,0,0,[]
15202,"['W', 'P', 'EY']","['W', 'P', 'EY']",-5,CCV,3,"['P', 'EY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15203,"['EY', 'W', 'P']","['EY', 'W', 'P']",5,VCC,3,"['EY', 'P', 'W']",2,1,1,0,"[2, 3]"
15204,"['W', 'P', 'OW']","['W', 'P', 'OW']",-5,CCV,3,"['P', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15205,"['OW', 'W', 'P']","['OW', 'W', 'P']",5,VCC,3,"['OW', 'P', 'W']",2,1,1,0,"[2, 3]"
15206,"['W', 'P', 'AE']","['W', 'P', 'AE']",-5,CCV,3,"['P', 'AE', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15207,"['AE', 'W', 'P']","['AE', 'W', 'P']",5,VCC,3,"['AE', 'NG', 'P']",1,0,0,1,[2]
15208,"['W', 'P', 'AW']","['W', 'P', 'AW']",-5,CCV,3,"['P', 'AW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15209,"['AW', 'W', 'P']","['AW', 'W', 'P']",5,VCC,3,"['AW', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
15210,"['W', 'T', 'AH']","['W', 'T', 'AH']",-5,CCV,3,"['T', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15211,"['AH', 'W', 'T']","['AH', 'W', 'T']",5,VCC,3,"['AH', 'W', 'T']",0,0,0,0,[]
15212,"['W', 'T', 'OY']","['W', 'T', 'OY']",-5,CCV,3,"['T', 'OY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15213,"['OY', 'W', 'T']","['OY', 'W', 'T']",5,VCC,3,"['OY', 'T', '<EOS>']",2,0,0,2,"[2, 3]"
15214,"['W', 'T', 'AA']","['W', 'T', 'AA']",-5,CCV,3,"['T', 'AA', '<EOS>']",2,1,1,0,"[1, 2, 3]"
15215,"['AA', 'W', 'T']","['AA', 'W', 'T']",5,VCC,3,"['AA', 'W', '<EOS>']",1,0,0,1,[3]
15216,"['W', 'T', 'AY']","['W', 'T', 'AY']",-5,CCV,3,"['T', 'W', '<EOS>']",3,1,1,1,"[1, 2, 3]"
15217,"['AY', 'W', 'T']","['AY', 'W', 'T']",5,VCC,3,"['AY', 'W', '<EOS>']",1,0,0,1,[3]
15218,"['W', 'T', 'ER']","['W', 'T', 'ER']",-5,CCV,3,"['W', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
15219,"['ER', 'W', 'T']","['ER', 'W', 'T']",5,VCC,3,"['ER', 'W', '<EOS>']",1,0,0,1,[3]
15220,"['W', 'T', 'AO']","['W', 'T', 'AO']",-5,CCV,3,"['T', 'AO', '<EOS>']",2,1,1,0,"[1, 2, 3]"
