,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
127,redwee,PSC,pseudo,short,complex,,5,,"['R', 'EH', 'D', 'W', 'IY']","['R', 'EH', 'D', 'W', 'IY']",,2,3,"['R', 'EH', 'D', 'W', 'IY']",0,0,0,0,[]
128,himby,PSC,pseudo,short,complex,,5,,"['HH', 'IH', 'M', 'B', 'IY']","['HH', 'IH', 'M', 'B', 'IY']",,2,3,"['HH', 'IH', 'M', 'B', 'IY']",0,0,0,0,[]
129,eurown,PSC,pseudo,short,complex,,5,,"['Y', 'UW', 'R', 'AW', 'N']","['Y', 'UW', 'R', 'AW', 'N']",,2,3,"['Y', 'UW', 'R', 'AW', 'N']",0,0,0,0,[]
130,mintai,PSC,pseudo,short,complex,,5,,"['M', 'IH', 'N', 'T', 'AY']","['M', 'IH', 'N', 'T', 'AY']",,2,3,"['M', 'IH', 'N', 'T', 'AY']",0,0,0,0,[]
131,pertat,PSC,pseudo,short,complex,,5,,"['P', 'ER', 'T', 'AH', 'T']","['P', 'ER', 'T', 'AH', 'T']",,2,3,"['P', 'ER', 'T', 'AH', 'T']",0,0,0,0,[]
132,perlic,PSC,pseudo,short,complex,,5,,"['P', 'ER', 'L', 'IH', 'K']","['P', 'ER', 'L', 'IH', 'K']",,2,3,"['P', 'ER', 'L', 'IH', 'K']",0,0,0,0,[]
133,cervided,PLC,pseudo,long,complex,,7,,"['S', 'ER', 'V', 'AY', 'D', 'AH', 'D']","['S', 'ER', 'V', 'AY', 'D', 'AH', 'D']",,3,4,"['S', 'ER', 'V', 'AY', 'D', 'AH', 'D']",0,0,0,0,[]
134,intipal,PLC,pseudo,long,complex,,7,,"['IH', 'N', 'T', 'IH', 'P', 'AH', 'L']","['IH', 'N', 'T', 'IH', 'P', 'AH', 'L']",,3,4,"['IH', 'N', 'T', 'IH', 'P', 'AH', 'L']",0,0,0,0,[]
135,pubsides,PLC,pseudo,long,complex,,7,,"['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']","['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']",,2,5,"['P', 'AH', 'B', 'S', 'AY', 'D', 'Z']",0,0,0,0,[]
136,desocio,PLC,pseudo,long,complex,,7,,"['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']","['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']",,4,3,"['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']",0,0,0,0,[]
137,buitines,PLC,pseudo,long,complex,,7,,"['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']","['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']",,2,5,"['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']",0,0,0,0,[]
138,editral,PLC,pseudo,long,complex,,7,,"['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']","['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']",,3,4,"['EH', 'D', 'AH', 'T', 'R', 'AH', 'L']",0,0,0,0,[]
139,publity,PLC,pseudo,long,complex,,7,,"['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']","['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']",,3,4,"['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']",0,0,0,0,[]
140,hargings,PLC,pseudo,long,complex,,7,,"['HH', 'AA', 'R', 'JH', 'IH', 'NG', 'Z']","['HH', 'AA', 'R', 'JH', 'IH', 'NG', 'Z']",,2,5,"['HH', 'AA', 'R', 'JH', 'IH', 'NG', 'Z']",0,0,0,0,[]
141,beanspore,PLC,pseudo,long,complex,,7,,"['B', 'IY', 'N', 'S', 'P', 'AO', 'R']","['B', 'IY', 'N', 'S', 'P', 'AO', 'R']",,2,5,"['B', 'IY', 'N', 'S', 'P', 'AO', 'R']",0,0,0,0,[]
142,brovelf,PLC,pseudo,long,complex,,7,,"['B', 'R', 'OW', 'V', 'EH', 'L', 'F']","['B', 'R', 'OW', 'V', 'EH', 'L', 'F']",,2,5,"['B', 'R', 'OW', 'V', 'EH', 'L', 'F']",0,0,0,0,[]
143,himilays,PLC,pseudo,long,complex,,7,,"['HH', 'IH', 'M', 'AH', 'L', 'EY', 'S']","['HH', 'IH', 'M', 'AH', 'L', 'EY', 'S']",,3,4,"['HH', 'IH', 'M', 'AH', 'L', 'EY', 'S']",0,0,0,0,[]
144,canuted,PLC,pseudo,long,complex,,7,,"['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']","['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']",,3,4,"['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']",0,0,0,0,[]
145,bampion,PLC,pseudo,long,complex,,7,,"['B', 'AE', 'M', 'P', 'IY', 'AH', 'N']","['B', 'AE', 'M', 'P', 'IY', 'AH', 'N']",,3,4,"['B', 'AE', 'M', 'P', 'IY', 'AH', 'N']",0,0,0,0,[]
146,tweecty,PLC,pseudo,long,complex,,7,,"['T', 'W', 'EH', 'T', 'S', 'K', 'IY']","['T', 'W', 'EH', 'T', 'S', 'K', 'IY']",,2,5,"['T', 'W', 'EH', 'T', 'S', 'K', 'IY']",0,0,0,0,[]
147,actitome,PLC,pseudo,long,complex,,7,,"['AE', 'K', 'T', 'IH', 'T', 'OW', 'M']","['AE', 'K', 'T', 'IH', 'T', 'OW', 'M']",,3,4,"['AE', 'K', 'T', 'IH', 'T', 'OW', 'M']",0,0,0,0,[]
148,festomine,PLC,pseudo,long,complex,,7,,"['F', 'EH', 'S', 'AH', 'M', 'AY', 'N']","['F', 'EH', 'S', 'AH', 'M', 'AY', 'N']",,3,4,"['F', 'EH', 'S', 'AH', 'M', 'AY', 'N']",0,0,0,0,[]
149,appedial,PLC,pseudo,long,complex,,7,,"['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']","['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']",,4,3,"['AH', 'P', 'IY', 'D', 'IY', 'AH', 'L']",0,0,0,0,[]
150,momocal,PLC,pseudo,long,complex,,7,,"['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']","['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']",,3,4,"['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']",0,0,0,0,[]
151,belenter,PLC,pseudo,long,complex,,7,,"['B', 'EH', 'L', 'AH', 'N', 'T', 'ER']","['B', 'EH', 'L', 'AH', 'N', 'T', 'ER']",,3,4,"['B', 'EH', 'L', 'AH', 'N', 'T', 'ER']",0,0,0,0,[]
152,univel,PLC,pseudo,long,complex,,7,,"['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']","['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']",,3,4,"['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']",0,0,0,0,[]
153,havices,PLC,pseudo,long,complex,,7,,"['HH', 'AE', 'V', 'AY', 'S', 'AH', 'Z']","['HH', 'AE', 'V', 'AY', 'S', 'AH', 'Z']",,3,4,"['HH', 'AE', 'V', 'AY', 'S', 'AH', 'Z']",0,0,0,0,[]
154,anybols,PLC,pseudo,long,complex,,7,,"['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']","['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']",,3,4,"['EH', 'N', 'IY', 'B', 'AO', 'L', 'Z']",0,0,0,0,[]
155,decamber,PLC,pseudo,long,complex,,7,,"['D', 'IH', 'K', 'AE', 'M', 'B', 'ER']","['D', 'IH', 'K', 'AE', 'M', 'B', 'ER']",,3,4,"['D', 'IH', 'K', 'AE', 'M', 'B', 'ER']",0,0,0,0,[]
156,pervicious,PLC,pseudo,long,complex,,7,,"['P', 'ER', 'V', 'IH', 'SH', 'AH', 'S']","['P', 'ER', 'V', 'IH', 'SH', 'AH', 'S']",,3,4,"['P', 'ER', 'V', 'IH', 'SH', 'AH', 'S']",0,0,0,0,[]
157,unledging,PLC,pseudo,long,complex,,7,,"['AH', 'N', 'L', 'EH', 'JH', 'IH', 'NG']","['AH', 'N', 'L', 'EH', 'JH', 'IH', 'NG']",,3,4,"['AH', 'N', 'L', 'EH', 'JH', 'IH', 'NG']",0,0,0,0,[]
158,attatings,PLC,pseudo,long,complex,,7,,"['AH', 'T', 'AE', 'T', 'IH', 'NG', 'Z']","['AH', 'T', 'AE', 'T', 'IH', 'NG', 'Z']",,3,4,"['AH', 'T', 'AE', 'T', 'IH', 'NG', 'Z']",0,0,0,0,[]
159,opartion,PLC,pseudo,long,complex,,7,,"['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']","['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']",,3,4,"['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']",0,0,0,0,[]
160,retabit,PLC,pseudo,long,complex,,7,,"['R', 'EH', 'T', 'AE', 'B', 'IH', 'T']","['R', 'EH', 'T', 'AE', 'B', 'IH', 'T']",,3,4,"['R', 'EH', 'T', 'AE', 'B', 'IH', 'T']",0,0,0,0,[]
161,concathy,PLC,pseudo,long,complex,,7,,"['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']","['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']",,3,4,"['K', 'AH', 'N', 'K', 'AA', 'TH', 'IY']",0,0,0,0,[]
162,foluted,PLC,pseudo,long,complex,,7,,"['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']","['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']",,3,4,"['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']",0,0,0,0,[]
163,uneasic,PLC,pseudo,long,complex,,7,,"['Y', 'UW', 'N', 'IY', 'Z', 'IH', 'K']","['Y', 'UW', 'N', 'IY', 'Z', 'IH', 'K']",,3,4,"['Y', 'UW', 'N', 'IY', 'Z', 'IH', 'K']",0,0,0,0,[]
164,recauses,PLC,pseudo,long,complex,,7,,"['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']","['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']",,3,4,"['R', 'IH', 'K', 'AO', 'Z', 'IH', 'Z']",0,0,0,0,[]
165,pretral,PLC,pseudo,long,complex,,7,,"['P', 'R', 'IY', 'T', 'R', 'AH', 'L']","['P', 'R', 'IY', 'T', 'R', 'AH', 'L']",,2,5,"['P', 'R', 'IY', 'T', 'R', 'AH', 'L']",0,0,0,0,[]
166,disreturb,PLC,pseudo,long,complex,,8,,"['D', 'IH', 'S', 'R', 'IH', 'T', 'ER', 'B']","['D', 'IH', 'S', 'R', 'IH', 'T', 'ER', 'B']",,3,5,"['D', 'IH', 'S', 'R', 'IH', 'T', 'ER', 'B']",0,0,0,0,[]
167,reolorize,PLC,pseudo,long,complex,,8,,"['R', 'IY', 'OW', 'L', 'ER', 'R', 'AY', 'Z']","['R', 'IY', 'OW', 'L', 'ER', 'R', 'AY', 'Z']",,4,4,"['R', 'IY', 'OW', 'L', 'ER', 'R', 'AY', 'Z']",0,0,0,0,[]
168,miscreeckt,PLC,pseudo,long,complex,,8,,"['M', 'IH', 'S', 'K', 'R', 'IY', 'K', 'T']","['M', 'IH', 'S', 'K', 'R', 'IY', 'K', 'T']",,2,6,"['M', 'IH', 'S', 'K', 'R', 'IY', 'K', 'T']",0,0,0,0,[]
169,truzable,PLC,pseudo,long,complex,,8,,"['T', 'R', 'UW', 'Z', 'AH', 'B', 'AH', 'L']","['T', 'R', 'UW', 'Z', 'AH', 'B', 'AH', 'L']",,3,5,"['T', 'R', 'UW', 'Z', 'AH', 'B', 'AH', 'L']",0,0,0,0,[]
170,unwisiter,PLC,pseudo,long,complex,,8,,"['AH', 'N', 'W', 'IH', 'Z', 'IH', 'T', 'ER']","['AH', 'N', 'W', 'IH', 'Z', 'IH', 'T', 'ER']",,4,4,"['AH', 'N', 'W', 'IH', 'Z', 'IH', 'T', 'ER']",0,0,0,0,[]
171,overility,PLC,pseudo,long,complex,,8,,"['OW', 'V', 'ER', 'IH', 'L', 'IH', 'T', 'IY']","['OW', 'V', 'ER', 'IH', 'L', 'IH', 'T', 'IY']",,5,3,"['OW', 'V', 'ER', 'IH', 'L', 'IH', 'T', 'IY']",0,0,0,0,[]
172,sumtible,PLC,pseudo,long,complex,,8,,"['S', 'AH', 'M', 'T', 'AH', 'B', 'AH', 'L']","['S', 'AH', 'M', 'T', 'AH', 'B', 'AH', 'L']",,3,5,"['S', 'AH', 'M', 'T', 'AH', 'B', 'AH', 'L']",0,0,0,0,[]
173,unmistade,PLC,pseudo,long,complex,,8,,"['AH', 'N', 'M', 'IH', 'S', 'T', 'AE', 'D']","['AH', 'N', 'M', 'IH', 'S', 'T', 'AE', 'D']",,3,5,"['AH', 'N', 'M', 'IH', 'S', 'T', 'AE', 'D']",0,0,0,0,[]
174,witifully,PLC,pseudo,long,complex,,8,,"['W', 'IH', 'T', 'IH', 'F', 'AH', 'L', 'IY']","['W', 'IH', 'T', 'IH', 'F', 'AH', 'L', 'IY']",,4,4,"['W', 'IH', 'T', 'IH', 'F', 'AH', 'L', 'IY']",0,0,0,0,[]
175,underlity,PLC,pseudo,long,complex,,8,,"['AH', 'N', 'D', 'ER', 'L', 'AE', 'T', 'IY']","['AH', 'N', 'D', 'ER', 'L', 'AE', 'T', 'IY']",,4,4,"['AH', 'N', 'D', 'ER', 'L', 'AE', 'T', 'IY']",0,0,0,0,[]
176,rederlity,PLC,pseudo,long,complex,,8,,"['R', 'EH', 'D', 'ER', 'L', 'AH', 'T', 'IY']","['R', 'EH', 'D', 'ER', 'L', 'AH', 'T', 'IY']",,4,4,"['R', 'EH', 'D', 'ER', 'L', 'AH', 'T', 'IY']",0,0,0,0,[]
177,sprictal,PLC,pseudo,long,complex,,8,,"['S', 'P', 'R', 'IH', 'K', 'T', 'AA', 'L']","['S', 'P', 'R', 'IH', 'K', 'T', 'AA', 'L']",,2,6,"['S', 'P', 'R', 'IH', 'K', 'T', 'AA', 'L']",0,0,0,0,[]
178,unifort,PLC,pseudo,long,complex,,8,,"['Y', 'UW', 'N', 'IH', 'F', 'AO', 'R', 'T']","['Y', 'UW', 'N', 'IH', 'F', 'AO', 'R', 'T']",,3,5,"['Y', 'UW', 'N', 'IH', 'F', 'AO', 'R', 'T']",0,0,0,0,[]
179,mistfully,PLC,pseudo,long,complex,,8,,"['M', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']","['M', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']",,3,5,"['M', 'IH', 'S', 'T', 'F', 'AH', 'L', 'IY']",0,0,0,0,[]
180,dydenist,PLC,pseudo,long,complex,,8,,"['D', 'AY', 'D', 'AH', 'N', 'IH', 'S', 'T']","['D', 'AY', 'D', 'AH', 'N', 'IH', 'S', 'T']",,3,5,"['D', 'AY', 'D', 'AH', 'N', 'IH', 'S', 'T']",0,0,0,0,[]
181,raversold,PLC,pseudo,long,complex,,8,,"['R', 'EY', 'V', 'ER', 'S', 'OW', 'L', 'D']","['R', 'EY', 'V', 'ER', 'S', 'OW', 'L', 'D']",,3,5,"['R', 'EY', 'V', 'ER', 'S', 'OW', 'L', 'D']",0,0,0,0,[]
182,undeflate,PLC,pseudo,long,complex,,8,,"['AH', 'N', 'D', 'AH', 'F', 'L', 'EY', 'T']","['AH', 'N', 'D', 'AH', 'F', 'L', 'EY', 'T']",,3,5,"['AH', 'N', 'D', 'AH', 'F', 'L', 'EY', 'T']",0,0,0,0,[]
183,discreeler,PLC,pseudo,long,complex,,8,,"['D', 'IH', 'S', 'K', 'R', 'IY', 'L', 'ER']","['D', 'IH', 'S', 'K', 'R', 'IY', 'L', 'ER']",,3,5,"['D', 'IH', 'S', 'K', 'R', 'IY', 'L', 'ER']",0,0,0,0,[]
184,pitlessly,PLC,pseudo,long,complex,,8,,"['P', 'IH', 'T', 'L', 'AH', 'S', 'L', 'IY']","['P', 'IH', 'T', 'L', 'AH', 'S', 'L', 'IY']",,3,5,"['P', 'IH', 'T', 'L', 'AH', 'S', 'L', 'IY']",0,0,0,0,[]
185,dishonal,PLC,pseudo,long,complex,,8,,"['D', 'IH', 'S', 'HH', 'AH', 'N', 'AH', 'L']","['D', 'IH', 'S', 'HH', 'AH', 'N', 'AH', 'L']",,3,5,"['D', 'IH', 'S', 'HH', 'AH', 'N', 'AH', 'L']",0,0,0,0,[]
186,skringel,PLC,pseudo,long,complex,,8,,"['S', 'K', 'R', 'IH', 'N', 'G', 'AH', 'L']","['S', 'K', 'R', 'IH', 'N', 'G', 'AH', 'L']",,2,6,"['S', 'K', 'R', 'IH', 'N', 'G', 'AH', 'L']",0,0,0,0,[]
187,reinstake,PLC,pseudo,long,complex,,8,,"['R', 'IY', 'IH', 'N', 'S', 'T', 'EY', 'K']","['R', 'IY', 'IH', 'N', 'S', 'T', 'EY', 'K']",,3,5,"['R', 'IY', 'IH', 'N', 'S', 'T', 'EY', 'K']",0,0,0,0,[]
188,sprindly,PLC,pseudo,long,complex,,8,,"['S', 'P', 'R', 'IH', 'N', 'D', 'L', 'IY']","['S', 'P', 'R', 'IH', 'N', 'D', 'L', 'IY']",,2,6,"['S', 'P', 'R', 'IH', 'N', 'D', 'L', 'IY']",0,0,0,0,[]
189,reperpast,PLC,pseudo,long,complex,,8,,"['R', 'EH', 'P', 'ER', 'P', 'AH', 'S', 'T']","['R', 'EH', 'P', 'ER', 'P', 'AH', 'S', 'T']",,3,5,"['R', 'EH', 'P', 'ER', 'P', 'AH', 'S', 'T']",0,0,0,0,[]
190,vulgarist,PLC,pseudo,long,complex,,8,,"['V', 'AH', 'L', 'G', 'ER', 'IH', 'S', 'T']","['V', 'AH', 'L', 'G', 'ER', 'IH', 'S', 'T']",,3,5,"['V', 'AH', 'L', 'G', 'ER', 'IH', 'S', 'T']",0,0,0,0,[]
191,remistate,PLC,pseudo,long,complex,,8,,"['R', 'EH', 'M', 'AH', 'S', 'T', 'EY', 'T']","['R', 'EH', 'M', 'AH', 'S', 'T', 'EY', 'T']",,3,5,"['R', 'EH', 'M', 'AH', 'S', 'T', 'EY', 'T']",0,0,0,0,[]
192,bewistic,PLC,pseudo,long,complex,,8,,"['B', 'IY', 'W', 'IH', 'S', 'T', 'IH', 'K']","['B', 'IY', 'W', 'IH', 'S', 'T', 'IH', 'K']",,3,5,"['B', 'IY', 'W', 'IH', 'S', 'T', 'IH', 'K']",0,0,0,0,[]
193,deodorist,PLC,pseudo,long,complex,,8,,"['D', 'IY', 'OW', 'D', 'ER', 'IH', 'S', 'T']","['D', 'IY', 'OW', 'D', 'ER', 'IH', 'S', 'T']",,4,4,"['D', 'IY', 'OW', 'D', 'ER', 'IH', 'S', 'T']",0,0,0,0,[]
194,strimply,PLC,pseudo,long,complex,,8,,"['S', 'T', 'R', 'IH', 'M', 'P', 'L', 'IY']","['S', 'T', 'R', 'IH', 'M', 'P', 'L', 'IY']",,2,6,"['S', 'T', 'R', 'IH', 'M', 'P', 'L', 'IY']",0,0,0,0,[]
195,womangle,PLC,pseudo,long,complex,,8,,"['W', 'UH', 'M', 'AH', 'N', 'G', 'AH', 'L']","['W', 'UH', 'M', 'AH', 'N', 'G', 'AH', 'L']",,3,5,"['W', 'UH', 'M', 'AH', 'N', 'G', 'AH', 'L']",0,0,0,0,[]
196,redefully,PLC,pseudo,long,complex,,8,,"['R', 'EH', 'D', 'AH', 'F', 'AH', 'L', 'IY']","['R', 'EH', 'D', 'AH', 'F', 'AH', 'L', 'IY']",,4,4,"['R', 'EH', 'D', 'AH', 'F', 'AH', 'L', 'IY']",0,0,0,0,[]
197,sterreact,PLC,pseudo,long,complex,,8,,"['S', 'T', 'EH', 'R', 'IY', 'AE', 'K', 'T']","['S', 'T', 'EH', 'R', 'IY', 'AE', 'K', 'T']",,3,5,"['S', 'T', 'EH', 'R', 'IY', 'AE', 'K', 'T']",0,0,0,0,[]
198,gormalone,PLC,pseudo,long,complex,,8,,"['G', 'AO', 'R', 'M', 'AH', 'L', 'OW', 'N']","['G', 'AO', 'R', 'M', 'AH', 'L', 'OW', 'N']",,3,5,"['G', 'AO', 'R', 'M', 'AH', 'L', 'OW', 'N']",0,0,0,0,[]
199,steriline,PLC,pseudo,long,complex,,8,,"['S', 'T', 'EH', 'R', 'AH', 'L', 'IY', 'N']","['S', 'T', 'EH', 'R', 'AH', 'L', 'IY', 'N']",,3,5,"['S', 'T', 'EH', 'R', 'AH', 'L', 'IY', 'N']",0,0,0,0,[]
200,episident,PLC,pseudo,long,complex,,9,,"['EH', 'P', 'IH', 'S', 'IH', 'D', 'EH', 'N', 'T']","['EH', 'P', 'IH', 'S', 'IH', 'D', 'EH', 'N', 'T']",,4,5,"['EH', 'P', 'IH', 'S', 'IH', 'D', 'EH', 'N', 'T']",0,0,0,0,[]
201,deodorism,PLC,pseudo,long,complex,,9,,"['D', 'IY', 'AH', 'D', 'R', 'IH', 'Z', 'AH', 'M']","['D', 'IY', 'AH', 'D', 'R', 'IH', 'Z', 'AH', 'M']",,4,5,"['D', 'IY', 'AH', 'D', 'R', 'IH', 'Z', 'AH', 'M']",0,0,0,0,[]
202,awarliant,PLC,pseudo,long,complex,,9,,"['AH', 'W', 'AO', 'R', 'L', 'IY', 'AE', 'N', 'T']","['AH', 'W', 'AO', 'R', 'L', 'IY', 'AE', 'N', 'T']",,4,5,"['AH', 'W', 'AO', 'R', 'L', 'AE', 'N', 'IY', 'T']",2,1,1,0,"[6, 7, 8]"
203,poildration,PLC,pseudo,long,complex,,9,,"['P', 'OY', 'L', 'D', 'R', 'EY', 'SH', 'AH', 'N']","['P', 'OY', 'L', 'D', 'R', 'EY', 'SH', 'AH', 'N']",,3,6,"['P', 'OY', 'L', 'D', 'R', 'EY', 'SH', 'AH', 'N']",0,0,0,0,[]
204,wontifics,PLC,pseudo,long,complex,,9,,"['W', 'AH', 'N', 'T', 'IH', 'F', 'IH', 'K', 'S']","['W', 'AH', 'N', 'T', 'IH', 'F', 'IH', 'K', 'S']",,3,6,"['W', 'AH', 'N', 'T', 'IH', 'F', 'IH', 'K', 'S']",0,0,0,0,[]
205,advelatine,PLC,pseudo,long,complex,,9,,"['AE', 'D', 'V', 'EH', 'L', 'AH', 'T', 'IY', 'N']","['AE', 'D', 'V', 'EH', 'L', 'AH', 'T', 'IY', 'N']",,4,5,"['AE', 'D', 'V', 'EH', 'L', 'AH', 'T', 'IY', 'N']",0,0,0,0,[]
206,traplable,PLC,pseudo,long,complex,,9,,"['T', 'R', 'AE', 'P', 'L', 'AH', 'B', 'AH', 'L']","['T', 'R', 'AE', 'P', 'L', 'AH', 'B', 'AH', 'L']",,3,6,"['T', 'R', 'AE', 'P', 'L', 'AH', 'B', 'AH', 'L']",0,0,0,0,[]
207,aladquary,PLC,pseudo,long,complex,,9,,"['AE', 'L', 'AH', 'D', 'K', 'W', 'AO', 'R', 'EY']","['AE', 'L', 'AH', 'D', 'K', 'W', 'AO', 'R', 'EY']",,4,5,"['AE', 'L', 'AH', 'N', 'D', 'K', 'AO', 'R', 'W']",3,1,1,1,"[4, 5, 6, 9]"
208,nomparated,PLC,pseudo,long,complex,,9,,"['N', 'AA', 'M', 'P', 'ER', 'EY', 'T', 'IH', 'D']","['N', 'AA', 'M', 'P', 'ER', 'EY', 'T', 'IH', 'D']",,4,5,"['N', 'AA', 'M', 'P', 'ER', 'EY', 'T', 'IH', 'D']",0,0,0,0,[]
209,reodeness,PLC,pseudo,long,complex,,9,,"['R', 'IY', 'AH', 'D', 'IY', 'N', 'S', 'AH', 'Z']","['R', 'IY', 'AH', 'D', 'IY', 'N', 'S', 'AH', 'Z']",,4,5,"['R', 'IY', 'AH', 'D', 'IY', 'N', 'S', 'AH', 'Z']",0,0,0,0,[]
210,tradinties,PLC,pseudo,long,complex,,9,,"['T', 'R', 'AE', 'D', 'AH', 'N', 'T', 'IY', 'Z']","['T', 'R', 'AE', 'D', 'AH', 'N', 'T', 'IY', 'Z']",,3,6,"['T', 'R', 'AE', 'D', 'AH', 'N', 'T', 'IY', 'Z']",0,0,0,0,[]
211,ownestrand,PLC,pseudo,long,complex,,9,,"['OW', 'N', 'AH', 'S', 'T', 'R', 'AE', 'N', 'D']","['OW', 'N', 'AH', 'S', 'T', 'R', 'AE', 'N', 'D']",,3,6,"['AE', 'N', 'AH', 'S', 'T', 'R', 'AE', 'N', 'D']",1,0,0,1,[1]
212,coliciely,PLC,pseudo,long,complex,,9,,"['K', 'AH', 'L', 'IH', 'S', 'IY', 'AH', 'L', 'IY']","['K', 'AH', 'L', 'IH', 'S', 'IY', 'AH', 'L', 'IY']",,5,4,"['K', 'AH', 'L', 'IH', 'S', 'IY', 'AH', 'L', 'IY']",0,0,0,0,[]
213,exclural,PLC,pseudo,long,complex,,9,,"['EH', 'K', 'S', 'K', 'L', 'UH', 'R', 'AA', 'L']","['EH', 'K', 'S', 'K', 'L', 'UH', 'R', 'AA', 'L']",,3,6,"['EH', 'K', 'S', 'K', 'L', 'UH', 'R', 'L', '<EOS>']",2,0,0,2,"[8, 9]"
214,misembody,PLC,pseudo,long,complex,,9,,"['M', 'IH', 'S', 'AH', 'M', 'B', 'EY', 'D', 'IY']","['M', 'IH', 'S', 'AH', 'M', 'B', 'EY', 'D', 'IY']",,4,5,"['M', 'IH', 'S', 'AH', 'M', 'B', 'EY', 'D', 'IY']",0,0,0,0,[]
215,reodenest,PLC,pseudo,long,complex,,9,,"['R', 'IY', 'OW', 'D', 'EH', 'N', 'AH', 'S', 'T']","['R', 'IY', 'OW', 'D', 'EH', 'N', 'AH', 'S', 'T']",,4,5,"['R', 'IY', 'OW', 'D', 'EH', 'N', 'AH', 'S', 'T']",0,0,0,0,[]
216,havivited,PLC,pseudo,long,complex,,9,,"['HH', 'AE', 'V', 'AH', 'V', 'EY', 'T', 'IH', 'D']","['HH', 'AE', 'V', 'AH', 'V', 'EY', 'T', 'IH', 'D']",,4,5,"['HH', 'AE', 'V', 'AH', 'V', 'EY', 'T', 'IH', 'D']",0,0,0,0,[]
217,tensenest,PLC,pseudo,long,complex,,9,,"['T', 'EH', 'N', 'S', 'AH', 'N', 'AH', 'S', 'T']","['T', 'EH', 'N', 'S', 'AH', 'N', 'AH', 'S', 'T']",,3,6,"['T', 'EH', 'N', 'S', 'AH', 'N', 'AH', 'S', 'T']",0,0,0,0,[]
218,entiquary,PLC,pseudo,long,complex,,9,,"['EH', 'N', 'T', 'IH', 'K', 'W', 'AA', 'R', 'IY']","['EH', 'N', 'T', 'IH', 'K', 'W', 'AA', 'R', 'IY']",,4,5,"['EH', 'N', 'T', 'IH', 'K', 'W', 'AA', 'R', 'IY']",0,0,0,0,[]
219,vesernated,PLC,pseudo,long,complex,,9,,"['V', 'EH', 'S', 'ER', 'N', 'EY', 'T', 'IH', 'D']","['V', 'EH', 'S', 'ER', 'N', 'EY', 'T', 'IH', 'D']",,4,5,"['V', 'EH', 'S', 'ER', 'N', 'EY', 'T', 'IH', 'D']",0,0,0,0,[]
220,uniforist,PLC,pseudo,long,complex,,9,,"['Y', 'UW', 'N', 'AH', 'F', 'AO', 'R', 'S', 'T']","['Y', 'UW', 'N', 'AH', 'F', 'AO', 'R', 'S', 'T']",,3,6,"['Y', 'UW', 'N', 'AH', 'F', 'AO', 'R', 'S', 'T']",0,0,0,0,[]
221,winyufact,PLC,pseudo,long,complex,,9,,"['W', 'IH', 'N', 'Y', 'UW', 'F', 'AE', 'K', 'T']","['W', 'IH', 'N', 'Y', 'UW', 'F', 'AE', 'K', 'T']",,3,6,"['W', 'IH', 'N', 'Y', 'UW', 'F', 'AE', 'K', 'T']",0,0,0,0,[]
