,No_Stress,Sonority,Type,Prediction
3706,"['OY', 'Z', 'N']",-2,VCC,"['OY', 'Z', 'N']"
3707,"['AA', 'Z', 'N']",-2,VCC,"['Z', 'AA', 'N']"
3708,"['AY', 'Z', 'N']",-2,VCC,"['AY', 'Z', 'L']"
3709,"['ER', 'Z', 'N']",-2,VCC,"['ER', 'Z', 'N']"
3710,"['AO', 'Z', 'N']",-2,VCC,"['AO', 'Z', 'N']"
3711,"['UW', 'Z', 'N']",-2,VCC,"['UW', 'Z', 'N']"
3712,"['IH', 'Z', 'N']",-2,VCC,"['IH', 'Z', 'N']"
3713,"['EH', 'Z', 'N']",-2,VCC,"['EH', 'Z', 'N']"
3714,"['UH', 'Z', 'N']",-2,VCC,"['Z', 'UH', 'N']"
3715,"['IY', 'Z', 'N']",-2,VCC,"['IY', 'Z', 'N']"
3716,"['EY', 'Z', 'N']",-2,VCC,"['EY', 'Z', 'N']"
3717,"['OW', 'Z', 'N']",-2,VCC,"['OW', 'Z', 'N']"
3718,"['AE', 'Z', 'N']",-2,VCC,"['AE', 'Z', 'N']"
3719,"['AW', 'Z', 'N']",-2,VCC,"['AW', 'Z', 'N']"
3720,"['AH', 'Z', 'NG']",-2,VCC,"['IH', 'Z', '<EOS>']"
3721,"['OY', 'Z', 'NG']",-2,VCC,"['OY', 'NG', 'Z']"
3722,"['AA', 'Z', 'NG']",-2,VCC,"['AA', 'NG', 'Z']"
3723,"['AY', 'Z', 'NG']",-2,VCC,"['AY', 'NG', 'Z']"
3724,"['ER', 'Z', 'NG']",-2,VCC,"['ER', 'NG', 'Z']"
3725,"['AO', 'Z', 'NG']",-2,VCC,"['AO', 'NG', 'Z']"
3726,"['UW', 'Z', 'NG']",-2,VCC,"['UW', 'Z', '<EOS>']"
3727,"['IH', 'Z', 'NG']",-2,VCC,"['IH', 'NG', 'Z']"
3728,"['EH', 'Z', 'NG']",-2,VCC,"['EH', 'NG', 'Z']"
3729,"['UH', 'Z', 'NG']",-2,VCC,"['UH', 'NG', 'NG']"
3730,"['IY', 'Z', 'NG']",-2,VCC,"['IY', 'Z', 'NG']"
3731,"['EY', 'Z', 'NG']",-2,VCC,"['EY', 'NG', 'Z']"
3732,"['OW', 'Z', 'NG']",-2,VCC,"['OW', 'NG', 'Z']"
3733,"['AE', 'Z', 'NG']",-2,VCC,"['AE', 'NG', 'Z']"
3734,"['AW', 'Z', 'NG']",-2,VCC,"['AW', 'Z', '<EOS>']"
3735,"['AH', 'Z', 'L']",-3,VCC,"['AH', 'Z', 'L']"
3736,"['OY', 'Z', 'L']",-3,VCC,"['OY', 'Z', 'L']"
3737,"['AA', 'Z', 'L']",-3,VCC,"['AA', 'Z', 'L']"
3738,"['AY', 'Z', 'L']",-3,VCC,"['AY', 'Z', 'L']"
3739,"['ER', 'Z', 'L']",-3,VCC,"['ER', 'Z', 'L']"
3740,"['AO', 'Z', 'L']",-3,VCC,"['AO', 'Z', 'L']"
3741,"['UW', 'Z', 'L']",-3,VCC,"['UW', 'Z', 'L']"
3742,"['IH', 'Z', 'L']",-3,VCC,"['IH', 'Z', 'L']"
3743,"['EH', 'Z', 'L']",-3,VCC,"['EH', 'Z', 'L']"
3744,"['UH', 'Z', 'L']",-3,VCC,"['IH', 'Z', 'L']"
3745,"['IY', 'Z', 'L']",-3,VCC,"['IY', 'Z', 'L']"
3746,"['EY', 'Z', 'L']",-3,VCC,"['EY', 'Z', 'L']"
3747,"['OW', 'Z', 'L']",-3,VCC,"['OW', 'Z', 'L']"
3748,"['AE', 'Z', 'L']",-3,VCC,"['AE', 'Z', 'L']"
3749,"['AW', 'Z', 'L']",-3,VCC,"['AW', 'Z', 'L']"
3750,"['AH', 'Z', 'R']",-3,VCC,"['AH', 'Z', 'R']"
3751,"['OY', 'Z', 'R']",-3,VCC,"['OY', 'Z', 'R']"
3752,"['AA', 'Z', 'R']",-3,VCC,"['AA', 'R', 'P']"
3753,"['AY', 'Z', 'R']",-3,VCC,"['AY', 'Z', 'R']"
3754,"['ER', 'Z', 'R']",-3,VCC,"['ER', 'Z', 'R']"
3755,"['AO', 'Z', 'R']",-3,VCC,"['AO', 'R', 'Z']"
3756,"['UW', 'Z', 'R']",-3,VCC,"['UW', 'Z', 'R']"
3757,"['IH', 'Z', 'R']",-3,VCC,"['IH', 'Z', 'R']"
3758,"['EH', 'Z', 'R']",-3,VCC,"['EH', 'R', 'Z']"
3759,"['UH', 'Z', 'R']",-3,VCC,"['UH', 'R', 'Z']"
3760,"['IY', 'Z', 'R']",-3,VCC,"['IY', 'Z', 'R']"
3761,"['EY', 'Z', 'R']",-3,VCC,"['EY', 'Z', 'R']"
3762,"['OW', 'Z', 'R']",-3,VCC,"['OW', 'Z', 'R']"
3763,"['AE', 'Z', 'R']",-3,VCC,"['AE', 'Z', 'R']"
3764,"['AW', 'Z', 'R']",-3,VCC,"['AW', 'Z', 'R']"
3765,"['AH', 'Z', 'W']",-4,VCC,"['AH', 'Z', 'W']"
3766,"['OY', 'Z', 'W']",-4,VCC,"['OY', 'Z', 'W']"
3767,"['AA', 'Z', 'W']",-4,VCC,"['AA', 'Z', 'W']"
3768,"['AY', 'Z', 'W']",-4,VCC,"['AY', 'Z', 'W']"
3769,"['ER', 'Z', 'W']",-4,VCC,"['ER', 'Z', 'W']"
3770,"['AO', 'Z', 'W']",-4,VCC,"['AO', 'Z', 'W']"
3771,"['UW', 'Z', 'W']",-4,VCC,"['Z', 'UW', 'W']"
3772,"['IH', 'Z', 'W']",-4,VCC,"['IH', 'Z', 'W']"
3773,"['EH', 'Z', 'W']",-4,VCC,"['EH', 'Z', 'W']"
3774,"['UH', 'Z', 'W']",-4,VCC,"['UH', 'W', 'Z']"
3775,"['IY', 'Z', 'W']",-4,VCC,"['IY', 'Z', 'W']"
3776,"['EY', 'Z', 'W']",-4,VCC,"['EY', 'Z', 'W']"
3777,"['OW', 'Z', 'W']",-4,VCC,"['OW', 'Z', 'W']"
3778,"['AE', 'Z', 'W']",-4,VCC,"['AE', 'Z', 'W']"
3779,"['AW', 'Z', 'W']",-4,VCC,"['AW', 'Z', 'W']"
3780,"['AH', 'Z', 'Y']",-4,VCC,"['IH', 'Z', 'AH']"
3781,"['OY', 'Z', 'Y']",-4,VCC,"['OY', 'Z', 'Y']"
3782,"['AA', 'Z', 'Y']",-4,VCC,"['AA', 'Z', 'Y']"
3783,"['AY', 'Z', 'Y']",-4,VCC,"['AY', 'Z', 'Y']"
3784,"['ER', 'Z', 'Y']",-4,VCC,"['ER', 'Z', 'Y']"
3785,"['AO', 'Z', 'Y']",-4,VCC,"['AO', 'Z', 'Y']"
3786,"['UW', 'Z', 'Y']",-4,VCC,"['UW', 'Z', 'Y']"
3787,"['IH', 'Z', 'Y']",-4,VCC,"['IH', 'Z', 'Y']"
3788,"['EH', 'Z', 'Y']",-4,VCC,"['EH', 'Z', 'Y']"
3789,"['UH', 'Z', 'Y']",-4,VCC,"['UH', 'P', 'Y']"
3790,"['IY', 'Z', 'Y']",-4,VCC,"['IY', 'Z', 'Y']"
3791,"['EY', 'Z', 'Y']",-4,VCC,"['EY', 'Z', 'Y']"
3792,"['OW', 'Z', 'Y']",-4,VCC,"['OW', 'Z', 'Y']"
3793,"['AE', 'Z', 'Y']",-4,VCC,"['AE', 'Z', 'Y']"
3794,"['AW', 'Z', 'Y']",-4,VCC,"['AW', 'Z', 'Y']"
3795,"['AH', 'ZH', 'P']",1,VCC,"['AH', 'ZH', 'P']"
3796,"['OY', 'ZH', 'P']",1,VCC,"['OY', 'ZH', 'P']"
3797,"['AA', 'ZH', 'P']",1,VCC,"['AA', 'ZH', 'P']"
3798,"['AY', 'ZH', 'P']",1,VCC,"['AY', 'ZH', 'P']"
3799,"['ER', 'ZH', 'P']",1,VCC,"['ER', 'ZH', 'P']"
3800,"['AO', 'ZH', 'P']",1,VCC,"['AO', 'ZH', 'P']"
3801,"['UW', 'ZH', 'P']",1,VCC,"['AY', 'AE', 'P']"
3802,"['IH', 'ZH', 'P']",1,VCC,"['IH', 'ZH', 'P']"
3803,"['EH', 'ZH', 'P']",1,VCC,"['EH', 'ZH', 'P']"
3804,"['UH', 'ZH', 'P']",1,VCC,"['UH', 'ZH', 'P']"
3805,"['IY', 'ZH', 'P']",1,VCC,"['IY', 'ZH', 'P']"
3806,"['EY', 'ZH', 'P']",1,VCC,"['EY', 'ZH', 'P']"
3807,"['OW', 'ZH', 'P']",1,VCC,"['OW', 'ZH', 'P']"
3808,"['AE', 'ZH', 'P']",1,VCC,"['AE', 'ZH', 'P']"
3809,"['AW', 'ZH', 'P']",1,VCC,"['AW', 'ZH', 'P']"
3810,"['AH', 'ZH', 'T']",1,VCC,"['AH', 'ZH', 'T']"
3811,"['OY', 'ZH', 'T']",1,VCC,"['OY', 'ZH', 'T']"
3812,"['AA', 'ZH', 'T']",1,VCC,"['AA', 'ZH', 'T']"
3813,"['AY', 'ZH', 'T']",1,VCC,"['AY', 'ZH', 'T']"
3814,"['ER', 'ZH', 'T']",1,VCC,"['ER', 'ZH', 'ER']"
3815,"['AO', 'ZH', 'T']",1,VCC,"['AO', 'ZH', 'T']"
3816,"['UW', 'ZH', 'T']",1,VCC,"['UW', 'ZH', 'T']"
3817,"['IH', 'ZH', 'T']",1,VCC,"['IH', 'ZH', 'P']"
3818,"['EH', 'ZH', 'T']",1,VCC,"['EH', 'ZH', 'T']"
3819,"['UH', 'ZH', 'T']",1,VCC,"['ZH', 'UH', 'T']"
3820,"['IY', 'ZH', 'T']",1,VCC,"['IY', 'ZH', 'ZH']"
3821,"['EY', 'ZH', 'T']",1,VCC,"['EY', 'ZH', 'T']"
3822,"['OW', 'ZH', 'T']",1,VCC,"['OW', 'ZH', 'ER']"
3823,"['AE', 'ZH', 'T']",1,VCC,"['AE', 'ZH', 'T']"
3824,"['AW', 'ZH', 'T']",1,VCC,"['AW', 'ZH', 'T']"
3825,"['AH', 'ZH', 'K']",1,VCC,"['AH', 'ZH', 'K']"
3826,"['OY', 'ZH', 'K']",1,VCC,"['OY', 'ZH', 'K']"
3827,"['AA', 'ZH', 'K']",1,VCC,"['AA', 'ZH', 'K']"
3828,"['AY', 'ZH', 'K']",1,VCC,"['AY', 'ZH', 'K']"
3829,"['ER', 'ZH', 'K']",1,VCC,"['ER', 'ZH', 'K']"
3830,"['AO', 'ZH', 'K']",1,VCC,"['AO', 'ZH', 'K']"
3831,"['UW', 'ZH', 'K']",1,VCC,"['UW', 'ZH', 'K']"
3832,"['IH', 'ZH', 'K']",1,VCC,"['IH', 'ZH', 'K']"
3833,"['EH', 'ZH', 'K']",1,VCC,"['EH', 'ZH', 'K']"
3834,"['UH', 'ZH', 'K']",1,VCC,"['UH', 'ZH', 'K']"
3835,"['IY', 'ZH', 'K']",1,VCC,"['IY', 'ZH', 'K']"
3836,"['EY', 'ZH', 'K']",1,VCC,"['EY', 'ZH', 'K']"
3837,"['OW', 'ZH', 'K']",1,VCC,"['OW', 'ZH', 'K']"
3838,"['AE', 'ZH', 'K']",1,VCC,"['AE', 'ZH', 'K']"
3839,"['AW', 'ZH', 'K']",1,VCC,"['AW', 'ZH', 'K']"
3840,"['AH', 'ZH', 'B']",1,VCC,"['AH', 'ZH', 'B']"
3841,"['OY', 'ZH', 'B']",1,VCC,"['OY', 'ZH', 'B']"
3842,"['AA', 'ZH', 'B']",1,VCC,"['AA', 'ZH', 'B']"
3843,"['AY', 'ZH', 'B']",1,VCC,"['AY', 'ZH', 'B']"
3844,"['ER', 'ZH', 'B']",1,VCC,"['ER', 'ZH', 'B']"
3845,"['AO', 'ZH', 'B']",1,VCC,"['AE', 'B', 'M']"
3846,"['UW', 'ZH', 'B']",1,VCC,"['UW', 'ZH', 'B']"
3847,"['IH', 'ZH', 'B']",1,VCC,"['IH', 'ZH', 'B']"
3848,"['EH', 'ZH', 'B']",1,VCC,"['EH', 'ZH', 'B']"
3849,"['UH', 'ZH', 'B']",1,VCC,"['UH', 'ZH', 'B']"
3850,"['IY', 'ZH', 'B']",1,VCC,"['IY', 'ZH', 'B']"
3851,"['EY', 'ZH', 'B']",1,VCC,"['EY', 'ZH', 'B']"
3852,"['OW', 'ZH', 'B']",1,VCC,"['OW', 'ZH', 'B']"
3853,"['AE', 'ZH', 'B']",1,VCC,"['AE', 'ZH', 'B']"
3854,"['AW', 'ZH', 'B']",1,VCC,"['AW', 'ZH', 'B']"
3855,"['AH', 'ZH', 'D']",1,VCC,"['AH', 'ZH', 'D']"
3856,"['OY', 'ZH', 'D']",1,VCC,"['OY', 'ZH', 'L']"
3857,"['AA', 'ZH', 'D']",1,VCC,"['AA', 'ZH', 'D']"
3858,"['AY', 'ZH', 'D']",1,VCC,"['AY', 'ZH', 'D']"
3859,"['ER', 'ZH', 'D']",1,VCC,"['ER', 'ZH', 'D']"
3860,"['AO', 'ZH', 'D']",1,VCC,"['AO', 'ZH', 'D']"
3861,"['UW', 'ZH', 'D']",1,VCC,"['UW', 'ZH', 'D']"
3862,"['IH', 'ZH', 'D']",1,VCC,"['IH', 'ZH', 'D']"
3863,"['EH', 'ZH', 'D']",1,VCC,"['EH', 'ZH', 'D']"
3864,"['UH', 'ZH', 'D']",1,VCC,"['UH', 'ZH', 'D']"
3865,"['IY', 'ZH', 'D']",1,VCC,"['IY', 'ZH', 'D']"
3866,"['EY', 'ZH', 'D']",1,VCC,"['EY', 'ZH', 'D']"
3867,"['OW', 'ZH', 'D']",1,VCC,"['OW', 'ZH', 'D']"
3868,"['AE', 'ZH', 'D']",1,VCC,"['AE', 'ZH', 'L']"
3869,"['AW', 'ZH', 'D']",1,VCC,"['AW', 'ZH', 'D']"
3870,"['AH', 'ZH', 'G']",1,VCC,"['AH', 'G', 'ZH']"
3871,"['OY', 'ZH', 'G']",1,VCC,"['OY', 'N', 'G']"
3872,"['AA', 'ZH', 'G']",1,VCC,"['AA', 'G', 'ZH']"
3873,"['AY', 'ZH', 'G']",1,VCC,"['AY', 'G', '<EOS>']"
3874,"['ER', 'ZH', 'G']",1,VCC,"['ER', 'G', 'ZH']"
3875,"['AO', 'ZH', 'G']",1,VCC,"['AO', 'G', 'ZH']"
3876,"['UW', 'ZH', 'G']",1,VCC,"['AE', 'M', 'ZH']"
3877,"['IH', 'ZH', 'G']",1,VCC,"['IH', 'G', 'ZH']"
3878,"['EH', 'ZH', 'G']",1,VCC,"['EH', 'G', 'ZH']"
3879,"['UH', 'ZH', 'G']",1,VCC,"['UH', 'G', 'ZH']"
3880,"['IY', 'ZH', 'G']",1,VCC,"['AY', 'D', 'G']"
3881,"['EY', 'ZH', 'G']",1,VCC,"['EY', 'G', 'L']"
3882,"['OW', 'ZH', 'G']",1,VCC,"['OW', 'ZH', 'G']"
3883,"['AE', 'ZH', 'G']",1,VCC,"['AE', 'ZH', 'G']"
3884,"['AW', 'ZH', 'G']",1,VCC,"['AW', 'G', 'ZH']"
3885,"['AH', 'ZH', 'F']",0,VCC,"['AH', 'F', 'ZH']"
3886,"['OY', 'ZH', 'F']",0,VCC,"['OY', 'ZH', 'F']"
3887,"['AA', 'ZH', 'F']",0,VCC,"['AA', 'ZH', 'F']"
3888,"['AY', 'ZH', 'F']",0,VCC,"['AY', 'F', 'ZH']"
3889,"['ER', 'ZH', 'F']",0,VCC,"['ER', 'ZH', 'F']"
3890,"['AO', 'ZH', 'F']",0,VCC,"['AO', 'ZH', 'F']"
3891,"['UW', 'ZH', 'F']",0,VCC,"['UW', 'ZH', 'F']"
3892,"['IH', 'ZH', 'F']",0,VCC,"['IH', 'F', 'ZH']"
3893,"['EH', 'ZH', 'F']",0,VCC,"['EH', 'ZH', 'F']"
3894,"['UH', 'ZH', 'F']",0,VCC,"['UH', 'ZH', 'F']"
3895,"['IY', 'ZH', 'F']",0,VCC,"['IY', 'ZH', 'F']"
3896,"['EY', 'ZH', 'F']",0,VCC,"['EY', 'ZH', 'F']"
3897,"['OW', 'ZH', 'F']",0,VCC,"['OW', 'ZH', 'F']"
3898,"['AE', 'ZH', 'F']",0,VCC,"['AE', 'ZH', 'F']"
3899,"['AW', 'ZH', 'F']",0,VCC,"['AW', 'ZH', 'F']"
3900,"['AH', 'ZH', 'TH']",0,VCC,"['AH', 'TH', 'ZH']"
3901,"['OY', 'ZH', 'TH']",0,VCC,"['OY', 'ZH', 'TH']"
3902,"['AA', 'ZH', 'TH']",0,VCC,"['AA', 'ZH', 'TH']"
3903,"['AY', 'ZH', 'TH']",0,VCC,"['AY', 'ZH', 'TH']"
3904,"['ER', 'ZH', 'TH']",0,VCC,"['ER', 'ZH', 'TH']"
3905,"['AO', 'ZH', 'TH']",0,VCC,"['AO', 'ZH', 'TH']"
3906,"['UW', 'ZH', 'TH']",0,VCC,"['UW', 'ZH', 'TH']"
3907,"['IH', 'ZH', 'TH']",0,VCC,"['IH', 'TH', '<EOS>']"
3908,"['EH', 'ZH', 'TH']",0,VCC,"['EH', 'ZH', 'TH']"
3909,"['UH', 'ZH', 'TH']",0,VCC,"['UH', 'ZH', 'TH']"
3910,"['IY', 'ZH', 'TH']",0,VCC,"['IY', 'ZH', 'TH']"
3911,"['EY', 'ZH', 'TH']",0,VCC,"['EY', 'ZH', 'TH']"
3912,"['OW', 'ZH', 'TH']",0,VCC,"['OW', 'ZH', 'TH']"
3913,"['AE', 'ZH', 'TH']",0,VCC,"['AE', 'ZH', 'TH']"
3914,"['AW', 'ZH', 'TH']",0,VCC,"['AW', 'ZH', 'TH']"
3915,"['AH', 'ZH', 'S']",0,VCC,"['AH', 'S', 'F']"
3916,"['OY', 'ZH', 'S']",0,VCC,"['OY', 'ZH', 'S']"
3917,"['AA', 'ZH', 'S']",0,VCC,"['AA', 'ZH', 'S']"
3918,"['AY', 'ZH', 'S']",0,VCC,"['AY', 'S', '<EOS>']"
3919,"['ER', 'ZH', 'S']",0,VCC,"['ER', 'ZH', 'S']"
3920,"['AO', 'ZH', 'S']",0,VCC,"['AO', 'S', 'ZH']"
3921,"['UW', 'ZH', 'S']",0,VCC,"['UW', 'ZH', 'S']"
3922,"['IH', 'ZH', 'S']",0,VCC,"['IH', 'S', 'ZH']"
3923,"['EH', 'ZH', 'S']",0,VCC,"['EH', 'ZH', 'S']"
3924,"['UH', 'ZH', 'S']",0,VCC,"['UH', 'ZH', 'S']"
3925,"['IY', 'ZH', 'S']",0,VCC,"['IY', 'ZH', 'S']"
3926,"['EY', 'ZH', 'S']",0,VCC,"['EY', 'ZH', 'S']"
3927,"['OW', 'ZH', 'S']",0,VCC,"['OW', 'ZH', 'S']"
3928,"['AE', 'ZH', 'S']",0,VCC,"['AE', 'ZH', 'S']"
3929,"['AW', 'ZH', 'S']",0,VCC,"['AW', 'ZH', 'S']"
3930,"['AH', 'ZH', 'SH']",0,VCC,"['AH', 'SH', 'ZH']"
3931,"['OY', 'ZH', 'SH']",0,VCC,"['OY', 'ZH', 'SH']"
3932,"['AA', 'ZH', 'SH']",0,VCC,"['AA', 'SH', 'ZH']"
3933,"['AY', 'ZH', 'SH']",0,VCC,"['AY', 'SH', 'ZH']"
3934,"['ER', 'ZH', 'SH']",0,VCC,"['ER', 'SH', 'UW']"
3935,"['AO', 'ZH', 'SH']",0,VCC,"['AO', 'SH', 'ZH']"
3936,"['UW', 'ZH', 'SH']",0,VCC,"['AE', 'SH', 'ZH']"
3937,"['IH', 'ZH', 'SH']",0,VCC,"['IH', 'SH', 'ZH']"
3938,"['EH', 'ZH', 'SH']",0,VCC,"['EH', 'ZH', 'SH']"
3939,"['UH', 'ZH', 'SH']",0,VCC,"['UH', 'ZH', 'SH']"
3940,"['IY', 'ZH', 'SH']",0,VCC,"['SH', 'ZH', 'ER']"
3941,"['EY', 'ZH', 'SH']",0,VCC,"['EY', 'SH', 'ZH']"
3942,"['OW', 'ZH', 'SH']",0,VCC,"['OW', 'ZH', 'SH']"
3943,"['AE', 'ZH', 'SH']",0,VCC,"['AE', 'ZH', 'SH']"
3944,"['AW', 'ZH', 'SH']",0,VCC,"['AW', 'ZH', 'SH']"
3945,"['AH', 'ZH', 'Z']",0,VCC,"['AH', 'ZH', 'Z']"
3946,"['OY', 'ZH', 'Z']",0,VCC,"['OY', 'ZH', 'P']"
3947,"['AA', 'ZH', 'Z']",0,VCC,"['AA', 'ZH', 'ER']"
3948,"['AY', 'ZH', 'Z']",0,VCC,"['AY', 'ZH', 'Z']"
3949,"['ER', 'ZH', 'Z']",0,VCC,"['ER', 'ZH', 'Z']"
3950,"['AO', 'ZH', 'Z']",0,VCC,"['AO', 'ZH', 'Z']"
3951,"['UW', 'ZH', 'Z']",0,VCC,"['UW', 'ZH', 'Z']"
3952,"['IH', 'ZH', 'Z']",0,VCC,"['IH', 'ZH', 'Z']"
3953,"['EH', 'ZH', 'Z']",0,VCC,"['EH', 'ZH', 'Z']"
3954,"['UH', 'ZH', 'Z']",0,VCC,"['UH', 'ZH', 'ER']"
3955,"['IY', 'ZH', 'Z']",0,VCC,"['IY', 'ZH', 'Z']"
3956,"['EY', 'ZH', 'Z']",0,VCC,"['EY', 'ZH', 'Z']"
3957,"['OW', 'ZH', 'Z']",0,VCC,"['OW', 'ZH', 'Z']"
3958,"['AE', 'ZH', 'Z']",0,VCC,"['AE', 'ZH', 'Z']"
3959,"['AW', 'ZH', 'Z']",0,VCC,"['AW', 'ZH', 'Z']"
3960,"['AH', 'ZH', 'V']",0,VCC,"['AH', 'ZH', 'V']"
3961,"['OY', 'ZH', 'V']",0,VCC,"['OY', 'ZH', 'V']"
3962,"['AA', 'ZH', 'V']",0,VCC,"['AA', 'ZH', 'V']"
3963,"['AY', 'ZH', 'V']",0,VCC,"['AY', 'ZH', 'V']"
3964,"['ER', 'ZH', 'V']",0,VCC,"['ER', 'ZH', 'V']"
3965,"['AO', 'ZH', 'V']",0,VCC,"['AO', 'ZH', 'V']"
3966,"['UW', 'ZH', 'V']",0,VCC,"['UW', 'ZH', 'V']"
3967,"['IH', 'ZH', 'V']",0,VCC,"['IH', 'ZH', 'V']"
3968,"['EH', 'ZH', 'V']",0,VCC,"['EH', 'ZH', 'V']"
3969,"['UH', 'ZH', 'V']",0,VCC,"['UH', 'ZH', 'V']"
3970,"['IY', 'ZH', 'V']",0,VCC,"['AE', 'SH', 'V']"
3971,"['EY', 'ZH', 'V']",0,VCC,"['EY', 'ZH', 'V']"
3972,"['OW', 'ZH', 'V']",0,VCC,"['OW', 'ZH', 'V']"
3973,"['AE', 'ZH', 'V']",0,VCC,"['AE', 'ZH', 'V']"
3974,"['AW', 'ZH', 'V']",0,VCC,"['AW', 'ZH', 'V']"
3975,"['AH', 'ZH', 'DH']",0,VCC,"['AH', 'DH', 'ZH']"
3976,"['OY', 'ZH', 'DH']",0,VCC,"['OY', 'ZH', 'DH']"
3977,"['AA', 'ZH', 'DH']",0,VCC,"['AA', 'DH', 'ZH']"
3978,"['AY', 'ZH', 'DH']",0,VCC,"['AY', 'DH', '<EOS>']"
3979,"['ER', 'ZH', 'DH']",0,VCC,"['ER', 'DH', 'OW']"
3980,"['AO', 'ZH', 'DH']",0,VCC,"['AO', 'DH', 'ZH']"
3981,"['UW', 'ZH', 'DH']",0,VCC,"['AY', 'DH', '<EOS>']"
3982,"['IH', 'ZH', 'DH']",0,VCC,"['IH', 'DH', 'ZH']"
3983,"['EH', 'ZH', 'DH']",0,VCC,"['EH', 'ZH', 'DH']"
3984,"['UH', 'ZH', 'DH']",0,VCC,"['UH', 'ZH', 'DH']"
3985,"['IY', 'ZH', 'DH']",0,VCC,"['IY', 'ZH', 'DH']"
3986,"['EY', 'ZH', 'DH']",0,VCC,"['EY', 'ZH', 'DH']"
3987,"['OW', 'ZH', 'DH']",0,VCC,"['OW', 'DH', 'ZH']"
3988,"['AE', 'ZH', 'DH']",0,VCC,"['AE', 'ZH', 'DH']"
3989,"['AW', 'ZH', 'DH']",0,VCC,"['AW', 'DH', 'ZH']"
3990,"['AH', 'ZH', 'HH']",0,VCC,"['AH', 'ZH', 'HH']"
3991,"['OY', 'ZH', 'HH']",0,VCC,"['OY', 'ZH', 'HH']"
3992,"['AA', 'ZH', 'HH']",0,VCC,"['AA', 'ZH', 'HH']"
3993,"['AY', 'ZH', 'HH']",0,VCC,"['AY', 'ZH', 'HH']"
3994,"['ER', 'ZH', 'HH']",0,VCC,"['ER', 'ZH', 'HH']"
3995,"['AO', 'ZH', 'HH']",0,VCC,"['AO', 'ZH', 'HH']"
3996,"['UW', 'ZH', 'HH']",0,VCC,"['UW', 'ZH', 'HH']"
3997,"['IH', 'ZH', 'HH']",0,VCC,"['IH', 'ZH', 'HH']"
3998,"['EH', 'ZH', 'HH']",0,VCC,"['EH', 'ZH', 'HH']"
3999,"['UH', 'ZH', 'HH']",0,VCC,"['UH', 'ZH', 'HH']"
4000,"['IY', 'ZH', 'HH']",0,VCC,"['IY', 'ZH', 'HH']"
4001,"['EY', 'ZH', 'HH']",0,VCC,"['EY', 'ZH', 'HH']"
4002,"['OW', 'ZH', 'HH']",0,VCC,"['OW', 'ZH', 'HH']"
4003,"['AE', 'ZH', 'HH']",0,VCC,"['AE', 'ZH', 'HH']"
4004,"['AW', 'ZH', 'HH']",0,VCC,"['AW', 'ZH', 'HH']"
4005,"['AH', 'ZH', 'CH']",-1,VCC,"['AH', 'ZH', 'CH']"
4006,"['OY', 'ZH', 'CH']",-1,VCC,"['OY', 'ZH', 'CH']"
4007,"['AA', 'ZH', 'CH']",-1,VCC,"['AA', 'ZH', 'CH']"
4008,"['AY', 'ZH', 'CH']",-1,VCC,"['AY', 'ZH', 'CH']"
4009,"['ER', 'ZH', 'CH']",-1,VCC,"['ER', 'ZH', 'CH']"
4010,"['AO', 'ZH', 'CH']",-1,VCC,"['AO', 'ZH', 'CH']"
4011,"['UW', 'ZH', 'CH']",-1,VCC,"['UW', 'ZH', 'CH']"
4012,"['IH', 'ZH', 'CH']",-1,VCC,"['IH', 'ZH', 'CH']"
4013,"['EH', 'ZH', 'CH']",-1,VCC,"['EH', 'ZH', 'CH']"
4014,"['UH', 'ZH', 'CH']",-1,VCC,"['ZH', 'UH', 'CH']"
4015,"['IY', 'ZH', 'CH']",-1,VCC,"['IY', 'ZH', 'CH']"
4016,"['EY', 'ZH', 'CH']",-1,VCC,"['EY', 'ZH', 'CH']"
4017,"['OW', 'ZH', 'CH']",-1,VCC,"['OW', 'ZH', 'CH']"
4018,"['AE', 'ZH', 'CH']",-1,VCC,"['AE', 'ZH', 'CH']"
4019,"['AW', 'ZH', 'CH']",-1,VCC,"['AW', 'ZH', 'CH']"
4020,"['AH', 'ZH', 'JH']",-1,VCC,"['AH', 'ZH', 'JH']"
4021,"['OY', 'ZH', 'JH']",-1,VCC,"['OY', 'ZH', 'JH']"
4022,"['AA', 'ZH', 'JH']",-1,VCC,"['AA', 'ZH', 'JH']"
4023,"['AY', 'ZH', 'JH']",-1,VCC,"['AY', 'ZH', 'JH']"
4024,"['ER', 'ZH', 'JH']",-1,VCC,"['ER', 'ZH', 'JH']"
4025,"['AO', 'ZH', 'JH']",-1,VCC,"['AO', 'ZH', 'JH']"
4026,"['UW', 'ZH', 'JH']",-1,VCC,"['AE', 'ZH', 'P']"
4027,"['IH', 'ZH', 'JH']",-1,VCC,"['IH', 'ZH', 'JH']"
4028,"['EH', 'ZH', 'JH']",-1,VCC,"['EH', 'ZH', 'JH']"
4029,"['UH', 'ZH', 'JH']",-1,VCC,"['UH', 'ZH', 'JH']"
4030,"['IY', 'ZH', 'JH']",-1,VCC,"['IY', 'ZH', 'JH']"
4031,"['EY', 'ZH', 'JH']",-1,VCC,"['EY', 'ZH', 'JH']"
4032,"['OW', 'ZH', 'JH']",-1,VCC,"['OW', 'ZH', 'JH']"
