,Word,Frequency,Zipf_Frequency,Part_of_Speech,Phonemes,No_Stress
21016,enzo,1.51e-06,3.18,PROPN,"['EH1', 'N', 'Z', 'OW0']","['EH', 'N', 'Z', 'OW']"
21017,exploratory,1.51e-06,3.18,ADJ,"['IH0', 'K', 'S', 'P', 'L', 'AO1', 'R', 'AH0', 'T', 'AO2', 'R', 'IY0']","['IH', 'K', 'S', 'P', 'L', 'AO', 'R', 'AH', 'T', 'AO', 'R', 'IY']"
21018,facet,1.51e-06,3.18,NOUN,"['F', 'AE1', 'S', 'AH0', 'T']","['F', 'AE', 'S', 'AH', 'T']"
21019,fates,1.51e-06,3.18,NOUN,"['F', 'EY1', 'T', 'S']","['F', 'EY', 'T', 'S']"
21020,fermented,1.51e-06,3.18,VERB,"['F', 'ER0', 'M', 'EH1', 'N', 'T', 'AH0', 'D']","['F', 'ER', 'M', 'EH', 'N', 'T', 'AH', 'D']"
21021,ferries,1.51e-06,3.18,NOUN,"['F', 'EH1', 'R', 'IY0', 'Z']","['F', 'EH', 'R', 'IY', 'Z']"
21022,finesse,1.51e-06,3.18,VERB,"['F', 'IH0', 'N', 'EH1', 'S']","['F', 'IH', 'N', 'EH', 'S']"
21023,fireball,1.51e-06,3.18,NOUN,"['F', 'AY1', 'ER0', 'B', 'AO2', 'L']","['F', 'AY', 'ER', 'B', 'AO', 'L']"
21024,firth,1.51e-06,3.18,PROPN,"['F', 'ER1', 'TH']","['F', 'ER', 'TH']"
21025,flannel,1.51e-06,3.18,NOUN,"['F', 'L', 'AE1', 'N', 'AH0', 'L']","['F', 'L', 'AE', 'N', 'AH', 'L']"
21026,floss,1.51e-06,3.18,VERB,"['F', 'L', 'AA1', 'S']","['F', 'L', 'AA', 'S']"
21027,foresee,1.51e-06,3.18,VERB,"['F', 'AO0', 'R', 'S', 'IY1']","['F', 'AO', 'R', 'S', 'IY']"
21028,frantically,1.51e-06,3.18,ADV,"['F', 'R', 'AE1', 'N', 'T', 'AH0', 'K', 'AH0', 'L', 'IY0']","['F', 'R', 'AE', 'N', 'T', 'AH', 'K', 'AH', 'L', 'IY']"
21029,frees,1.51e-06,3.18,VERB,"['F', 'R', 'IY1', 'Z']","['F', 'R', 'IY', 'Z']"
21030,fringes,1.51e-06,3.18,NOUN,"['F', 'R', 'IH1', 'N', 'JH', 'IH0', 'Z']","['F', 'R', 'IH', 'N', 'JH', 'IH', 'Z']"
21031,gaston,1.51e-06,3.18,PROPN,"['G', 'AE1', 'S', 'T', 'AH0', 'N']","['G', 'AE', 'S', 'T', 'AH', 'N']"
21032,genoa,1.51e-06,3.18,PROPN,"['JH', 'EH1', 'N', 'OW0', 'AH0']","['JH', 'EH', 'N', 'OW', 'AH']"
21033,geothermal,1.51e-06,3.18,ADJ,"['JH', 'IY2', 'OW0', 'TH', 'ER1', 'M', 'AH0', 'L']","['JH', 'IY', 'OW', 'TH', 'ER', 'M', 'AH', 'L']"
21034,gist,1.51e-06,3.18,VERB,"['JH', 'IH1', 'S', 'T']","['JH', 'IH', 'S', 'T']"
21035,grievous,1.51e-06,3.18,ADJ,"['G', 'R', 'IY1', 'V', 'AH0', 'S']","['G', 'R', 'IY', 'V', 'AH', 'S']"
21036,gustav,1.51e-06,3.18,PROPN,"['G', 'UH1', 'S', 'T', 'AA0', 'F']","['G', 'UH', 'S', 'T', 'AA', 'F']"
21037,handbags,1.51e-06,3.18,NOUN,"['HH', 'AE1', 'N', 'D', 'B', 'AE2', 'G', 'Z']","['HH', 'AE', 'N', 'D', 'B', 'AE', 'G', 'Z']"
21038,handkerchief,1.51e-06,3.18,NOUN,"['HH', 'AE1', 'NG', 'K', 'ER0', 'CH', 'IH0', 'F']","['HH', 'AE', 'NG', 'K', 'ER', 'CH', 'IH', 'F']"
21039,hari,1.51e-06,3.18,PROPN,"['HH', 'AA1', 'R', 'IY0']","['HH', 'AA', 'R', 'IY']"
21040,heaters,1.51e-06,3.18,NOUN,"['HH', 'IY1', 'T', 'ER0', 'Z']","['HH', 'IY', 'T', 'ER', 'Z']"
21041,hepburn,1.51e-06,3.18,NOUN,"['HH', 'EH1', 'P', 'B', 'ER0', 'N']","['HH', 'EH', 'P', 'B', 'ER', 'N']"
21042,hookup,1.51e-06,3.18,PROPN,"['HH', 'UH1', 'K', 'AH2', 'P']","['HH', 'UH', 'K', 'AH', 'P']"
21043,hopelessly,1.51e-06,3.18,ADV,"['HH', 'OW1', 'P', 'L', 'AH0', 'S', 'L', 'IY0']","['HH', 'OW', 'P', 'L', 'AH', 'S', 'L', 'IY']"
21044,horticulture,1.51e-06,3.18,NOUN,"['HH', 'AO1', 'R', 'T', 'IH0', 'K', 'AH2', 'L', 'CH', 'ER0']","['HH', 'AO', 'R', 'T', 'IH', 'K', 'AH', 'L', 'CH', 'ER']"
21045,howl,1.51e-06,3.18,VERB,"['HH', 'AW1', 'L']","['HH', 'AW', 'L']"
21046,hydration,1.51e-06,3.18,NOUN,"['HH', 'AY0', 'D', 'R', 'EY1', 'SH', 'AH0', 'N']","['HH', 'AY', 'D', 'R', 'EY', 'SH', 'AH', 'N']"
21047,improv,1.51e-06,3.18,PROPN,"['IH1', 'M', 'P', 'R', 'AA2', 'V']","['IH', 'M', 'P', 'R', 'AA', 'V']"
21048,impunity,1.51e-06,3.18,NOUN,"['IH0', 'M', 'P', 'Y', 'UW1', 'N', 'IH0', 'T', 'IY0']","['IH', 'M', 'P', 'Y', 'UW', 'N', 'IH', 'T', 'IY']"
21049,indexing,1.51e-06,3.18,VERB,"['IH1', 'N', 'D', 'EH0', 'K', 'S', 'IH0', 'NG']","['IH', 'N', 'D', 'EH', 'K', 'S', 'IH', 'NG']"
21050,infertility,1.51e-06,3.18,NOUN,"['IH2', 'N', 'F', 'ER0', 'T', 'IH1', 'L', 'IH0', 'T', 'IY0']","['IH', 'N', 'F', 'ER', 'T', 'IH', 'L', 'IH', 'T', 'IY']"
21051,informational,1.51e-06,3.18,ADJ,"['IH2', 'N', 'F', 'ER0', 'M', 'EY1', 'SH', 'AH0', 'N', 'AH0', 'L']","['IH', 'N', 'F', 'ER', 'M', 'EY', 'SH', 'AH', 'N', 'AH', 'L']"
21052,insolvency,1.51e-06,3.18,NOUN,"['IH0', 'N', 'S', 'AA1', 'L', 'V', 'AH0', 'N', 'S', 'IY0']","['IH', 'N', 'S', 'AA', 'L', 'V', 'AH', 'N', 'S', 'IY']"
21053,intermediary,1.51e-06,3.18,NOUN,"['IH2', 'N', 'ER0', 'M', 'IY1', 'D', 'IY0', 'EH0', 'R', 'IY0']","['IH', 'N', 'ER', 'M', 'IY', 'D', 'IY', 'EH', 'R', 'IY']"
21054,interrogated,1.51e-06,3.18,VERB,"['IH0', 'N', 'T', 'EH1', 'R', 'AH0', 'G', 'EY2', 'T', 'IH0', 'D']","['IH', 'N', 'T', 'EH', 'R', 'AH', 'G', 'EY', 'T', 'IH', 'D']"
21055,ives,1.51e-06,3.18,NOUN,"['AY1', 'V', 'Z']","['AY', 'V', 'Z']"
21056,jody,1.51e-06,3.18,PROPN,"['JH', 'OW1', 'D', 'IY0']","['JH', 'OW', 'D', 'IY']"
21057,jokingly,1.51e-06,3.18,ADV,"['JH', 'OW1', 'K', 'IH0', 'NG', 'L', 'IY0']","['JH', 'OW', 'K', 'IH', 'NG', 'L', 'IY']"
21058,josie,1.51e-06,3.18,PROPN,"['JH', 'OW1', 'Z', 'IY0']","['JH', 'OW', 'Z', 'IY']"
21059,juveniles,1.51e-06,3.18,NOUN,"['JH', 'UW1', 'V', 'AH0', 'N', 'AH0', 'L', 'Z']","['JH', 'UW', 'V', 'AH', 'N', 'AH', 'L', 'Z']"
21060,karim,1.51e-06,3.18,PROPN,"['K', 'ER0', 'IY1', 'M']","['K', 'ER', 'IY', 'M']"
21061,kinks,1.51e-06,3.18,NOUN,"['K', 'IH1', 'NG', 'K', 'S']","['K', 'IH', 'NG', 'K', 'S']"
21062,klan,1.51e-06,3.18,PROPN,"['K', 'L', 'AE1', 'N']","['K', 'L', 'AE', 'N']"
21063,kristina,1.51e-06,3.18,PROPN,"['K', 'R', 'IH0', 'S', 'T', 'IY1', 'N', 'AH0']","['K', 'R', 'IH', 'S', 'T', 'IY', 'N', 'AH']"
21064,laughable,1.51e-06,3.18,ADJ,"['L', 'AE1', 'F', 'AH0', 'B', 'AH0', 'L']","['L', 'AE', 'F', 'AH', 'B', 'AH', 'L']"
21065,lennox,1.51e-06,3.18,PROPN,"['L', 'EH1', 'N', 'AH0', 'K', 'S']","['L', 'EH', 'N', 'AH', 'K', 'S']"
21066,locus,1.51e-06,3.18,NOUN,"['L', 'OW1', 'K', 'AH0', 'S']","['L', 'OW', 'K', 'AH', 'S']"
21067,lucius,1.51e-06,3.18,PROPN,"['L', 'UW1', 'SH', 'AH0', 'S']","['L', 'UW', 'SH', 'AH', 'S']"
21068,lund,1.51e-06,3.18,PROPN,"['L', 'AH1', 'N', 'D']","['L', 'AH', 'N', 'D']"
21069,makeshift,1.51e-06,3.18,ADJ,"['M', 'EY1', 'K', 'SH', 'IH2', 'F', 'T']","['M', 'EY', 'K', 'SH', 'IH', 'F', 'T']"
21070,marquee,1.51e-06,3.18,NOUN,"['M', 'AA0', 'R', 'K', 'IY1']","['M', 'AA', 'R', 'K', 'IY']"
21071,massey,1.51e-06,3.18,PROPN,"['M', 'AE1', 'S', 'IY0']","['M', 'AE', 'S', 'IY']"
21072,masturbate,1.51e-06,3.18,VERB,"['M', 'AE1', 'S', 'T', 'ER0', 'B', 'EY2', 'T']","['M', 'AE', 'S', 'T', 'ER', 'B', 'EY', 'T']"
21073,mathematically,1.51e-06,3.18,ADV,"['M', 'AE2', 'TH', 'AH0', 'M', 'AE1', 'T', 'IH0', 'K', 'AH0', 'L', 'IY0']","['M', 'AE', 'TH', 'AH', 'M', 'AE', 'T', 'IH', 'K', 'AH', 'L', 'IY']"
21074,matrices,1.51e-06,3.18,NOUN,"['M', 'EY1', 'T', 'R', 'IH0', 'S', 'IH0', 'Z']","['M', 'EY', 'T', 'R', 'IH', 'S', 'IH', 'Z']"
21075,mckinley,1.51e-06,3.18,PROPN,"['M', 'AH0', 'K', 'IH1', 'N', 'L', 'IY0']","['M', 'AH', 'K', 'IH', 'N', 'L', 'IY']"
21076,meade,1.51e-06,3.18,PROPN,"['M', 'IY1', 'D']","['M', 'IY', 'D']"
21077,melanoma,1.51e-06,3.18,NOUN,"['M', 'EH2', 'L', 'AH0', 'N', 'OW1', 'M', 'AH0']","['M', 'EH', 'L', 'AH', 'N', 'OW', 'M', 'AH']"
21078,menacing,1.51e-06,3.18,VERB,"['M', 'EH1', 'N', 'AH0', 'S', 'IH0', 'NG']","['M', 'EH', 'N', 'AH', 'S', 'IH', 'NG']"
21079,microbes,1.51e-06,3.18,NOUN,"['M', 'AY1', 'K', 'R', 'OW2', 'B', 'Z']","['M', 'AY', 'K', 'R', 'OW', 'B', 'Z']"
21080,midterms,1.51e-06,3.18,NOUN,"['M', 'IH1', 'D', 'T', 'ER2', 'M', 'Z']","['M', 'IH', 'D', 'T', 'ER', 'M', 'Z']"
21081,mobilize,1.51e-06,3.18,VERB,"['M', 'OW1', 'B', 'AH0', 'L', 'AY2', 'Z']","['M', 'OW', 'B', 'AH', 'L', 'AY', 'Z']"
21082,monsanto,1.51e-06,3.18,PROPN,"['M', 'AA2', 'N', 'S', 'AE1', 'N', 'T', 'OW0']","['M', 'AA', 'N', 'S', 'AE', 'N', 'T', 'OW']"
21083,moors,1.51e-06,3.18,NOUN,"['M', 'UH1', 'R', 'Z']","['M', 'UH', 'R', 'Z']"
21084,morley,1.51e-06,3.18,PROPN,"['M', 'AO1', 'R', 'L', 'IY0']","['M', 'AO', 'R', 'L', 'IY']"
21085,nag,1.51e-06,3.18,VERB,"['N', 'AE1', 'G']","['N', 'AE', 'G']"
21086,nativity,1.51e-06,3.18,NOUN,"['N', 'AH0', 'T', 'IH1', 'V', 'AH0', 'T', 'IY0']","['N', 'AH', 'T', 'IH', 'V', 'AH', 'T', 'IY']"
21087,neglecting,1.51e-06,3.18,VERB,"['N', 'IH0', 'G', 'L', 'EH1', 'K', 'T', 'IH0', 'NG']","['N', 'IH', 'G', 'L', 'EH', 'K', 'T', 'IH', 'NG']"
21088,nook,1.51e-06,3.18,NOUN,"['N', 'UH1', 'K']","['N', 'UH', 'K']"
21089,novo,1.51e-06,3.18,PROPN,"['N', 'OW1', 'V', 'OW0']","['N', 'OW', 'V', 'OW']"
21090,nutritious,1.51e-06,3.18,ADJ,"['N', 'UW0', 'T', 'R', 'IH1', 'SH', 'AH0', 'S']","['N', 'UW', 'T', 'R', 'IH', 'SH', 'AH', 'S']"
21091,overdrive,1.51e-06,3.18,NOUN,"['OW1', 'V', 'ER0', 'D', 'R', 'AY2', 'V']","['OW', 'V', 'ER', 'D', 'R', 'AY', 'V']"
21092,padding,1.51e-06,3.18,VERB,"['P', 'AE1', 'D', 'IH0', 'NG']","['P', 'AE', 'D', 'IH', 'NG']"
21093,panasonic,1.51e-06,3.18,PROPN,"['P', 'AE2', 'N', 'AH0', 'S', 'AA1', 'N', 'IH0', 'K']","['P', 'AE', 'N', 'AH', 'S', 'AA', 'N', 'IH', 'K']"
21094,pant,1.51e-06,3.18,NOUN,"['P', 'AE1', 'N', 'T']","['P', 'AE', 'N', 'T']"
21095,passover,1.51e-06,3.18,PROPN,"['P', 'AE1', 'S', 'OW2', 'V', 'ER0']","['P', 'AE', 'S', 'OW', 'V', 'ER']"
21096,peking,1.51e-06,3.18,PROPN,"['P', 'IY1', 'K', 'IH1', 'NG']","['P', 'IY', 'K', 'IH', 'NG']"
21097,penitentiary,1.51e-06,3.18,NOUN,"['P', 'EH2', 'N', 'IH0', 'T', 'EH1', 'N', 'CH', 'ER0', 'IY0']","['P', 'EH', 'N', 'IH', 'T', 'EH', 'N', 'CH', 'ER', 'IY']"
21098,perilous,1.51e-06,3.18,ADJ,"['P', 'EH1', 'R', 'AH0', 'L', 'AH0', 'S']","['P', 'EH', 'R', 'AH', 'L', 'AH', 'S']"
21099,periodicals,1.51e-06,3.18,NOUN,"['P', 'IH2', 'R', 'IY0', 'AA1', 'D', 'IH0', 'K', 'AH0', 'L', 'Z']","['P', 'IH', 'R', 'IY', 'AA', 'D', 'IH', 'K', 'AH', 'L', 'Z']"
21100,pharmacies,1.51e-06,3.18,NOUN,"['F', 'AA1', 'R', 'M', 'AH0', 'S', 'IY0', 'Z']","['F', 'AA', 'R', 'M', 'AH', 'S', 'IY', 'Z']"
21101,picard,1.51e-06,3.18,NOUN,"['P', 'IH0', 'K', 'AA1', 'R', 'D']","['P', 'IH', 'K', 'AA', 'R', 'D']"
21102,plaques,1.51e-06,3.18,NOUN,"['P', 'L', 'AE1', 'K', 'S']","['P', 'L', 'AE', 'K', 'S']"
21103,plastered,1.51e-06,3.18,VERB,"['P', 'L', 'AE1', 'S', 'T', 'ER0', 'D']","['P', 'L', 'AE', 'S', 'T', 'ER', 'D']"
21104,playa,1.51e-06,3.18,PROPN,"['P', 'L', 'AY1', 'AH0']","['P', 'L', 'AY', 'AH']"
21105,plucked,1.51e-06,3.18,VERB,"['P', 'L', 'AH1', 'K', 'T']","['P', 'L', 'AH', 'K', 'T']"
21106,polytechnic,1.51e-06,3.18,PROPN,"['P', 'AA2', 'L', 'IH0', 'T', 'EH1', 'K', 'N', 'IH0', 'K']","['P', 'AA', 'L', 'IH', 'T', 'EH', 'K', 'N', 'IH', 'K']"
21107,popularly,1.51e-06,3.18,ADV,"['P', 'AA1', 'P', 'Y', 'AH0', 'L', 'ER0', 'L', 'IY0']","['P', 'AA', 'P', 'Y', 'AH', 'L', 'ER', 'L', 'IY']"
21108,pornographic,1.51e-06,3.18,ADJ,"['P', 'AO2', 'R', 'N', 'AH0', 'G', 'R', 'AE1', 'F', 'IH0', 'K']","['P', 'AO', 'R', 'N', 'AH', 'G', 'R', 'AE', 'F', 'IH', 'K']"
21109,posse,1.51e-06,3.18,PROPN,"['P', 'AA1', 'S', 'IY0']","['P', 'AA', 'S', 'IY']"
21110,prepping,1.51e-06,3.18,VERB,"['P', 'R', 'EH1', 'P', 'IH0', 'NG']","['P', 'R', 'EH', 'P', 'IH', 'NG']"
21111,rankin,1.51e-06,3.18,PROPN,"['R', 'AE1', 'NG', 'K', 'IH0', 'N']","['R', 'AE', 'NG', 'K', 'IH', 'N']"
21112,rebates,1.51e-06,3.18,NOUN,"['R', 'IY1', 'B', 'EY2', 'T', 'S']","['R', 'IY', 'B', 'EY', 'T', 'S']"
21113,reconciled,1.51e-06,3.18,VERB,"['R', 'EH1', 'K', 'AH0', 'N', 'S', 'AY2', 'L', 'D']","['R', 'EH', 'K', 'AH', 'N', 'S', 'AY', 'L', 'D']"
21114,refrigeration,1.51e-06,3.18,NOUN,"['R', 'IH0', 'F', 'R', 'IH2', 'JH', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['R', 'IH', 'F', 'R', 'IH', 'JH', 'ER', 'EY', 'SH', 'AH', 'N']"
21115,refunded,1.51e-06,3.18,VERB,"['R', 'IH0', 'F', 'AH1', 'N', 'D', 'IH0', 'D']","['R', 'IH', 'F', 'AH', 'N', 'D', 'IH', 'D']"
21116,rename,1.51e-06,3.18,VERB,"['R', 'IY0', 'N', 'EY1', 'M']","['R', 'IY', 'N', 'EY', 'M']"
21117,repulsive,1.51e-06,3.18,ADJ,"['R', 'IY0', 'P', 'AH1', 'L', 'S', 'IH0', 'V']","['R', 'IY', 'P', 'AH', 'L', 'S', 'IH', 'V']"
21118,respite,1.51e-06,3.18,NOUN,"['R', 'EH1', 'S', 'P', 'IH0', 'T']","['R', 'EH', 'S', 'P', 'IH', 'T']"
21119,ret,1.51e-06,3.18,PROPN,"['R', 'EH1', 'T']","['R', 'EH', 'T']"
21120,revamped,1.51e-06,3.18,VERB,"['R', 'IY0', 'V', 'AE1', 'M', 'P', 'T']","['R', 'IY', 'V', 'AE', 'M', 'P', 'T']"
21121,revising,1.51e-06,3.18,VERB,"['R', 'IH0', 'V', 'AY1', 'Z', 'IH0', 'NG']","['R', 'IH', 'V', 'AY', 'Z', 'IH', 'NG']"
21122,rhinos,1.51e-06,3.18,NOUN,"['R', 'AY1', 'N', 'OW2', 'Z']","['R', 'AY', 'N', 'OW', 'Z']"
21123,saber,1.51e-06,3.18,VERB,"['S', 'EY1', 'B', 'ER0']","['S', 'EY', 'B', 'ER']"
21124,sadistic,1.51e-06,3.18,ADJ,"['S', 'AH0', 'D', 'IH1', 'S', 'T', 'IH0', 'K']","['S', 'AH', 'D', 'IH', 'S', 'T', 'IH', 'K']"
21125,samba,1.51e-06,3.18,NOUN,"['S', 'AA1', 'M', 'B', 'AH0']","['S', 'AA', 'M', 'B', 'AH']"
21126,scorers,1.51e-06,3.18,NOUN,"['S', 'K', 'AO1', 'R', 'ER0', 'Z']","['S', 'K', 'AO', 'R', 'ER', 'Z']"
21127,sewn,1.51e-06,3.18,VERB,"['S', 'OW1', 'N']","['S', 'OW', 'N']"
21128,shaggy,1.51e-06,3.18,ADJ,"['SH', 'AE1', 'G', 'IY0']","['SH', 'AE', 'G', 'IY']"
21129,shelling,1.51e-06,3.18,VERB,"['SH', 'EH1', 'L', 'IH0', 'NG']","['SH', 'EH', 'L', 'IH', 'NG']"
21130,shrunk,1.51e-06,3.18,VERB,"['SH', 'R', 'AH1', 'NG', 'K']","['SH', 'R', 'AH', 'NG', 'K']"
21131,sitter,1.51e-06,3.18,NOUN,"['S', 'IH1', 'T', 'ER0']","['S', 'IH', 'T', 'ER']"
21132,sixers,1.51e-06,3.18,NOUN,"['S', 'IH1', 'K', 'S', 'ER0', 'Z']","['S', 'IH', 'K', 'S', 'ER', 'Z']"
21133,slant,1.51e-06,3.18,NOUN,"['S', 'L', 'AE1', 'N', 'T']","['S', 'L', 'AE', 'N', 'T']"
21134,slashed,1.51e-06,3.18,VERB,"['S', 'L', 'AE1', 'SH', 'T']","['S', 'L', 'AE', 'SH', 'T']"
21135,sleepless,1.51e-06,3.18,ADJ,"['S', 'L', 'IY1', 'P', 'L', 'AH0', 'S']","['S', 'L', 'IY', 'P', 'L', 'AH', 'S']"
21136,slur,1.51e-06,3.18,NOUN,"['S', 'L', 'ER1']","['S', 'L', 'ER']"
21137,snowball,1.51e-06,3.18,NOUN,"['S', 'N', 'OW1', 'B', 'AO2', 'L']","['S', 'N', 'OW', 'B', 'AO', 'L']"
21138,sobs,1.51e-06,3.18,VERB,"['S', 'AA1', 'B', 'Z']","['S', 'AA', 'B', 'Z']"
21139,soles,1.51e-06,3.18,NOUN,"['S', 'OW1', 'L', 'Z']","['S', 'OW', 'L', 'Z']"
21140,soothe,1.51e-06,3.18,VERB,"['S', 'UW1', 'DH']","['S', 'UW', 'DH']"
21141,souvenirs,1.51e-06,3.18,NOUN,"['S', 'UW2', 'V', 'AH0', 'N', 'IH1', 'R', 'Z']","['S', 'UW', 'V', 'AH', 'N', 'IH', 'R', 'Z']"
21142,stalling,1.51e-06,3.18,VERB,"['S', 'T', 'AO1', 'L', 'IH0', 'NG']","['S', 'T', 'AO', 'L', 'IH', 'NG']"
21143,stamping,1.51e-06,3.18,VERB,"['S', 'T', 'AE1', 'M', 'P', 'IH0', 'NG']","['S', 'T', 'AE', 'M', 'P', 'IH', 'NG']"
21144,steiner,1.51e-06,3.18,PROPN,"['S', 'T', 'AY1', 'N', 'ER0']","['S', 'T', 'AY', 'N', 'ER']"
21145,strasbourg,1.51e-06,3.18,PROPN,"['S', 'T', 'R', 'AE1', 'S', 'B', 'AO2', 'R', 'G']","['S', 'T', 'R', 'AE', 'S', 'B', 'AO', 'R', 'G']"
21146,streamline,1.51e-06,3.18,VERB,"['S', 'T', 'R', 'IY1', 'M', 'L', 'AY2', 'N']","['S', 'T', 'R', 'IY', 'M', 'L', 'AY', 'N']"
21147,suckers,1.51e-06,3.18,NOUN,"['S', 'AH1', 'K', 'ER0', 'Z']","['S', 'AH', 'K', 'ER', 'Z']"
21148,sulphur,1.51e-06,3.18,NOUN,"['S', 'AH1', 'L', 'F', 'ER0']","['S', 'AH', 'L', 'F', 'ER']"
21149,swears,1.51e-06,3.18,VERB,"['S', 'W', 'EH1', 'R', 'Z']","['S', 'W', 'EH', 'R', 'Z']"
21150,tablespoons,1.51e-06,3.18,NOUN,"['T', 'EY1', 'B', 'AH0', 'L', 'S', 'P', 'UW2', 'N', 'Z']","['T', 'EY', 'B', 'AH', 'L', 'S', 'P', 'UW', 'N', 'Z']"
21151,tacky,1.51e-06,3.18,ADJ,"['T', 'AE1', 'K', 'IY0']","['T', 'AE', 'K', 'IY']"
21152,tamara,1.51e-06,3.18,PROPN,"['T', 'AH0', 'M', 'AA1', 'R', 'AH0']","['T', 'AH', 'M', 'AA', 'R', 'AH']"
21153,tampering,1.51e-06,3.18,VERB,"['T', 'AE1', 'M', 'P', 'ER0', 'IH0', 'NG']","['T', 'AE', 'M', 'P', 'ER', 'IH', 'NG']"
21154,tankers,1.51e-06,3.18,NOUN,"['T', 'AE1', 'NG', 'K', 'ER0', 'Z']","['T', 'AE', 'NG', 'K', 'ER', 'Z']"
21155,telephones,1.51e-06,3.18,NOUN,"['T', 'EH1', 'L', 'AH0', 'F', 'OW2', 'N', 'Z']","['T', 'EH', 'L', 'AH', 'F', 'OW', 'N', 'Z']"
21156,tessa,1.51e-06,3.18,PROPN,"['T', 'EH1', 'S', 'AH0']","['T', 'EH', 'S', 'AH']"
21157,testicles,1.51e-06,3.18,NOUN,"['T', 'EH1', 'S', 'T', 'IH0', 'K', 'AH0', 'L', 'Z']","['T', 'EH', 'S', 'T', 'IH', 'K', 'AH', 'L', 'Z']"
21158,texan,1.51e-06,3.18,PROPN,"['T', 'EH1', 'K', 'S', 'AH0', 'N']","['T', 'EH', 'K', 'S', 'AH', 'N']"
21159,thaw,1.51e-06,3.18,VERB,"['TH', 'AO1']","['TH', 'AO']"
21160,throughput,1.51e-06,3.18,NOUN,"['TH', 'R', 'UW1', 'P', 'UH2', 'T']","['TH', 'R', 'UW', 'P', 'UH', 'T']"
21161,timelines,1.51e-06,3.18,NOUN,"['T', 'AY1', 'M', 'L', 'AY0', 'N', 'Z']","['T', 'AY', 'M', 'L', 'AY', 'N', 'Z']"
21162,tout,1.51e-06,3.18,VERB,"['T', 'AW1', 'T']","['T', 'AW', 'T']"
21163,transnational,1.51e-06,3.18,ADJ,"['T', 'R', 'AE0', 'N', 'S', 'N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L']","['T', 'R', 'AE', 'N', 'S', 'N', 'AE', 'SH', 'AH', 'N', 'AH', 'L']"
21164,tripod,1.51e-06,3.18,NOUN,"['T', 'R', 'AY1', 'P', 'AA2', 'D']","['T', 'R', 'AY', 'P', 'AA', 'D']"
21165,tulip,1.51e-06,3.18,NOUN,"['T', 'UW1', 'L', 'AH0', 'P']","['T', 'UW', 'L', 'AH', 'P']"
21166,turnpike,1.51e-06,3.18,NOUN,"['T', 'ER1', 'N', 'P', 'AY2', 'K']","['T', 'ER', 'N', 'P', 'AY', 'K']"
21167,ulysses,1.51e-06,3.18,PROPN,"['Y', 'UW0', 'L', 'IH1', 'S', 'IY0', 'Z']","['Y', 'UW', 'L', 'IH', 'S', 'IY', 'Z']"
21168,unattended,1.51e-06,3.18,VERB,"['AH0', 'N', 'AH0', 'T', 'EH1', 'N', 'D', 'IH0', 'D']","['AH', 'N', 'AH', 'T', 'EH', 'N', 'D', 'IH', 'D']"
21169,unbeatable,1.51e-06,3.18,ADJ,"['AH2', 'N', 'B', 'IY1', 'T', 'AH0', 'B', 'AH0', 'L']","['AH', 'N', 'B', 'IY', 'T', 'AH', 'B', 'AH', 'L']"
21170,undertaker,1.51e-06,3.18,PROPN,"['AH1', 'N', 'D', 'ER0', 'T', 'EY2', 'K', 'ER0']","['AH', 'N', 'D', 'ER', 'T', 'EY', 'K', 'ER']"
21171,uniformed,1.51e-06,3.18,ADJ,"['Y', 'UW1', 'N', 'AH0', 'F', 'AO2', 'R', 'M', 'D']","['Y', 'UW', 'N', 'AH', 'F', 'AO', 'R', 'M', 'D']"
21172,unionists,1.51e-06,3.18,NOUN,"['Y', 'UW1', 'N', 'Y', 'AH0', 'N', 'IH0', 'S', 'T', 'S']","['Y', 'UW', 'N', 'Y', 'AH', 'N', 'IH', 'S', 'T', 'S']"
21173,unloaded,1.51e-06,3.18,VERB,"['AH0', 'N', 'L', 'OW1', 'D', 'AH0', 'D']","['AH', 'N', 'L', 'OW', 'D', 'AH', 'D']"
21174,ursula,1.51e-06,3.18,PROPN,"['ER1', 'S', 'AH0', 'L', 'AH0']","['ER', 'S', 'AH', 'L', 'AH']"
21175,uttered,1.51e-06,3.18,VERB,"['AH1', 'T', 'ER0', 'D']","['AH', 'T', 'ER', 'D']"
21176,vulture,1.51e-06,3.18,NOUN,"['V', 'AH1', 'L', 'CH', 'ER0']","['V', 'AH', 'L', 'CH', 'ER']"
21177,wares,1.51e-06,3.18,NOUN,"['W', 'EH1', 'R', 'Z']","['W', 'EH', 'R', 'Z']"
21178,waterway,1.51e-06,3.18,NOUN,"['W', 'AO1', 'T', 'ER0', 'W', 'EY2']","['W', 'AO', 'T', 'ER', 'W', 'EY']"
21179,whistleblower,1.51e-06,3.18,NOUN,"['W', 'IH1', 'S', 'AH0', 'L', 'B', 'L', 'OW2', 'ER0']","['W', 'IH', 'S', 'AH', 'L', 'B', 'L', 'OW', 'ER']"
21180,xanax,1.51e-06,3.18,PROPN,"['Z', 'AE1', 'N', 'AE0', 'K', 'S']","['Z', 'AE', 'N', 'AE', 'K', 'S']"
21181,yves,1.51e-06,3.18,PROPN,"['IY1', 'V']","['IY', 'V']"
