,Word,Phonemes,No Stress,Length
6633,renefic,"['R', 'AH0', 'N', 'EH1', 'F', 'IH0', 'K']","['R', 'AH', 'N', 'EH', 'F', 'IH', 'K']",7
6646,artweent,"['AA1', 'R', 'T', 'W', 'IY2', 'N', 'T']","['AA', 'R', 'T', 'W', 'IY', 'N', 'T']",7
6655,equisons,"['EH1', 'K', 'W', 'AH0', 'S', 'AH0', 'N', 'Z']","['EH', 'K', 'W', 'AH', 'S', 'AH', 'N', 'Z']",8
6664,eurtiante,"['Y', 'UH1', 'R', 'SH', 'AH0', 'N', 'T']","['Y', 'UH', 'R', 'SH', 'AH', 'N', 'T']",7
6693,momeoson,"['M', 'OW1', 'M', 'IY0', 'S', 'AO0', 'S']","['M', 'OW', 'M', 'IY', 'S', 'AO', 'S']",7
6701,yountric,"['Y', 'AH1', 'N', 'T', 'R', 'IH0', 'K']","['Y', 'AH', 'N', 'T', 'R', 'IH', 'K']",7
6711,micouncte,"['M', 'IY0', 'K', 'AW1', 'N', 'T', 'K', 'AH0']","['M', 'IY', 'K', 'AW', 'N', 'T', 'K', 'AH']",8
6712,ordited,"['AO1', 'R', 'D', 'AH0', 'T', 'AH0', 'D']","['AO', 'R', 'D', 'AH', 'T', 'AH', 'D']",7
6728,inclury,"['IH0', 'N', 'K', 'L', 'UH1', 'R', 'IY0']","['IH', 'N', 'K', 'L', 'UH', 'R', 'IY']",7
6733,picroactio,"['P', 'IY0', 'K', 'R', 'OW1', 'CH', 'IY0', 'OW0']","['P', 'IY', 'K', 'R', 'OW', 'CH', 'IY', 'OW']",8
6736,bethession,"['B', 'IH0', 'TH', 'EH1', 'S', 'IH0', 'N']","['B', 'IH', 'TH', 'EH', 'S', 'IH', 'N']",7
6739,chariciall,"['CH', 'AH0', 'R', 'IH1', 'SH', 'AH0', 'L']","['CH', 'AH', 'R', 'IH', 'SH', 'AH', 'L']",7
6740,altioder,"['AO1', 'L', 'T', 'IY0', 'AO0', 'R', 'D']","['AO', 'L', 'T', 'IY', 'AO', 'R', 'D']",7
6748,clatersive,"['K', 'L', 'AA0', 'T', 'S', 'ER0', 'IY1', 'V']","['K', 'L', 'AA', 'T', 'S', 'ER', 'IY', 'V']",8
6749,peoplette,"['P', 'IY2', 'AH0', 'P', 'L', 'EH1', 'T']","['P', 'IY', 'AH', 'P', 'L', 'EH', 'T']",7
6750,femilack,"['F', 'EH1', 'M', 'AH0', 'L', 'AE2', 'K']","['F', 'EH', 'M', 'AH', 'L', 'AE', 'K']",7
6752,wrilembes,"['R', 'AY1', 'L', 'M', 'AH0', 'B', 'Z']","['R', 'AY', 'L', 'M', 'AH', 'B', 'Z']",7
6780,cithoratio,"['S', 'IH2', 'T', 'ER0', 'EY1', 'SH', 'IY0']","['S', 'IH', 'T', 'ER', 'EY', 'SH', 'IY']",7
6781,endrided,"['IH0', 'N', 'D', 'R', 'AY1', 'D', 'IH0', 'D']","['IH', 'N', 'D', 'R', 'AY', 'D', 'IH', 'D']",8
6784,evaireant,"['IH0', 'V', 'AY1', 'R', 'AH0', 'N', 'T']","['IH', 'V', 'AY', 'R', 'AH', 'N', 'T']",7
6786,burposives,"['B', 'ER0', 'P', 'AA1', 'S', 'AH0', 'V', 'Z']","['B', 'ER', 'P', 'AA', 'S', 'AH', 'V', 'Z']",8
6794,afristo,"['AH0', 'F', 'R', 'IY1', 'S', 'T', 'OW0']","['AH', 'F', 'R', 'IY', 'S', 'T', 'OW']",7
6797,airebrassf,"['EH1', 'R', 'IH0', 'B', 'R', 'AH0', 'S']","['EH', 'R', 'IH', 'B', 'R', 'AH', 'S']",7
6798,sunnintero,"['S', 'AH2', 'N', 'N', 'IH0', 'T', 'R', 'OW1']","['S', 'AH', 'N', 'N', 'IH', 'T', 'R', 'OW']",8
6802,givises,"['G', 'IH1', 'V', 'IH0', 'S', 'IH0', 'Z']","['G', 'IH', 'V', 'IH', 'S', 'IH', 'Z']",7
6803,restion,"['R', 'EH1', 'S', 'T', 'IY0', 'AH0', 'N']","['R', 'EH', 'S', 'T', 'IY', 'AH', 'N']",7
6805,pookingful,"['P', 'UH1', 'K', 'IH0', 'NG', 'F', 'AH0', 'L']","['P', 'UH', 'K', 'IH', 'NG', 'F', 'AH', 'L']",8
6807,sponzent,"['S', 'P', 'AA1', 'N', 'Z', 'AH0', 'N', 'T']","['S', 'P', 'AA', 'N', 'Z', 'AH', 'N', 'T']",8
6815,benditured,"['B', 'EH1', 'N', 'D', 'AH0', 'T', 'ER0', 'D']","['B', 'EH', 'N', 'D', 'AH', 'T', 'ER', 'D']",8
6833,delutegy,"['D', 'IH0', 'L', 'UW1', 'T', 'IH0', 'JH', 'IY0']","['D', 'IH', 'L', 'UW', 'T', 'IH', 'JH', 'IY']",8
6834,sanagersor,"['S', 'AE1', 'N', 'AH0', 'G', 'Z', 'ER0']","['S', 'AE', 'N', 'AH', 'G', 'Z', 'ER']",7
6841,amonowship,"['AH0', 'M', 'AO1', 'N', 'AH0', 'SH', 'IH2', 'P']","['AH', 'M', 'AO', 'N', 'AH', 'SH', 'IH', 'P']",8
6845,cassibure,"['K', 'AE1', 'S', 'IH0', 'B', 'Y', 'UW2', 'R']","['K', 'AE', 'S', 'IH', 'B', 'Y', 'UW', 'R']",8
6848,faminnic,"['F', 'AH0', 'M', 'IH1', 'N', 'IH0', 'K']","['F', 'AH', 'M', 'IH', 'N', 'IH', 'K']",7
6851,ganuted,"['G', 'AE1', 'N', 'Y', 'UW0', 'T', 'IH0', 'D']","['G', 'AE', 'N', 'Y', 'UW', 'T', 'IH', 'D']",8
6856,suppergate,"['S', 'AH1', 'P', 'ER0', 'G', 'EY2', 'T']","['S', 'AH', 'P', 'ER', 'G', 'EY', 'T']",7
6864,possialing,"['P', 'AA1', 'SH', 'IY0', 'L', 'AE2', 'NG']","['P', 'AA', 'SH', 'IY', 'L', 'AE', 'NG']",7
6867,bireloped,"['B', 'AY1', 'R', 'L', 'AH0', 'P', 'T']","['B', 'AY', 'R', 'L', 'AH', 'P', 'T']",7
6875,penstrow,"['P', 'EH1', 'N', 'S', 'T', 'R', 'OW0']","['P', 'EH', 'N', 'S', 'T', 'R', 'OW']",7
6882,newsuated,"['N', 'UW1', 'Z', 'W', 'EY1', 'T', 'IH0', 'D']","['N', 'UW', 'Z', 'W', 'EY', 'T', 'IH', 'D']",8
6884,preciande,"['P', 'R', 'IY0', 'SH', 'EY1', 'N', 'D']","['P', 'R', 'IY', 'SH', 'EY', 'N', 'D']",7
6885,direarat,"['D', 'AY0', 'R', 'EH1', 'R', 'AH0', 'T']","['D', 'AY', 'R', 'EH', 'R', 'AH', 'T']",7
6887,agairipal,"['AH0', 'G', 'EH1', 'R', 'AH0', 'P', 'AH0', 'L']","['AH', 'G', 'EH', 'R', 'AH', 'P', 'AH', 'L']",8
6888,artiribed,"['AA1', 'R', 'T', 'AH0', 'B', 'R', 'EH2', 'D']","['AA', 'R', 'T', 'AH', 'B', 'R', 'EH', 'D']",8
6894,desocio,"['D', 'AH0', 'S', 'OW1', 'SH', 'IY0', 'OW0']","['D', 'AH', 'S', 'OW', 'SH', 'IY', 'OW']",7
6904,reatiam,"['R', 'IY1', 'AH0', 'T', 'IY0', 'AH0', 'M']","['R', 'IY', 'AH', 'T', 'IY', 'AH', 'M']",7
6939,millyzste,"['M', 'IH1', 'L', 'IH0', 'S', 'T', 'S']","['M', 'IH', 'L', 'IH', 'S', 'T', 'S']",7
6941,manketa,"['M', 'AE0', 'N', 'K', 'EH1', 'T', 'AH0']","['M', 'AE', 'N', 'K', 'EH', 'T', 'AH']",7
6952,trefflont,"['T', 'R', 'EH1', 'F', 'L', 'AH0', 'N', 'T']","['T', 'R', 'EH', 'F', 'L', 'AH', 'N', 'T']",8
6953,bunnotters,"['B', 'AH1', 'N', 'AH0', 'T', 'ER0', 'Z']","['B', 'AH', 'N', 'AH', 'T', 'ER', 'Z']",7
6956,socura,"['S', 'AH0', 'K', 'Y', 'UH1', 'R', 'AH0']","['S', 'AH', 'K', 'Y', 'UH', 'R', 'AH']",7
6958,refentan,"['R', 'EH1', 'F', 'AH0', 'N', 'T', 'AH0', 'N']","['R', 'EH', 'F', 'AH', 'N', 'T', 'AH', 'N']",8
6963,folitance,"['F', 'OW1', 'L', 'AH0', 'T', 'AH0', 'N', 'S']","['F', 'OW', 'L', 'AH', 'T', 'AH', 'N', 'S']",8
6967,arobliates,"['ER0', 'OW1', 'B', 'L', 'IY0', 'AH0', 'T', 'S']","['ER', 'OW', 'B', 'L', 'IY', 'AH', 'T', 'S']",8
6969,foluted,"['F', 'AH0', 'L', 'UW1', 'T', 'IH0', 'D']","['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']",7
6973,stagnal,"['S', 'T', 'AE1', 'G', 'N', 'AH0', 'L']","['S', 'T', 'AE', 'G', 'N', 'AH', 'L']",7
6987,someholos,"['S', 'AH1', 'M', 'AH0', 'HH', 'OW2', 'L', 'Z']","['S', 'AH', 'M', 'AH', 'HH', 'OW', 'L', 'Z']",8
7003,lookenctio,"['L', 'UW0', 'K', 'EH1', 'N', 'CH', 'IY0']","['L', 'UW', 'K', 'EH', 'N', 'CH', 'IY']",7
7009,millogure,"['M', 'IH1', 'L', 'AH0', 'G', 'R', 'UW0']","['M', 'IH', 'L', 'AH', 'G', 'R', 'UW']",7
7014,sumaider,"['S', 'UW2', 'M', 'AH0', 'D', 'IH1', 'R']","['S', 'UW', 'M', 'AH', 'D', 'IH', 'R']",7
7030,peopents,"['P', 'IY1', 'AH0', 'P', 'AH0', 'N', 'T', 'S']","['P', 'IY', 'AH', 'P', 'AH', 'N', 'T', 'S']",8
7032,indusal,"['IH0', 'N', 'D', 'UW1', 'S', 'AH0', 'L']","['IH', 'N', 'D', 'UW', 'S', 'AH', 'L']",7
7034,invorney,"['IH0', 'N', 'V', 'AO1', 'R', 'N', 'IY0']","['IH', 'N', 'V', 'AO', 'R', 'N', 'IY']",7
7035,brovins,"['B', 'R', 'OW1', 'V', 'IH0', 'N', 'Z']","['B', 'R', 'OW', 'V', 'IH', 'N', 'Z']",7
7050,reficia,"['R', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'N']","['R', 'AH', 'F', 'IH', 'SH', 'AH', 'N']",7
7056,huxice,"['HH', 'AH1', 'Z', 'IH0', 'K', 'AH0', 'S']","['HH', 'AH', 'Z', 'IH', 'K', 'AH', 'S']",7
7058,frimany,"['F', 'R', 'AY1', 'M', 'AH0', 'N', 'IY0']","['F', 'R', 'AY', 'M', 'AH', 'N', 'IY']",7
7066,chandfase,"['CH', 'AE1', 'N', 'D', 'F', 'EY2', 'S']","['CH', 'AE', 'N', 'D', 'F', 'EY', 'S']",7
7067,remancial,"['R', 'IY0', 'M', 'AE1', 'N', 'SH', 'AH0', 'L']","['R', 'IY', 'M', 'AE', 'N', 'SH', 'AH', 'L']",8
7075,suildrow,"['S', 'W', 'IH1', 'L', 'D', 'R', 'OW0']","['S', 'W', 'IH', 'L', 'D', 'R', 'OW']",7
7076,culegord,"['K', 'AH1', 'L', 'IH0', 'G', 'ER0', 'D']","['K', 'AH', 'L', 'IH', 'G', 'ER', 'D']",7
7091,deporic,"['D', 'IH0', 'P', 'AO1', 'R', 'IH0', 'K']","['D', 'IH', 'P', 'AO', 'R', 'IH', 'K']",7
7100,litzpaphy,"['L', 'IH1', 'T', 'S', 'P', 'AH0', 'N', 'EY2']","['L', 'IH', 'T', 'S', 'P', 'AH', 'N', 'EY']",8
7101,preeciant,"['P', 'R', 'IY0', 'IY1', 'SH', 'AH0', 'N', 'T']","['P', 'R', 'IY', 'IY', 'SH', 'AH', 'N', 'T']",8
7103,turforia,"['T', 'UH0', 'R', 'F', 'AO1', 'R', 'IY0', 'AH0']","['T', 'UH', 'R', 'F', 'AO', 'R', 'IY', 'AH']",8
7104,publissic,"['P', 'AH0', 'B', 'L', 'IH1', 'S', 'IH0', 'K']","['P', 'AH', 'B', 'L', 'IH', 'S', 'IH', 'K']",8
7107,austeming,"['AW1', 'S', 'T', 'IH0', 'M', 'IH0', 'NG']","['AW', 'S', 'T', 'IH', 'M', 'IH', 'NG']",7
7109,fampted,"['F', 'AE1', 'M', 'P', 'T', 'AH0', 'D']","['F', 'AE', 'M', 'P', 'T', 'AH', 'D']",7
7117,menefla,"['M', 'EH1', 'N', 'IH0', 'F', 'L', 'AH0']","['M', 'EH', 'N', 'IH', 'F', 'L', 'AH']",7
7118,romparch,"['R', 'AA1', 'M', 'P', 'AA2', 'R', 'CH']","['R', 'AA', 'M', 'P', 'AA', 'R', 'CH']",7
7125,galkint,"['G', 'AE1', 'L', 'K', 'IH0', 'N', 'T']","['G', 'AE', 'L', 'K', 'IH', 'N', 'T']",7
7131,banawar,"['B', 'AE1', 'N', 'AH0', 'W', 'AA2', 'R']","['B', 'AE', 'N', 'AH', 'W', 'AA', 'R']",7
7157,simpanced,"['S', 'IH0', 'M', 'P', 'AE1', 'N', 'S', 'T']","['S', 'IH', 'M', 'P', 'AE', 'N', 'S', 'T']",8
7162,calific,"['K', 'AH0', 'L', 'IH1', 'F', 'IH0', 'K']","['K', 'AH', 'L', 'IH', 'F', 'IH', 'K']",7
7163,befluding,"['B', 'IH0', 'F', 'L', 'AH1', 'F', 'IH0', 'NG']","['B', 'IH', 'F', 'L', 'AH', 'F', 'IH', 'NG']",8
7187,locura,"['L', 'OW0', 'K', 'Y', 'UH1', 'R', 'AH0']","['L', 'OW', 'K', 'Y', 'UH', 'R', 'AH']",7
7192,cruivided,"['K', 'R', 'UW1', 'IH0', 'V', 'D', 'AE2', 'D']","['K', 'R', 'UW', 'IH', 'V', 'D', 'AE', 'D']",8
7203,pleatiogin,"['P', 'L', 'IY0', 'T', 'AY1', 'JH', 'AH0', 'N']","['P', 'L', 'IY', 'T', 'AY', 'JH', 'AH', 'N']",8
7224,ingething,"['IH1', 'NG', 'G', 'IH0', 'TH', 'IH0', 'NG']","['IH', 'NG', 'G', 'IH', 'TH', 'IH', 'NG']",7
7226,opporion,"['AH0', 'P', 'AO1', 'R', 'IY0', 'AH0', 'N']","['AH', 'P', 'AO', 'R', 'IY', 'AH', 'N']",7
7228,wribersion,"['R', 'IH1', 'B', 'ER0', 'SH', 'AH0', 'N']","['R', 'IH', 'B', 'ER', 'SH', 'AH', 'N']",7
7230,trusitured,"['T', 'R', 'UW1', 'Z', 'IH0', 'T', 'ER0', 'D']","['T', 'R', 'UW', 'Z', 'IH', 'T', 'ER', 'D']",8
7241,unitile,"['Y', 'UW1', 'N', 'AH0', 'T', 'AH0', 'L']","['Y', 'UW', 'N', 'AH', 'T', 'AH', 'L']",7
7261,sintramed,"['S', 'IH1', 'N', 'T', 'R', 'AH0', 'M', 'D']","['S', 'IH', 'N', 'T', 'R', 'AH', 'M', 'D']",8
7263,publity,"['P', 'AH1', 'B', 'L', 'IH0', 'T', 'IY0']","['P', 'AH', 'B', 'L', 'IH', 'T', 'IY']",7
7274,fistroon,"['F', 'IH1', 'S', 'T', 'R', 'UW2', 'N']","['F', 'IH', 'S', 'T', 'R', 'UW', 'N']",7
7279,clakeyores,"['K', 'L', 'EY1', 'K', 'Y', 'ER0', 'Z']","['K', 'L', 'EY', 'K', 'Y', 'ER', 'Z']",7
7285,pupporation,"['P', 'AH1', 'P', 'ER0', 'EY2', 'SH', 'AH0', 'N']","['P', 'AH', 'P', 'ER', 'EY', 'SH', 'AH', 'N']",8
7297,issembeare,"['IH0', 'S', 'IY0', 'M', 'B', 'EH1', 'R', 'IY0']","['IH', 'S', 'IY', 'M', 'B', 'EH', 'R', 'IY']",8
7301,tragnmen,"['T', 'R', 'AE1', 'G', 'N', 'M', 'AH0', 'N']","['T', 'R', 'AE', 'G', 'N', 'M', 'AH', 'N']",8
7304,witherdam,"['W', 'IH1', 'TH', 'ER0', 'D', 'AE2', 'M']","['W', 'IH', 'TH', 'ER', 'D', 'AE', 'M']",7
7305,faturance,"['F', 'EY1', 'CH', 'ER0', 'EY2', 'N', 'Z']","['F', 'EY', 'CH', 'ER', 'EY', 'N', 'Z']",7
7309,postome,"['P', 'OW0', 'S', 'T', 'OW1', 'M', 'IY0']","['P', 'OW', 'S', 'T', 'OW', 'M', 'IY']",7
7311,especin,"['EH1', 'S', 'P', 'AH0', 'S', 'AH0', 'N']","['EH', 'S', 'P', 'AH', 'S', 'AH', 'N']",7
7314,enabously,"['IH0', 'N', 'AE1', 'B', 'AH0', 'S', 'L', 'IY0']","['IH', 'N', 'AE', 'B', 'AH', 'S', 'L', 'IY']",8
7316,foluted,"['F', 'AH0', 'L', 'UW1', 'T', 'IH0', 'D']","['F', 'AH', 'L', 'UW', 'T', 'IH', 'D']",7
7323,reackests,"['R', 'IY1', 'K', 'AH0', 'S', 'T', 'S']","['R', 'IY', 'K', 'AH', 'S', 'T', 'S']",7
7329,chrocully,"['K', 'R', 'OW1', 'K', 'L', 'Y', 'UW2']","['K', 'R', 'OW', 'K', 'L', 'Y', 'UW']",7
7332,ratable,"['R', 'AE1', 'T', 'AH0', 'B', 'AH0', 'L']","['R', 'AE', 'T', 'AH', 'B', 'AH', 'L']",7
7334,thricited,"['TH', 'R', 'IH1', 'S', 'AH0', 'T', 'AH0', 'D']","['TH', 'R', 'IH', 'S', 'AH', 'T', 'AH', 'D']",8
7343,saturnment,"['S', 'AE1', 'T', 'ER0', 'N', 'AH2', 'M', 'T']","['S', 'AE', 'T', 'ER', 'N', 'AH', 'M', 'T']",8
7348,pollacter,"['P', 'AH0', 'L', 'AE1', 'K', 'T', 'ER0']","['P', 'AH', 'L', 'AE', 'K', 'T', 'ER']",7
7352,lantrook,"['L', 'AE1', 'N', 'T', 'R', 'UH2', 'K']","['L', 'AE', 'N', 'T', 'R', 'UH', 'K']",7
7353,ameryonely,"['AE2', 'M', 'ER0', 'IY0', 'N', 'OW1', 'L', 'IY0']","['AE', 'M', 'ER', 'IY', 'N', 'OW', 'L', 'IY']",8
7355,featercies,"['F', 'IY1', 'T', 'ER0', 'SH', 'IY0', 'Z']","['F', 'IY', 'T', 'ER', 'SH', 'IY', 'Z']",7
7358,telpets,"['T', 'EH1', 'L', 'P', 'AH0', 'T', 'S']","['T', 'EH', 'L', 'P', 'AH', 'T', 'S']",7
7397,honthwed,"['HH', 'AA1', 'N', 'TH', 'W', 'EH0', 'D']","['HH', 'AA', 'N', 'TH', 'W', 'EH', 'D']",7
7400,winists,"['W', 'IH1', 'N', 'IH0', 'S', 'T', 'S']","['W', 'IH', 'N', 'IH', 'S', 'T', 'S']",7
7402,ownerel,"['OW0', 'N', 'W', 'EH1', 'R', 'AH0', 'L']","['OW', 'N', 'W', 'EH', 'R', 'AH', 'L']",7
7404,feduses,"['F', 'EH1', 'D', 'Y', 'UW0', 'Z', 'IH0', 'Z']","['F', 'EH', 'D', 'Y', 'UW', 'Z', 'IH', 'Z']",8
7406,killeraties,"['K', 'IH1', 'L', 'ER0', 'AH0', 'T', 'IY0', 'Z']","['K', 'IH', 'L', 'ER', 'AH', 'T', 'IY', 'Z']",8
7427,varseques,"['V', 'AA1', 'R', 'S', 'K', 'Y', 'UW2', 'Z']","['V', 'AA', 'R', 'S', 'K', 'Y', 'UW', 'Z']",8
7439,repantan,"['R', 'IY0', 'P', 'AE1', 'N', 'T', 'AH0', 'N']","['R', 'IY', 'P', 'AE', 'N', 'T', 'AH', 'N']",8
7451,histavored,"['HH', 'IH0', 'S', 'T', 'EY1', 'V', 'ER0', 'D']","['HH', 'IH', 'S', 'T', 'EY', 'V', 'ER', 'D']",8
7455,havocial,"['HH', 'AH0', 'V', 'OW1', 'SH', 'AH0', 'L']","['HH', 'AH', 'V', 'OW', 'SH', 'AH', 'L']",7
7459,bresitive,"['B', 'R', 'EH1', 'S', 'IH0', 'T', 'IH0', 'V']","['B', 'R', 'EH', 'S', 'IH', 'T', 'IH', 'V']",8
7484,thivated,"['TH', 'AY1', 'V', 'AH0', 'T', 'IH0', 'D']","['TH', 'AY', 'V', 'AH', 'T', 'IH', 'D']",7
7487,afrivin,"['AE1', 'F', 'R', 'IH0', 'V', 'IH0', 'N']","['AE', 'F', 'R', 'IH', 'V', 'IH', 'N']",7
7500,valmone,"['V', 'AA0', 'L', 'M', 'OW1', 'N', 'IY0']","['V', 'AA', 'L', 'M', 'OW', 'N', 'IY']",7
7506,squipmer,"['S', 'K', 'W', 'IH1', 'P', 'M', 'ER0']","['S', 'K', 'W', 'IH', 'P', 'M', 'ER']",7
7529,instrams,"['IH1', 'N', 'S', 'T', 'R', 'AE2', 'M', 'Z']","['IH', 'N', 'S', 'T', 'R', 'AE', 'M', 'Z']",8
7533,buitines,"['B', 'Y', 'UW1', 'T', 'IY2', 'N', 'Z']","['B', 'Y', 'UW', 'T', 'IY', 'N', 'Z']",7
7537,sysernape,"['S', 'AY1', 'Z', 'R', 'AH0', 'N', 'EY2', 'P']","['S', 'AY', 'Z', 'R', 'AH', 'N', 'EY', 'P']",8
7539,camironed,"['K', 'AE1', 'M', 'AH0', 'R', 'OW2', 'N', 'D']","['K', 'AE', 'M', 'AH', 'R', 'OW', 'N', 'D']",8
7549,medeptige,"['M', 'EH1', 'D', 'AH0', 'P', 'T', 'AY2', 'G']","['M', 'EH', 'D', 'AH', 'P', 'T', 'AY', 'G']",8
7552,bethersion,"['B', 'EH1', 'DH', 'ER0', 'S', 'IY0', 'AH0', 'N']","['B', 'EH', 'DH', 'ER', 'S', 'IY', 'AH', 'N']",8
7554,higetionshi,"['HH', 'AY2', 'JH', 'IH0', 'SH', 'IY1', 'N', 'IY0']","['HH', 'AY', 'JH', 'IH', 'SH', 'IY', 'N', 'IY']",8
7558,carbably,"['K', 'AA1', 'R', 'B', 'AH0', 'B', 'L', 'IY0']","['K', 'AA', 'R', 'B', 'AH', 'B', 'L', 'IY']",8
7572,geternood,"['G', 'EH1', 'T', 'ER0', 'N', 'UH2', 'D']","['G', 'EH', 'T', 'ER', 'N', 'UH', 'D']",7
7579,howervists,"['HH', 'AW1', 'ER0', 'V', 'IH0', 'S', 'T', 'S']","['HH', 'AW', 'ER', 'V', 'IH', 'S', 'T', 'S']",8
7584,kailestes,"['K', 'AY0', 'L', 'EH1', 'S', 'T', 'AH0', 'S']","['K', 'AY', 'L', 'EH', 'S', 'T', 'AH', 'S']",8
7589,anywarm,"['EH1', 'N', 'Y', 'W', 'AO2', 'R', 'AH0', 'M']","['EH', 'N', 'Y', 'W', 'AO', 'R', 'AH', 'M']",8
7612,alcordly,"['AE1', 'L', 'K', 'ER0', 'D', 'L', 'IY0']","['AE', 'L', 'K', 'ER', 'D', 'L', 'IY']",7
7631,famingic,"['F', 'AH0', 'M', 'IH1', 'NG', 'G', 'IH0', 'K']","['F', 'AH', 'M', 'IH', 'NG', 'G', 'IH', 'K']",8
7647,preatruce,"['P', 'R', 'IY1', 'T', 'R', 'AH0', 'S']","['P', 'R', 'IY', 'T', 'R', 'AH', 'S']",7
7649,cheryons,"['CH', 'EH1', 'R', 'IY0', 'AH0', 'N', 'Z']","['CH', 'EH', 'R', 'IY', 'AH', 'N', 'Z']",7
7652,takinams,"['T', 'AE1', 'K', 'IH0', 'N', 'AE2', 'M', 'Z']","['T', 'AE', 'K', 'IH', 'N', 'AE', 'M', 'Z']",8
7653,epinkeran,"['IH0', 'P', 'IH1', 'NG', 'K', 'ER0', 'AH0', 'N']","['IH', 'P', 'IH', 'NG', 'K', 'ER', 'AH', 'N']",8
7662,sponomy,"['S', 'P', 'AA1', 'N', 'AH0', 'M', 'IY0']","['S', 'P', 'AA', 'N', 'AH', 'M', 'IY']",7
7674,laspeles,"['L', 'AH0', 'S', 'P', 'IY1', 'L', 'Z']","['L', 'AH', 'S', 'P', 'IY', 'L', 'Z']",7
7678,sennicant,"['S', 'EH1', 'N', 'IH0', 'K', 'AH0', 'N', 'T']","['S', 'EH', 'N', 'IH', 'K', 'AH', 'N', 'T']",8
7680,somemable,"['S', 'AH1', 'M', 'AH0', 'M', 'B', 'AH0', 'L']","['S', 'AH', 'M', 'AH', 'M', 'B', 'AH', 'L']",8
7682,obselopme,"['AA1', 'B', 'S', 'AH0', 'L', 'AH0', 'M']","['AA', 'B', 'S', 'AH', 'L', 'AH', 'M']",7
7685,misabacy,"['M', 'IH0', 'S', 'AE1', 'B', 'AH0', 'S', 'IY0']","['M', 'IH', 'S', 'AE', 'B', 'AH', 'S', 'IY']",8
7688,movends,"['M', 'UW1', 'V', 'N', 'EH0', 'D', 'Z']","['M', 'UW', 'V', 'N', 'EH', 'D', 'Z']",7
7689,typitimed,"['T', 'IH1', 'P', 'AH0', 'T', 'AY2', 'M', 'D']","['T', 'IH', 'P', 'AH', 'T', 'AY', 'M', 'D']",8
7699,thaninent,"['TH', 'AE1', 'N', 'IH0', 'N', 'AH0', 'N', 'T']","['TH', 'AE', 'N', 'IH', 'N', 'AH', 'N', 'T']",8
7717,undleging,"['AH0', 'N', 'D', 'EH1', 'L', 'IH0', 'NG']","['AH', 'N', 'D', 'EH', 'L', 'IH', 'NG']",7
7726,factishes,"['F', 'AE1', 'K', 'T', 'IH0', 'SH', 'IH0', 'Z']","['F', 'AE', 'K', 'T', 'IH', 'SH', 'IH', 'Z']",8
7734,univent,"['Y', 'UW1', 'N', 'AH0', 'V', 'EH2', 'N', 'T']","['Y', 'UW', 'N', 'AH', 'V', 'EH', 'N', 'T']",8
7735,staricia,"['S', 'T', 'ER0', 'IH1', 'SH', 'IY0', 'AH0']","['S', 'T', 'ER', 'IH', 'SH', 'IY', 'AH']",7
7748,figimums,"['F', 'IH1', 'G', 'AH0', 'M', 'AH0', 'S']","['F', 'IH', 'G', 'AH', 'M', 'AH', 'S']",7
7749,stagnom,"['S', 'T', 'AE1', 'G', 'M', 'AH0', 'N']","['S', 'T', 'AE', 'G', 'M', 'AH', 'N']",7
7765,agrects,"['AH0', 'G', 'R', 'EH1', 'T', 'S', 'K']","['AH', 'G', 'R', 'EH', 'T', 'S', 'K']",7
7769,preakdo,"['P', 'R', 'IY1', 'K', 'AA1', 'D', 'OW0']","['P', 'R', 'IY', 'K', 'AA', 'D', 'OW']",7
7772,studitiol,"['S', 'T', 'AH0', 'D', 'IH1', 'SH', 'AH0', 'L']","['S', 'T', 'AH', 'D', 'IH', 'SH', 'AH', 'L']",8
7773,ciremach,"['S', 'IH1', 'R', 'AH0', 'M', 'IH0', 'K']","['S', 'IH', 'R', 'AH', 'M', 'IH', 'K']",7
7788,folonique,"['F', 'AA1', 'L', 'AH0', 'N', 'IH0', 'K']","['F', 'AA', 'L', 'AH', 'N', 'IH', 'K']",7
7796,hyphaelf,"['HH', 'AY1', 'F', 'AH0', 'L', 'EH0', 'F']","['HH', 'AY', 'F', 'AH', 'L', 'EH', 'F']",7
7829,mollensive,"['M', 'AA1', 'L', 'IH0', 'N', 'S', 'AH0', 'S']","['M', 'AA', 'L', 'IH', 'N', 'S', 'AH', 'S']",8
7830,sigregers,"['S', 'IH1', 'G', 'R', 'EH2', 'JH', 'ER0', 'Z']","['S', 'IH', 'G', 'R', 'EH', 'JH', 'ER', 'Z']",8
7854,disaphop,"['D', 'IH1', 'S', 'AH0', 'P', 'AA2', 'F']","['D', 'IH', 'S', 'AH', 'P', 'AA', 'F']",7
7861,direarent,"['D', 'AY1', 'R', 'ER0', 'AH0', 'N', 'T']","['D', 'AY', 'R', 'ER', 'AH', 'N', 'T']",7
7873,littectly,"['L', 'IH1', 'T', 'IH0', 'K', 'T', 'L', 'IY0']","['L', 'IH', 'T', 'IH', 'K', 'T', 'L', 'IY']",8
7878,cametly,"['K', 'AE1', 'M', 'AH0', 'T', 'L', 'IY0']","['K', 'AE', 'M', 'AH', 'T', 'L', 'IY']",7
