,Word,Phonemes,No Stress,Length
8237,peoppapers,"['P', 'IY2', 'P', 'AO1', 'P', 'ER0', 'Z']","['P', 'IY', 'P', 'AO', 'P', 'ER', 'Z']",7
8238,populaines,"['P', 'AA1', 'P', 'Y', 'AH0', 'L', 'EY2', 'N', 'Z']","['P', 'AA', 'P', 'Y', 'AH', 'L', 'EY', 'N', 'Z']",9
8239,frivel,"['F', 'R', 'IH1', 'V', 'AH0', 'L']","['F', 'R', 'IH', 'V', 'AH', 'L']",6
8240,adminsonate,"['AE0', 'D', 'M', 'IH1', 'N', 'AH0', 'S', 'EY2', 'T']","['AE', 'D', 'M', 'IH', 'N', 'AH', 'S', 'EY', 'T']",9
8241,issidess,"['IH1', 'S', 'AH0', 'D', 'AH0', 'S']","['IH', 'S', 'AH', 'D', 'AH', 'S']",6
8246,liffector,"['L', 'IH0', 'F', 'K', 'EH1', 'T', 'ER0']","['L', 'IH', 'F', 'K', 'EH', 'T', 'ER']",7
8247,tervion,"['T', 'EH1', 'R', 'V', 'IY0', 'AH0', 'N']","['T', 'EH', 'R', 'V', 'IY', 'AH', 'N']",7
8250,innough,"['IH0', 'N', 'AW1']","['IH', 'N', 'AW']",3
8251,finution,"['F', 'IH0', 'N', 'AH1', 'SH', 'AH0', 'N']","['F', 'IH', 'N', 'AH', 'SH', 'AH', 'N']",7
8252,clidge,"['K', 'L', 'IH1', 'JH']","['K', 'L', 'IH', 'JH']",4
8253,cerbure,"['CH', 'ER1', 'B', 'ER0']","['CH', 'ER', 'B', 'ER']",4
8255,embroution,"['EH0', 'M', 'B', 'R', 'UW1', 'SH', 'AH0', 'N']","['EH', 'M', 'B', 'R', 'UW', 'SH', 'AH', 'N']",8
8258,activing,"['AE1', 'K', 'T', 'IH0', 'V', 'IH0', 'NG']","['AE', 'K', 'T', 'IH', 'V', 'IH', 'NG']",7
8261,winispor,"['W', 'IH1', 'N', 'Z', 'P', 'AO2', 'R']","['W', 'IH', 'N', 'Z', 'P', 'AO', 'R']",7
8262,everible,"['EH1', 'V', 'ER0', 'AH0', 'B', 'AH0', 'L']","['EH', 'V', 'ER', 'AH', 'B', 'AH', 'L']",7
8269,bassany,"['B', 'AE1', 'S', 'AH0', 'N', 'IY0']","['B', 'AE', 'S', 'AH', 'N', 'IY']",6
8271,incomised,"['IH0', 'N', 'K', 'AH0', 'M', 'Y', 'UW1', 'Z', 'D']","['IH', 'N', 'K', 'AH', 'M', 'Y', 'UW', 'Z', 'D']",9
8272,amooting,"['AH0', 'M', 'UW1', 'T', 'IH0', 'NG']","['AH', 'M', 'UW', 'T', 'IH', 'NG']",6
8277,cabrific,"['K', 'AH0', 'B', 'R', 'IH1', 'F', 'IH0', 'K']","['K', 'AH', 'B', 'R', 'IH', 'F', 'IH', 'K']",8
8279,locure,"['L', 'OW1', 'K', 'Y', 'ER0']","['L', 'OW', 'K', 'Y', 'ER']",5
8282,pormently,"['P', 'AO1', 'R', 'M', 'AH0', 'N', 'T', 'L', 'IY0']","['P', 'AO', 'R', 'M', 'AH', 'N', 'T', 'L', 'IY']",9
8283,hitteve,"['HH', 'IH0', 'T', 'IY1', 'V']","['HH', 'IH', 'T', 'IY', 'V']",5
8284,achooliste,"['AH0', 'K', 'UW1', 'SH', 'AH0', 'L', 'T', 'S']","['AH', 'K', 'UW', 'SH', 'AH', 'L', 'T', 'S']",8
8285,pignest,"['P', 'IH1', 'G', 'N', 'AH0', 'S', 'T']","['P', 'IH', 'G', 'N', 'AH', 'S', 'T']",7
8288,toweved,"['T', 'AH0', 'V', 'EH1', 'D']","['T', 'AH', 'V', 'EH', 'D']",5
8290,fillably,"['F', 'IH1', 'L', 'AH0', 'B', 'L', 'IY0']","['F', 'IH', 'L', 'AH', 'B', 'L', 'IY']",7
8293,tragership,"['T', 'R', 'AE1', 'G', 'ER0', 'SH', 'IH2', 'P']","['T', 'R', 'AE', 'G', 'ER', 'SH', 'IH', 'P']",8
8295,disinar,"['D', 'IH0', 'S', 'IH0', 'N', 'AA1', 'R']","['D', 'IH', 'S', 'IH', 'N', 'AA', 'R']",7
8296,enraneted,"['EH0', 'N', 'R', 'AE1', 'N', 'AH0', 'T', 'AH0', 'D']","['EH', 'N', 'R', 'AE', 'N', 'AH', 'T', 'AH', 'D']",9
8299,perited,"['P', 'EH1', 'R', 'AH0', 'T', 'AH0', 'D']","['P', 'EH', 'R', 'AH', 'T', 'AH', 'D']",7
8306,rumplete,"['R', 'AH1', 'M', 'P', 'L', 'AH0', 'T']","['R', 'AH', 'M', 'P', 'L', 'AH', 'T']",7
8310,asselemen,"['AH0', 'S', 'EH1', 'L', 'AH0', 'M', 'AH0', 'N']","['AH', 'S', 'EH', 'L', 'AH', 'M', 'AH', 'N']",8
8311,togences,"['T', 'AH0', 'JH', 'EH1', 'S', 'AH0', 'N', 'S']","['T', 'AH', 'JH', 'EH', 'S', 'AH', 'N', 'S']",8
8315,dearliary,"['D', 'ER1', 'L', 'IY0', 'ER0', 'IY0']","['D', 'ER', 'L', 'IY', 'ER', 'IY']",6
8316,primants,"['P', 'R', 'AY1', 'M', 'AH0', 'N', 'T', 'S']","['P', 'R', 'AY', 'M', 'AH', 'N', 'T', 'S']",8
8318,nottied,"['N', 'AA1', 'T', 'IY0', 'D']","['N', 'AA', 'T', 'IY', 'D']",5
8321,implager,"['IH0', 'M', 'P', 'L', 'AE1', 'G', 'ER0']","['IH', 'M', 'P', 'L', 'AE', 'G', 'ER']",7
8322,outural,"['UW0', 'T', 'UH1', 'R', 'AH0', 'L']","['UW', 'T', 'UH', 'R', 'AH', 'L']",6
8323,pinisty,"['P', 'IH1', 'N', 'IH0', 'S', 'T', 'IY0']","['P', 'IH', 'N', 'IH', 'S', 'T', 'IY']",7
8327,fatury,"['F', 'AE1', 'CH', 'ER0', 'IY0']","['F', 'AE', 'CH', 'ER', 'IY']",5
8328,lisside,"['L', 'IH1', 'S', 'AY0', 'D']","['L', 'IH', 'S', 'AY', 'D']",5
8333,bighlin,"['B', 'IH1', 'G', 'L', 'IH0', 'N']","['B', 'IH', 'G', 'L', 'IH', 'N']",6
8337,refortal,"['R', 'IH0', 'F', 'AO1', 'R', 'T', 'AH0', 'L']","['R', 'IH', 'F', 'AO', 'R', 'T', 'AH', 'L']",8
8339,guarce,"['G', 'AA1', 'R', 'S']","['G', 'AA', 'R', 'S']",4
8341,expable,"['IH0', 'K', 'S', 'P', 'AE1', 'B', 'AH0', 'L']","['IH', 'K', 'S', 'P', 'AE', 'B', 'AH', 'L']",8
8343,febural,"['F', 'EH1', 'B', 'Y', 'AH0', 'L', 'ER0']","['F', 'EH', 'B', 'Y', 'AH', 'L', 'ER']",7
8345,accumptive,"['AH0', 'K', 'AH1', 'M', 'P', 'T', 'IH0', 'V']","['AH', 'K', 'AH', 'M', 'P', 'T', 'IH', 'V']",8
8346,tratent,"['T', 'R', 'EY1', 'T', 'AH0', 'N', 'T']","['T', 'R', 'EY', 'T', 'AH', 'N', 'T']",7
8347,thilic,"['TH', 'IH1', 'L', 'IH0', 'K']","['TH', 'IH', 'L', 'IH', 'K']",5
8349,beforder,"['B', 'IH0', 'F', 'AO1', 'R', 'D', 'ER0']","['B', 'IH', 'F', 'AO', 'R', 'D', 'ER']",7
8352,marlitan,"['M', 'AA1', 'R', 'L', 'AH0', 'T', 'AH0', 'N']","['M', 'AA', 'R', 'L', 'AH', 'T', 'AH', 'N']",8
8354,lacups,"['L', 'EY1', 'K', 'AH0', 'P', 'S']","['L', 'EY', 'K', 'AH', 'P', 'S']",6
8357,decoribers,"['D', 'IH0', 'K', 'AO1', 'R', 'IH0', 'B', 'Z']","['D', 'IH', 'K', 'AO', 'R', 'IH', 'B', 'Z']",8
8358,dismenes,"['D', 'IH1', 'S', 'M', 'AH0', 'N', 'Z']","['D', 'IH', 'S', 'M', 'AH', 'N', 'Z']",7
8360,orgualt,"['AO1', 'R', 'G', 'W', 'AH0', 'T', 'AH0', 'L']","['AO', 'R', 'G', 'W', 'AH', 'T', 'AH', 'L']",8
8363,writession,"['R', 'IH0', 'T', 'EH1', 'S', 'SH', 'AH0', 'N']","['R', 'IH', 'T', 'EH', 'S', 'SH', 'AH', 'N']",8
8364,reliker,"['R', 'IH0', 'L', 'IH1', 'K', 'ER0']","['R', 'IH', 'L', 'IH', 'K', 'ER']",6
8371,becust,"['B', 'EH1', 'K', 'AH0', 'S', 'T']","['B', 'EH', 'K', 'AH', 'S', 'T']",6
8372,bacaust,"['B', 'EY1', 'K', 'AW2', 'S', 'T']","['B', 'EY', 'K', 'AW', 'S', 'T']",6
8373,outuarate,"['AW2', 'T', 'Y', 'UW0', 'AE1', 'R', 'Y', 'AH0', 'T']","['AW', 'T', 'Y', 'UW', 'AE', 'R', 'Y', 'AH', 'T']",9
8374,lescluth,"['L', 'EH1', 'S', 'K', 'L', 'UW0', 'TH']","['L', 'EH', 'S', 'K', 'L', 'UW', 'TH']",7
8375,schoolishmen,"['SH', 'UW1', 'L', 'IH0', 'SH', 'M', 'AH0', 'N']","['SH', 'UW', 'L', 'IH', 'SH', 'M', 'AH', 'N']",8
8377,folcomence,"['F', 'OW1', 'L', 'K', 'AH0', 'M', 'AH0', 'N', 'S']","['F', 'OW', 'L', 'K', 'AH', 'M', 'AH', 'N', 'S']",9
8380,purraction,"['P', 'ER0', 'R', 'EY1', 'K', 'SH', 'AH0', 'N']","['P', 'ER', 'R', 'EY', 'K', 'SH', 'AH', 'N']",8
8381,thinington,"['TH', 'IH1', 'N', 'IH0', 'NG', 'T', 'AH0', 'N']","['TH', 'IH', 'N', 'IH', 'NG', 'T', 'AH', 'N']",8
8382,staract,"['S', 'T', 'AA1', 'R', 'AE0', 'K', 'T']","['S', 'T', 'AA', 'R', 'AE', 'K', 'T']",7
8385,onerat,"['OW0', 'N', 'ER1', 'AH0', 'T']","['OW', 'N', 'ER', 'AH', 'T']",5
8390,tictock,"['T', 'IH1', 'T', 'K', 'AH0', 'K']","['T', 'IH', 'T', 'K', 'AH', 'K']",6
8396,sudres,"['S', 'UW1', 'D', 'R', 'AH0', 'S']","['S', 'UW', 'D', 'R', 'AH', 'S']",6
8398,possian,"['P', 'AA1', 'SH', 'IY0', 'AH0', 'N']","['P', 'AA', 'SH', 'IY', 'AH', 'N']",6
8399,heaptiance,"['HH', 'IY1', 'P', 'T', 'IY0', 'AH0', 'N', 'S']","['HH', 'IY', 'P', 'T', 'IY', 'AH', 'N', 'S']",8
8403,cervided,"['S', 'ER1', 'V', 'AH0', 'D', 'IH0', 'D']","['S', 'ER', 'V', 'AH', 'D', 'IH', 'D']",7
8412,shocely,"['SH', 'OW1', 'S', 'L', 'IY0']","['SH', 'OW', 'S', 'L', 'IY']",5
8414,syrectic,"['S', 'AY0', 'R', 'EH1', 'T', 'IH0', 'K']","['S', 'AY', 'R', 'EH', 'T', 'IH', 'K']",7
8415,comeding,"['K', 'AH0', 'M', 'EH1', 'D', 'IH0', 'NG']","['K', 'AH', 'M', 'EH', 'D', 'IH', 'NG']",7
8417,sunigh,"['S', 'UW1', 'N', 'IH0', 'G']","['S', 'UW', 'N', 'IH', 'G']",5
8420,agailan,"['AE1', 'G', 'AH0', 'L', 'EY2', 'N']","['AE', 'G', 'AH', 'L', 'EY', 'N']",6
8422,reproon,"['R', 'IY0', 'P', 'R', 'UW1', 'N']","['R', 'IY', 'P', 'R', 'UW', 'N']",6
8424,dourselvely,"['D', 'AO1', 'R', 'S', 'AH0', 'L', 'V', 'IH2', 'L']","['D', 'AO', 'R', 'S', 'AH', 'L', 'V', 'IH', 'L']",9
8425,agaimum,"['AH0', 'G', 'EY1', 'M', 'AH0', 'M']","['AH', 'G', 'EY', 'M', 'AH', 'M']",6
8427,apposs,"['AH0', 'P', 'AO1', 'S']","['AH', 'P', 'AO', 'S']",4
8428,scienday,"['S', 'IY1', 'AH0', 'N', 'D', 'EY2']","['S', 'IY', 'AH', 'N', 'D', 'EY']",6
8430,updategy,"['AH0', 'P', 'D', 'AE1', 'T', 'IH0', 'JH', 'IY0']","['AH', 'P', 'D', 'AE', 'T', 'IH', 'JH', 'IY']",8
8432,enotemate,"['IH0', 'N', 'EH1', 'T', 'AH0', 'M', 'EY2', 'T']","['IH', 'N', 'EH', 'T', 'AH', 'M', 'EY', 'T']",8
8433,recough,"['R', 'IY1', 'K', 'AW0']","['R', 'IY', 'K', 'AW']",4
8438,lostries,"['L', 'AA1', 'S', 'T', 'R', 'IY0', 'Z']","['L', 'AA', 'S', 'T', 'R', 'IY', 'Z']",7
8440,prodby,"['P', 'R', 'AA1', 'D', 'B', 'IY0']","['P', 'R', 'AA', 'D', 'B', 'IY']",6
8441,perthwhed,"['P', 'ER1', 'TH', 'W', 'IH0', 'D']","['P', 'ER', 'TH', 'W', 'IH', 'D']",6
8442,sachaelf,"['S', 'AH0', 'CH', 'EY1', 'L', 'F']","['S', 'AH', 'CH', 'EY', 'L', 'F']",6
8445,conermate,"['K', 'OW1', 'N', 'ER0', 'M', 'EY2', 'T']","['K', 'OW', 'N', 'ER', 'M', 'EY', 'T']",7
8447,anoulaing,"['AE1', 'N', 'UW0', 'L', 'EY0', 'N', 'D']","['AE', 'N', 'UW', 'L', 'EY', 'N', 'D']",7
8451,histrup,"['HH', 'IH1', 'S', 'T', 'R', 'AH0', 'P']","['HH', 'IH', 'S', 'T', 'R', 'AH', 'P']",7
8457,engistioneur,"['EH0', 'N', 'JH', 'IH1', 'S', 'CH', 'AH0', 'N', 'ER0']","['EH', 'N', 'JH', 'IH', 'S', 'CH', 'AH', 'N', 'ER']",9
8458,saferal,"['S', 'EY1', 'F', 'ER0', 'AH0', 'L']","['S', 'EY', 'F', 'ER', 'AH', 'L']",6
8459,wanfit,"['W', 'AA1', 'N', 'F', 'IH0', 'T']","['W', 'AA', 'N', 'F', 'IH', 'T']",6
8461,uphembled,"['AH1', 'P', 'AH0', 'D', 'L', 'EH1', 'M', 'D']","['AH', 'P', 'AH', 'D', 'L', 'EH', 'M', 'D']",8
8463,wherarced,"['W', 'ER0', 'AA1', 'R', 'S', 'T']","['W', 'ER', 'AA', 'R', 'S', 'T']",6
8464,acture,"['AE1', 'K', 'CH', 'ER0']","['AE', 'K', 'CH', 'ER']",4
8465,advioneys,"['AE0', 'D', 'V', 'AY1', 'AH0', 'N', 'IY0', 'Z']","['AE', 'D', 'V', 'AY', 'AH', 'N', 'IY', 'Z']",8
8466,thurse,"['TH', 'ER1', 'S']","['TH', 'ER', 'S']",3
8468,cousional,"['K', 'UW1', 'S', 'IY0', 'AH0', 'N', 'AH0', 'L']","['K', 'UW', 'S', 'IY', 'AH', 'N', 'AH', 'L']",8
8472,limily,"['L', 'IH1', 'M', 'AH0', 'L', 'IY0']","['L', 'IH', 'M', 'AH', 'L', 'IY']",6
8475,modgered,"['M', 'AA1', 'JH', 'ER0', 'D']","['M', 'AA', 'JH', 'ER', 'D']",5
8476,emilins,"['EH1', 'M', 'AH0', 'L', 'AH0', 'N', 'Z']","['EH', 'M', 'AH', 'L', 'AH', 'N', 'Z']",7
8478,infolut,"['IH1', 'N', 'F', 'OW2', 'L', 'T']","['IH', 'N', 'F', 'OW', 'L', 'T']",6
8480,unrectore,"['AH2', 'N', 'R', 'IH0', 'K', 'T', 'AO1', 'R']","['AH', 'N', 'R', 'IH', 'K', 'T', 'AO', 'R']",8
8486,deactiment,"['D', 'IY1', 'K', 'T', 'IH2', 'M', 'AH0', 'N', 'T']","['D', 'IY', 'K', 'T', 'IH', 'M', 'AH', 'N', 'T']",9
8488,dakine,"['D', 'AE1', 'K', 'IY0', 'N']","['D', 'AE', 'K', 'IY', 'N']",5
8489,feetty,"['F', 'IY1', 'T', 'IY0']","['F', 'IY', 'T', 'IY']",4
8492,broggious,"['B', 'R', 'AA1', 'JH', 'IY0', 'AH0', 'S']","['B', 'R', 'AA', 'JH', 'IY', 'AH', 'S']",7
8497,alrelopal,"['AE2', 'L', 'R', 'IH0', 'L', 'AA1', 'P', 'AH0', 'L']","['AE', 'L', 'R', 'IH', 'L', 'AA', 'P', 'AH', 'L']",9
8500,relticipan,"['R', 'IY0', 'L', 'T', 'IH1', 'S', 'P', 'AH0', 'N']","['R', 'IY', 'L', 'T', 'IH', 'S', 'P', 'AH', 'N']",9
8501,nothervated,"['N', 'AA1', 'DH', 'ER0', 'V', 'EY2', 'T', 'IH0', 'D']","['N', 'AA', 'DH', 'ER', 'V', 'EY', 'T', 'IH', 'D']",9
8502,regrace,"['R', 'IH0', 'G', 'R', 'EY1', 'S']","['R', 'IH', 'G', 'R', 'EY', 'S']",6
8504,ethnnes,"['EH1', 'TH', 'N', 'AH0', 'S']","['EH', 'TH', 'N', 'AH', 'S']",5
8509,sharthy,"['SH', 'AA1', 'R', 'TH', 'IY0']","['SH', 'AA', 'R', 'TH', 'IY']",5
8511,brouggly,"['B', 'R', 'AW1', 'G', 'L', 'IY0']","['B', 'R', 'AW', 'G', 'L', 'IY']",6
8512,curiker,"['K', 'Y', 'UH1', 'R', 'IH0', 'K', 'ER0']","['K', 'Y', 'UH', 'R', 'IH', 'K', 'ER']",7
8517,direspa,"['D', 'AY1', 'R', 'S', 'P', 'AA2']","['D', 'AY', 'R', 'S', 'P', 'AA']",6
8519,orderves,"['AO0', 'R', 'D', 'ER1', 'V', 'Z']","['AO', 'R', 'D', 'ER', 'V', 'Z']",6
8522,millinent,"['M', 'IH1', 'L', 'IH0', 'N', 'AH0', 'N', 'T']","['M', 'IH', 'L', 'IH', 'N', 'AH', 'N', 'T']",8
8528,rebrices,"['R', 'IY0', 'B', 'R', 'AY1', 'S', 'AH0', 'Z']","['R', 'IY', 'B', 'R', 'AY', 'S', 'AH', 'Z']",8
8531,powayed,"['P', 'AW1', 'IY0', 'D']","['P', 'AW', 'IY', 'D']",4
8535,shethage,"['SH', 'EH1', 'TH', 'IH0', 'JH']","['SH', 'EH', 'TH', 'IH', 'JH']",5
8538,ideaten,"['AY0', 'D', 'IY1', 'T', 'AH0', 'N']","['AY', 'D', 'IY', 'T', 'AH', 'N']",6
8543,haptedics,"['HH', 'AE1', 'P', 'T', 'AH0', 'D', 'IH0', 'K', 'S']","['HH', 'AE', 'P', 'T', 'AH', 'D', 'IH', 'K', 'S']",9
8545,brelves,"['B', 'R', 'EH1', 'L', 'V', 'Z']","['B', 'R', 'EH', 'L', 'V', 'Z']",6
8552,cheatown,"['CH', 'IY1', 'T', 'AW2', 'N']","['CH', 'IY', 'T', 'AW', 'N']",5
8553,tragnon,"['T', 'R', 'AE1', 'G', 'N', 'AH0', 'N']","['T', 'R', 'AE', 'G', 'N', 'AH', 'N']",7
8556,outsial,"['AW1', 'T', 'S', 'IY0', 'AH0', 'L']","['AW', 'T', 'S', 'IY', 'AH', 'L']",6
8559,anneummans,"['AH0', 'N', 'UW1', 'M', 'AH0', 'N', 'Z']","['AH', 'N', 'UW', 'M', 'AH', 'N', 'Z']",7
8560,teciousnes,"['T', 'EH1', 'S', 'IY0', 'AH0', 'S', 'N', 'AH0', 'S']","['T', 'EH', 'S', 'IY', 'AH', 'S', 'N', 'AH', 'S']",9
8563,townwhate,"['T', 'AW1', 'N', 'W', 'EY2', 'T']","['T', 'AW', 'N', 'W', 'EY', 'T']",6
8567,remost,"['R', 'IY0', 'M', 'OW1', 'S', 'T']","['R', 'IY', 'M', 'OW', 'S', 'T']",6
8568,misanted,"['M', 'IH0', 'S', 'AE1', 'N', 'T', 'IH0', 'D']","['M', 'IH', 'S', 'AE', 'N', 'T', 'IH', 'D']",8
8573,appliney,"['AH0', 'P', 'L', 'IH1', 'N', 'IY0']","['AH', 'P', 'L', 'IH', 'N', 'IY']",6
8575,norcens,"['N', 'AO1', 'R', 'S', 'AH0', 'N', 'Z']","['N', 'AO', 'R', 'S', 'AH', 'N', 'Z']",7
8576,distion,"['D', 'IH1', 'S', 'T', 'IY0', 'AH0', 'N']","['D', 'IH', 'S', 'T', 'IY', 'AH', 'N']",7
8577,litiout,"['L', 'IH1', 'T', 'Y', 'UW0', 'AH0', 'T']","['L', 'IH', 'T', 'Y', 'UW', 'AH', 'T']",7
8580,vissance,"['V', 'IH1', 'S', 'AH0', 'N', 'S']","['V', 'IH', 'S', 'AH', 'N', 'S']",6
8581,somraged,"['S', 'AA1', 'M', 'R', 'AH0', 'JH', 'D']","['S', 'AA', 'M', 'R', 'AH', 'JH', 'D']",7
8582,nobere,"['N', 'OW1', 'B', 'ER0']","['N', 'OW', 'B', 'ER']",4
8587,heacte,"['HH', 'EH1', 'K', 'T']","['HH', 'EH', 'K', 'T']",4
8589,crapity,"['K', 'R', 'AE1', 'P', 'AH0', 'T', 'IY0']","['K', 'R', 'AE', 'P', 'AH', 'T', 'IY']",7
8590,aillory,"['EY1', 'L', 'ER0', 'IY0']","['EY', 'L', 'ER', 'IY']",4
8595,ferinee,"['F', 'EH1', 'R', 'IY0', 'N', 'IY2']","['F', 'EH', 'R', 'IY', 'N', 'IY']",6
8596,cansided,"['K', 'AE1', 'N', 'Z', 'IH0', 'D', 'IH0', 'D']","['K', 'AE', 'N', 'Z', 'IH', 'D', 'IH', 'D']",8
8599,looducte,"['L', 'UW2', 'D', 'AH1', 'K', 'T']","['L', 'UW', 'D', 'AH', 'K', 'T']",6
8601,deprents,"['D', 'IH0', 'P', 'R', 'EH1', 'N', 'T', 'S']","['D', 'IH', 'P', 'R', 'EH', 'N', 'T', 'S']",8
8602,sollaing,"['S', 'AA1', 'L', 'AH0', 'N', 'IH0', 'NG']","['S', 'AA', 'L', 'AH', 'N', 'IH', 'NG']",7
8604,usabolphy,"['Y', 'UW2', 'S', 'AH0', 'B', 'L', 'OW1', 'F', 'IY0']","['Y', 'UW', 'S', 'AH', 'B', 'L', 'OW', 'F', 'IY']",9
8605,solutived,"['S', 'AH0', 'L', 'UW1', 'T', 'IH0', 'V', 'IH0', 'D']","['S', 'AH', 'L', 'UW', 'T', 'IH', 'V', 'IH', 'D']",9
8606,mussiancy,"['M', 'Y', 'UW1', 'SH', 'AH0', 'N', 'S', 'IY0']","['M', 'Y', 'UW', 'SH', 'AH', 'N', 'S', 'IY']",8
8608,enorier,"['EH0', 'N', 'AO1', 'R', 'IY0', 'ER0']","['EH', 'N', 'AO', 'R', 'IY', 'ER']",6
8609,poildration,"['P', 'OY1', 'L', 'D', 'R', 'EY2', 'SH', 'AH0', 'N']","['P', 'OY', 'L', 'D', 'R', 'EY', 'SH', 'AH', 'N']",9
8613,constes,"['K', 'AA1', 'N', 'S', 'T', 'IY0', 'Z']","['K', 'AA', 'N', 'S', 'T', 'IY', 'Z']",7
8616,conseque,"['K', 'AA1', 'N', 'S', 'K', 'W', 'EH2', 'K']","['K', 'AA', 'N', 'S', 'K', 'W', 'EH', 'K']",8
8617,sevocial,"['S', 'AH0', 'V', 'OW1', 'S', 'IY0', 'AH0', 'L']","['S', 'AH', 'V', 'OW', 'S', 'IY', 'AH', 'L']",8
8618,unlang,"['AH1', 'N', 'L', 'AE0', 'NG']","['AH', 'N', 'L', 'AE', 'NG']",5
8623,enersdated,"['EH1', 'N', 'ER0', 'S', 'T', 'EY2', 'D', 'IH0', 'D']","['EH', 'N', 'ER', 'S', 'T', 'EY', 'D', 'IH', 'D']",9
8624,shieng,"['SH', 'IY1', 'NG']","['SH', 'IY', 'NG']",3
8625,hunihings,"['HH', 'AH1', 'N', 'Y', 'IH0', 'NG', 'Z']","['HH', 'AH', 'N', 'Y', 'IH', 'NG', 'Z']",7
8626,repartage,"['R', 'IY0', 'P', 'AA1', 'R', 'T', 'IH0', 'JH']","['R', 'IY', 'P', 'AA', 'R', 'T', 'IH', 'JH']",8
8633,algoins,"['AE1', 'L', 'G', 'OY2', 'N', 'Z']","['AE', 'L', 'G', 'OY', 'N', 'Z']",6
8635,jermer,"['JH', 'ER1', 'M', 'ER0']","['JH', 'ER', 'M', 'ER']",4
8636,galeas,"['G', 'EY1', 'L', 'IY0', 'AH0', 'Z']","['G', 'EY', 'L', 'IY', 'AH', 'Z']",6
8637,follicepess,"['F', 'AA1', 'L', 'AH0', 'S', 'P', 'IY2', 'S']","['F', 'AA', 'L', 'AH', 'S', 'P', 'IY', 'S']",8
8641,othembly,"['AH1', 'TH', 'AH0', 'M', 'B', 'L', 'IY0']","['AH', 'TH', 'AH', 'M', 'B', 'L', 'IY']",7
8642,undics,"['D', 'AH1', 'N', 'D', 'IH0', 'K', 'S']","['D', 'AH', 'N', 'D', 'IH', 'K', 'S']",7
8647,suricy,"['S', 'ER1', 'AH0', 'S', 'IY0']","['S', 'ER', 'AH', 'S', 'IY']",5
8649,mothuard,"['M', 'AA1', 'TH', 'Y', 'ER0', 'D']","['M', 'AA', 'TH', 'Y', 'ER', 'D']",6
8653,savolvery,"['S', 'AH0', 'V', 'L', 'AO1', 'V', 'ER0', 'IY0']","['S', 'AH', 'V', 'L', 'AO', 'V', 'ER', 'IY']",8
8656,instort,"['IH0', 'N', 'S', 'T', 'AO1', 'R', 'T']","['IH', 'N', 'S', 'T', 'AO', 'R', 'T']",7
8658,howaysion,"['HH', 'AW2', 'Y', 'EY1', 'S', 'IH0', 'N']","['HH', 'AW', 'Y', 'EY', 'S', 'IH', 'N']",7
8662,bussidsor,"['B', 'AH1', 'S', 'IH0', 'S', 'D', 'ER0']","['B', 'AH', 'S', 'IH', 'S', 'D', 'ER']",7
8663,dislare,"['D', 'IH0', 'S', 'L', 'AA1', 'R', 'IY0']","['D', 'IH', 'S', 'L', 'AA', 'R', 'IY']",7
8664,acricy,"['AE1', 'K', 'R', 'AH0', 'S', 'IY0']","['AE', 'K', 'R', 'AH', 'S', 'IY']",6
8665,comilary,"['K', 'AA1', 'M', 'AH0', 'L', 'EH2', 'R', 'IY0']","['K', 'AA', 'M', 'AH', 'L', 'EH', 'R', 'IY']",8
8667,deposive,"['D', 'IH0', 'P', 'AA1', 'Z', 'IH0', 'V']","['D', 'IH', 'P', 'AA', 'Z', 'IH', 'V']",7
8669,noverved,"['N', 'AA1', 'V', 'ER0', 'D', 'EH2', 'D']","['N', 'AA', 'V', 'ER', 'D', 'EH', 'D']",7
8670,redural,"['R', 'IH0', 'JH', 'UH1', 'R', 'AH0', 'L']","['R', 'IH', 'JH', 'UH', 'R', 'AH', 'L']",7
8671,writemic,"['R', 'IH0', 'T', 'IY1', 'M', 'IH0', 'K']","['R', 'IH', 'T', 'IY', 'M', 'IH', 'K']",7
8674,grancia,"['G', 'R', 'AA1', 'N', 'CH', 'AH0']","['G', 'R', 'AA', 'N', 'CH', 'AH']",6
8679,chientina,"['CH', 'IY0', 'EH1', 'N', 'T', 'AH0', 'N']","['CH', 'IY', 'EH', 'N', 'T', 'AH', 'N']",7
8680,shoceences,"['SH', 'OW1', 'S', 'IY0', 'N', 'AH0', 'S', 'T', 'S']","['SH', 'OW', 'S', 'IY', 'N', 'AH', 'S', 'T', 'S']",9
8686,chrouredly,"['K', 'R', 'UW1', 'R', 'D', 'L', 'IY0']","['K', 'R', 'UW', 'R', 'D', 'L', 'IY']",7
8692,modiage,"['M', 'OW1', 'D', 'IY0', 'AH0', 'JH']","['M', 'OW', 'D', 'IY', 'AH', 'JH']",6
8693,endusand,"['EH0', 'N', 'D', 'UW1', 'S', 'AH0', 'N', 'D']","['EH', 'N', 'D', 'UW', 'S', 'AH', 'N', 'D']",8
8694,objestan,"['AA1', 'B', 'JH', 'AH0', 'S', 'T', 'AH0', 'N']","['AA', 'B', 'JH', 'AH', 'S', 'T', 'AH', 'N']",8
8696,statince,"['S', 'T', 'EY1', 'T', 'AH0', 'N', 'S']","['S', 'T', 'EY', 'T', 'AH', 'N', 'S']",7
8697,espeth,"['EH1', 'S', 'P', 'IH0', 'TH']","['EH', 'S', 'P', 'IH', 'TH']",5
