,Phonemes,No Stress,Type,Real,Length
53380,"['NG', 'IH0', 'SH']","['NG', 'IH', 'SH']",CVC,False,3
53381,"['NG', 'IH0', 'Z']","['NG', 'IH', 'Z']",CVC,False,3
53382,"['NG', 'IH0', 'ZH']","['NG', 'IH', 'ZH']",CVC,False,3
53383,"['NG', 'IH0', 'V']","['NG', 'IH', 'V']",CVC,False,3
53384,"['NG', 'IH0', 'DH']","['NG', 'IH', 'DH']",CVC,False,3
53385,"['NG', 'IH0', 'HH']","['NG', 'IH', 'HH']",CVC,False,3
53386,"['NG', 'IH0', 'CH']","['NG', 'IH', 'CH']",CVC,False,3
53387,"['NG', 'IH0', 'JH']","['NG', 'IH', 'JH']",CVC,False,3
53388,"['NG', 'IH0', 'M']","['NG', 'IH', 'M']",CVC,False,3
53389,"['NG', 'IH0', 'N']","['NG', 'IH', 'N']",CVC,False,3
53390,"['NG', 'IH0', 'NG']","['NG', 'IH', 'NG']",CVC,False,3
53391,"['NG', 'IH0', 'L']","['NG', 'IH', 'L']",CVC,False,3
53392,"['NG', 'IH0', 'R']","['NG', 'IH', 'R']",CVC,False,3
53393,"['NG', 'IH0', 'W']","['NG', 'IH', 'W']",CVC,False,3
53394,"['NG', 'IH0', 'Y']","['NG', 'IH', 'Y']",CVC,False,3
53395,"['NG', 'EH0']","['NG', 'EH']",CV,False,2
53396,"['NG', 'EH0', 'AH0']","['NG', 'EH', 'AH']",CVV,False,3
53397,"['NG', 'EH0', 'OY0']","['NG', 'EH', 'OY']",CVV,False,3
53398,"['NG', 'EH0', 'AA0']","['NG', 'EH', 'AA']",CVV,False,3
53399,"['NG', 'EH0', 'AY0']","['NG', 'EH', 'AY']",CVV,False,3
53400,"['NG', 'EH0', 'ER0']","['NG', 'EH', 'ER']",CVV,False,3
53401,"['NG', 'EH0', 'AO0']","['NG', 'EH', 'AO']",CVV,False,3
53402,"['NG', 'EH0', 'UW0']","['NG', 'EH', 'UW']",CVV,False,3
53403,"['NG', 'EH0', 'IH0']","['NG', 'EH', 'IH']",CVV,False,3
53404,"['NG', 'EH0', 'EH0']","['NG', 'EH', 'EH']",CVV,False,3
53405,"['NG', 'EH0', 'UH0']","['NG', 'EH', 'UH']",CVV,False,3
53406,"['NG', 'EH0', 'IY0']","['NG', 'EH', 'IY']",CVV,False,3
53407,"['NG', 'EH0', 'EY0']","['NG', 'EH', 'EY']",CVV,False,3
53408,"['NG', 'EH0', 'OW0']","['NG', 'EH', 'OW']",CVV,False,3
53409,"['NG', 'EH0', 'AE0']","['NG', 'EH', 'AE']",CVV,False,3
53410,"['NG', 'EH0', 'AW0']","['NG', 'EH', 'AW']",CVV,False,3
53411,"['NG', 'EH0', 'P']","['NG', 'EH', 'P']",CVC,False,3
53412,"['NG', 'EH0', 'T']","['NG', 'EH', 'T']",CVC,False,3
53413,"['NG', 'EH0', 'K']","['NG', 'EH', 'K']",CVC,False,3
53414,"['NG', 'EH0', 'B']","['NG', 'EH', 'B']",CVC,False,3
53415,"['NG', 'EH0', 'D']","['NG', 'EH', 'D']",CVC,False,3
53416,"['NG', 'EH0', 'G']","['NG', 'EH', 'G']",CVC,False,3
53417,"['NG', 'EH0', 'F']","['NG', 'EH', 'F']",CVC,False,3
53418,"['NG', 'EH0', 'TH']","['NG', 'EH', 'TH']",CVC,False,3
53419,"['NG', 'EH0', 'S']","['NG', 'EH', 'S']",CVC,False,3
53420,"['NG', 'EH0', 'SH']","['NG', 'EH', 'SH']",CVC,False,3
53421,"['NG', 'EH0', 'Z']","['NG', 'EH', 'Z']",CVC,False,3
53422,"['NG', 'EH0', 'ZH']","['NG', 'EH', 'ZH']",CVC,False,3
53423,"['NG', 'EH0', 'V']","['NG', 'EH', 'V']",CVC,False,3
53424,"['NG', 'EH0', 'DH']","['NG', 'EH', 'DH']",CVC,False,3
53425,"['NG', 'EH0', 'HH']","['NG', 'EH', 'HH']",CVC,False,3
53426,"['NG', 'EH0', 'CH']","['NG', 'EH', 'CH']",CVC,False,3
53427,"['NG', 'EH0', 'JH']","['NG', 'EH', 'JH']",CVC,False,3
53428,"['NG', 'EH0', 'M']","['NG', 'EH', 'M']",CVC,False,3
53429,"['NG', 'EH0', 'N']","['NG', 'EH', 'N']",CVC,False,3
53430,"['NG', 'EH0', 'NG']","['NG', 'EH', 'NG']",CVC,False,3
53431,"['NG', 'EH0', 'L']","['NG', 'EH', 'L']",CVC,False,3
53432,"['NG', 'EH0', 'R']","['NG', 'EH', 'R']",CVC,False,3
53433,"['NG', 'EH0', 'W']","['NG', 'EH', 'W']",CVC,False,3
53434,"['NG', 'EH0', 'Y']","['NG', 'EH', 'Y']",CVC,False,3
53435,"['NG', 'UH0']","['NG', 'UH']",CV,False,2
53436,"['NG', 'UH0', 'AH0']","['NG', 'UH', 'AH']",CVV,False,3
53437,"['NG', 'UH0', 'OY0']","['NG', 'UH', 'OY']",CVV,False,3
53438,"['NG', 'UH0', 'AA0']","['NG', 'UH', 'AA']",CVV,False,3
53439,"['NG', 'UH0', 'AY0']","['NG', 'UH', 'AY']",CVV,False,3
53440,"['NG', 'UH0', 'ER0']","['NG', 'UH', 'ER']",CVV,False,3
53441,"['NG', 'UH0', 'AO0']","['NG', 'UH', 'AO']",CVV,False,3
53442,"['NG', 'UH0', 'UW0']","['NG', 'UH', 'UW']",CVV,False,3
53443,"['NG', 'UH0', 'IH0']","['NG', 'UH', 'IH']",CVV,False,3
53444,"['NG', 'UH0', 'EH0']","['NG', 'UH', 'EH']",CVV,False,3
53445,"['NG', 'UH0', 'UH0']","['NG', 'UH', 'UH']",CVV,False,3
53446,"['NG', 'UH0', 'IY0']","['NG', 'UH', 'IY']",CVV,False,3
53447,"['NG', 'UH0', 'EY0']","['NG', 'UH', 'EY']",CVV,False,3
53448,"['NG', 'UH0', 'OW0']","['NG', 'UH', 'OW']",CVV,False,3
53449,"['NG', 'UH0', 'AE0']","['NG', 'UH', 'AE']",CVV,False,3
53450,"['NG', 'UH0', 'AW0']","['NG', 'UH', 'AW']",CVV,False,3
53451,"['NG', 'UH0', 'P']","['NG', 'UH', 'P']",CVC,False,3
53452,"['NG', 'UH0', 'T']","['NG', 'UH', 'T']",CVC,False,3
53453,"['NG', 'UH0', 'K']","['NG', 'UH', 'K']",CVC,False,3
53454,"['NG', 'UH0', 'B']","['NG', 'UH', 'B']",CVC,False,3
53455,"['NG', 'UH0', 'D']","['NG', 'UH', 'D']",CVC,False,3
53456,"['NG', 'UH0', 'G']","['NG', 'UH', 'G']",CVC,False,3
53457,"['NG', 'UH0', 'F']","['NG', 'UH', 'F']",CVC,False,3
53458,"['NG', 'UH0', 'TH']","['NG', 'UH', 'TH']",CVC,False,3
53459,"['NG', 'UH0', 'S']","['NG', 'UH', 'S']",CVC,False,3
53460,"['NG', 'UH0', 'SH']","['NG', 'UH', 'SH']",CVC,False,3
53461,"['NG', 'UH0', 'Z']","['NG', 'UH', 'Z']",CVC,False,3
53462,"['NG', 'UH0', 'ZH']","['NG', 'UH', 'ZH']",CVC,False,3
53463,"['NG', 'UH0', 'V']","['NG', 'UH', 'V']",CVC,False,3
53464,"['NG', 'UH0', 'DH']","['NG', 'UH', 'DH']",CVC,False,3
53465,"['NG', 'UH0', 'HH']","['NG', 'UH', 'HH']",CVC,False,3
53466,"['NG', 'UH0', 'CH']","['NG', 'UH', 'CH']",CVC,False,3
53467,"['NG', 'UH0', 'JH']","['NG', 'UH', 'JH']",CVC,False,3
53468,"['NG', 'UH0', 'M']","['NG', 'UH', 'M']",CVC,False,3
53469,"['NG', 'UH0', 'N']","['NG', 'UH', 'N']",CVC,False,3
53470,"['NG', 'UH0', 'NG']","['NG', 'UH', 'NG']",CVC,False,3
53471,"['NG', 'UH0', 'L']","['NG', 'UH', 'L']",CVC,False,3
53472,"['NG', 'UH0', 'R']","['NG', 'UH', 'R']",CVC,False,3
53473,"['NG', 'UH0', 'W']","['NG', 'UH', 'W']",CVC,False,3
53474,"['NG', 'UH0', 'Y']","['NG', 'UH', 'Y']",CVC,False,3
53475,"['NG', 'IY0']","['NG', 'IY']",CV,False,2
53476,"['NG', 'IY0', 'AH0']","['NG', 'IY', 'AH']",CVV,False,3
53477,"['NG', 'IY0', 'OY0']","['NG', 'IY', 'OY']",CVV,False,3
53478,"['NG', 'IY0', 'AA0']","['NG', 'IY', 'AA']",CVV,False,3
53479,"['NG', 'IY0', 'AY0']","['NG', 'IY', 'AY']",CVV,False,3
53480,"['NG', 'IY0', 'ER0']","['NG', 'IY', 'ER']",CVV,False,3
53481,"['NG', 'IY0', 'AO0']","['NG', 'IY', 'AO']",CVV,False,3
53482,"['NG', 'IY0', 'UW0']","['NG', 'IY', 'UW']",CVV,False,3
53483,"['NG', 'IY0', 'IH0']","['NG', 'IY', 'IH']",CVV,False,3
53484,"['NG', 'IY0', 'EH0']","['NG', 'IY', 'EH']",CVV,False,3
53485,"['NG', 'IY0', 'UH0']","['NG', 'IY', 'UH']",CVV,False,3
53486,"['NG', 'IY0', 'IY0']","['NG', 'IY', 'IY']",CVV,False,3
53487,"['NG', 'IY0', 'EY0']","['NG', 'IY', 'EY']",CVV,False,3
53488,"['NG', 'IY0', 'OW0']","['NG', 'IY', 'OW']",CVV,False,3
53489,"['NG', 'IY0', 'AE0']","['NG', 'IY', 'AE']",CVV,False,3
53490,"['NG', 'IY0', 'AW0']","['NG', 'IY', 'AW']",CVV,False,3
53491,"['NG', 'IY0', 'P']","['NG', 'IY', 'P']",CVC,False,3
53492,"['NG', 'IY0', 'T']","['NG', 'IY', 'T']",CVC,False,3
53493,"['NG', 'IY0', 'K']","['NG', 'IY', 'K']",CVC,False,3
53494,"['NG', 'IY0', 'B']","['NG', 'IY', 'B']",CVC,False,3
53495,"['NG', 'IY0', 'D']","['NG', 'IY', 'D']",CVC,False,3
53496,"['NG', 'IY0', 'G']","['NG', 'IY', 'G']",CVC,False,3
53497,"['NG', 'IY0', 'F']","['NG', 'IY', 'F']",CVC,False,3
53498,"['NG', 'IY0', 'TH']","['NG', 'IY', 'TH']",CVC,False,3
53499,"['NG', 'IY0', 'S']","['NG', 'IY', 'S']",CVC,False,3
53500,"['NG', 'IY0', 'SH']","['NG', 'IY', 'SH']",CVC,False,3
53501,"['NG', 'IY0', 'Z']","['NG', 'IY', 'Z']",CVC,False,3
53502,"['NG', 'IY0', 'ZH']","['NG', 'IY', 'ZH']",CVC,False,3
53503,"['NG', 'IY0', 'V']","['NG', 'IY', 'V']",CVC,False,3
53504,"['NG', 'IY0', 'DH']","['NG', 'IY', 'DH']",CVC,False,3
53505,"['NG', 'IY0', 'HH']","['NG', 'IY', 'HH']",CVC,False,3
53506,"['NG', 'IY0', 'CH']","['NG', 'IY', 'CH']",CVC,False,3
53507,"['NG', 'IY0', 'JH']","['NG', 'IY', 'JH']",CVC,False,3
53508,"['NG', 'IY0', 'M']","['NG', 'IY', 'M']",CVC,False,3
53509,"['NG', 'IY0', 'N']","['NG', 'IY', 'N']",CVC,False,3
53510,"['NG', 'IY0', 'NG']","['NG', 'IY', 'NG']",CVC,False,3
53511,"['NG', 'IY0', 'L']","['NG', 'IY', 'L']",CVC,False,3
53512,"['NG', 'IY0', 'R']","['NG', 'IY', 'R']",CVC,False,3
53513,"['NG', 'IY0', 'W']","['NG', 'IY', 'W']",CVC,False,3
53514,"['NG', 'IY0', 'Y']","['NG', 'IY', 'Y']",CVC,False,3
53515,"['NG', 'EY0']","['NG', 'EY']",CV,False,2
53516,"['NG', 'EY0', 'AH0']","['NG', 'EY', 'AH']",CVV,False,3
53517,"['NG', 'EY0', 'OY0']","['NG', 'EY', 'OY']",CVV,False,3
53518,"['NG', 'EY0', 'AA0']","['NG', 'EY', 'AA']",CVV,False,3
53519,"['NG', 'EY0', 'AY0']","['NG', 'EY', 'AY']",CVV,False,3
53520,"['NG', 'EY0', 'ER0']","['NG', 'EY', 'ER']",CVV,False,3
53521,"['NG', 'EY0', 'AO0']","['NG', 'EY', 'AO']",CVV,False,3
53522,"['NG', 'EY0', 'UW0']","['NG', 'EY', 'UW']",CVV,False,3
53523,"['NG', 'EY0', 'IH0']","['NG', 'EY', 'IH']",CVV,False,3
53524,"['NG', 'EY0', 'EH0']","['NG', 'EY', 'EH']",CVV,False,3
53525,"['NG', 'EY0', 'UH0']","['NG', 'EY', 'UH']",CVV,False,3
53526,"['NG', 'EY0', 'IY0']","['NG', 'EY', 'IY']",CVV,False,3
53527,"['NG', 'EY0', 'EY0']","['NG', 'EY', 'EY']",CVV,False,3
53528,"['NG', 'EY0', 'OW0']","['NG', 'EY', 'OW']",CVV,False,3
53529,"['NG', 'EY0', 'AE0']","['NG', 'EY', 'AE']",CVV,False,3
53530,"['NG', 'EY0', 'AW0']","['NG', 'EY', 'AW']",CVV,False,3
53531,"['NG', 'EY0', 'P']","['NG', 'EY', 'P']",CVC,False,3
53532,"['NG', 'EY0', 'T']","['NG', 'EY', 'T']",CVC,False,3
53533,"['NG', 'EY0', 'K']","['NG', 'EY', 'K']",CVC,False,3
53534,"['NG', 'EY0', 'B']","['NG', 'EY', 'B']",CVC,False,3
53535,"['NG', 'EY0', 'D']","['NG', 'EY', 'D']",CVC,False,3
53536,"['NG', 'EY0', 'G']","['NG', 'EY', 'G']",CVC,False,3
53537,"['NG', 'EY0', 'F']","['NG', 'EY', 'F']",CVC,False,3
53538,"['NG', 'EY0', 'TH']","['NG', 'EY', 'TH']",CVC,False,3
53539,"['NG', 'EY0', 'S']","['NG', 'EY', 'S']",CVC,False,3
53540,"['NG', 'EY0', 'SH']","['NG', 'EY', 'SH']",CVC,False,3
53541,"['NG', 'EY0', 'Z']","['NG', 'EY', 'Z']",CVC,False,3
53542,"['NG', 'EY0', 'ZH']","['NG', 'EY', 'ZH']",CVC,False,3
53543,"['NG', 'EY0', 'V']","['NG', 'EY', 'V']",CVC,False,3
53544,"['NG', 'EY0', 'DH']","['NG', 'EY', 'DH']",CVC,False,3
53545,"['NG', 'EY0', 'HH']","['NG', 'EY', 'HH']",CVC,False,3
53546,"['NG', 'EY0', 'CH']","['NG', 'EY', 'CH']",CVC,False,3
53547,"['NG', 'EY0', 'JH']","['NG', 'EY', 'JH']",CVC,False,3
53548,"['NG', 'EY0', 'M']","['NG', 'EY', 'M']",CVC,False,3
53549,"['NG', 'EY0', 'N']","['NG', 'EY', 'N']",CVC,False,3
53550,"['NG', 'EY0', 'NG']","['NG', 'EY', 'NG']",CVC,False,3
53551,"['NG', 'EY0', 'L']","['NG', 'EY', 'L']",CVC,False,3
53552,"['NG', 'EY0', 'R']","['NG', 'EY', 'R']",CVC,False,3
53553,"['NG', 'EY0', 'W']","['NG', 'EY', 'W']",CVC,False,3
53554,"['NG', 'EY0', 'Y']","['NG', 'EY', 'Y']",CVC,False,3
53555,"['NG', 'OW0']","['NG', 'OW']",CV,False,2
53556,"['NG', 'OW0', 'AH0']","['NG', 'OW', 'AH']",CVV,False,3
53557,"['NG', 'OW0', 'OY0']","['NG', 'OW', 'OY']",CVV,False,3
53558,"['NG', 'OW0', 'AA0']","['NG', 'OW', 'AA']",CVV,False,3
53559,"['NG', 'OW0', 'AY0']","['NG', 'OW', 'AY']",CVV,False,3
53560,"['NG', 'OW0', 'ER0']","['NG', 'OW', 'ER']",CVV,False,3
53561,"['NG', 'OW0', 'AO0']","['NG', 'OW', 'AO']",CVV,False,3
53562,"['NG', 'OW0', 'UW0']","['NG', 'OW', 'UW']",CVV,False,3
53563,"['NG', 'OW0', 'IH0']","['NG', 'OW', 'IH']",CVV,False,3
53564,"['NG', 'OW0', 'EH0']","['NG', 'OW', 'EH']",CVV,False,3
53565,"['NG', 'OW0', 'UH0']","['NG', 'OW', 'UH']",CVV,False,3
53566,"['NG', 'OW0', 'IY0']","['NG', 'OW', 'IY']",CVV,False,3
53567,"['NG', 'OW0', 'EY0']","['NG', 'OW', 'EY']",CVV,False,3
53568,"['NG', 'OW0', 'OW0']","['NG', 'OW', 'OW']",CVV,False,3
53569,"['NG', 'OW0', 'AE0']","['NG', 'OW', 'AE']",CVV,False,3
53570,"['NG', 'OW0', 'AW0']","['NG', 'OW', 'AW']",CVV,False,3
53571,"['NG', 'OW0', 'P']","['NG', 'OW', 'P']",CVC,False,3
53572,"['NG', 'OW0', 'T']","['NG', 'OW', 'T']",CVC,False,3
53573,"['NG', 'OW0', 'K']","['NG', 'OW', 'K']",CVC,False,3
53574,"['NG', 'OW0', 'B']","['NG', 'OW', 'B']",CVC,False,3
53575,"['NG', 'OW0', 'D']","['NG', 'OW', 'D']",CVC,False,3
53576,"['NG', 'OW0', 'G']","['NG', 'OW', 'G']",CVC,False,3
53577,"['NG', 'OW0', 'F']","['NG', 'OW', 'F']",CVC,False,3
53578,"['NG', 'OW0', 'TH']","['NG', 'OW', 'TH']",CVC,False,3
53579,"['NG', 'OW0', 'S']","['NG', 'OW', 'S']",CVC,False,3
53580,"['NG', 'OW0', 'SH']","['NG', 'OW', 'SH']",CVC,False,3
53581,"['NG', 'OW0', 'Z']","['NG', 'OW', 'Z']",CVC,False,3
53582,"['NG', 'OW0', 'ZH']","['NG', 'OW', 'ZH']",CVC,False,3
53583,"['NG', 'OW0', 'V']","['NG', 'OW', 'V']",CVC,False,3
53584,"['NG', 'OW0', 'DH']","['NG', 'OW', 'DH']",CVC,False,3
53585,"['NG', 'OW0', 'HH']","['NG', 'OW', 'HH']",CVC,False,3
53586,"['NG', 'OW0', 'CH']","['NG', 'OW', 'CH']",CVC,False,3
53587,"['NG', 'OW0', 'JH']","['NG', 'OW', 'JH']",CVC,False,3
53588,"['NG', 'OW0', 'M']","['NG', 'OW', 'M']",CVC,False,3
53589,"['NG', 'OW0', 'N']","['NG', 'OW', 'N']",CVC,False,3
53590,"['NG', 'OW0', 'NG']","['NG', 'OW', 'NG']",CVC,False,3
53591,"['NG', 'OW0', 'L']","['NG', 'OW', 'L']",CVC,False,3
53592,"['NG', 'OW0', 'R']","['NG', 'OW', 'R']",CVC,False,3
53593,"['NG', 'OW0', 'W']","['NG', 'OW', 'W']",CVC,False,3
53594,"['NG', 'OW0', 'Y']","['NG', 'OW', 'Y']",CVC,False,3
53595,"['NG', 'AE0']","['NG', 'AE']",CV,False,2
53596,"['NG', 'AE0', 'AH0']","['NG', 'AE', 'AH']",CVV,False,3
53597,"['NG', 'AE0', 'OY0']","['NG', 'AE', 'OY']",CVV,False,3
53598,"['NG', 'AE0', 'AA0']","['NG', 'AE', 'AA']",CVV,False,3
53599,"['NG', 'AE0', 'AY0']","['NG', 'AE', 'AY']",CVV,False,3
53600,"['NG', 'AE0', 'ER0']","['NG', 'AE', 'ER']",CVV,False,3
53601,"['NG', 'AE0', 'AO0']","['NG', 'AE', 'AO']",CVV,False,3
53602,"['NG', 'AE0', 'UW0']","['NG', 'AE', 'UW']",CVV,False,3
53603,"['NG', 'AE0', 'IH0']","['NG', 'AE', 'IH']",CVV,False,3
53604,"['NG', 'AE0', 'EH0']","['NG', 'AE', 'EH']",CVV,False,3
53605,"['NG', 'AE0', 'UH0']","['NG', 'AE', 'UH']",CVV,False,3
53606,"['NG', 'AE0', 'IY0']","['NG', 'AE', 'IY']",CVV,False,3
53607,"['NG', 'AE0', 'EY0']","['NG', 'AE', 'EY']",CVV,False,3
53608,"['NG', 'AE0', 'OW0']","['NG', 'AE', 'OW']",CVV,False,3
53609,"['NG', 'AE0', 'AE0']","['NG', 'AE', 'AE']",CVV,False,3
53610,"['NG', 'AE0', 'AW0']","['NG', 'AE', 'AW']",CVV,False,3
53611,"['NG', 'AE0', 'P']","['NG', 'AE', 'P']",CVC,False,3
53612,"['NG', 'AE0', 'T']","['NG', 'AE', 'T']",CVC,False,3
53613,"['NG', 'AE0', 'K']","['NG', 'AE', 'K']",CVC,False,3
53614,"['NG', 'AE0', 'B']","['NG', 'AE', 'B']",CVC,False,3
53615,"['NG', 'AE0', 'D']","['NG', 'AE', 'D']",CVC,False,3
53616,"['NG', 'AE0', 'G']","['NG', 'AE', 'G']",CVC,False,3
53617,"['NG', 'AE0', 'F']","['NG', 'AE', 'F']",CVC,False,3
53618,"['NG', 'AE0', 'TH']","['NG', 'AE', 'TH']",CVC,False,3
53619,"['NG', 'AE0', 'S']","['NG', 'AE', 'S']",CVC,False,3
53620,"['NG', 'AE0', 'SH']","['NG', 'AE', 'SH']",CVC,False,3
53621,"['NG', 'AE0', 'Z']","['NG', 'AE', 'Z']",CVC,False,3
53622,"['NG', 'AE0', 'ZH']","['NG', 'AE', 'ZH']",CVC,False,3
53623,"['NG', 'AE0', 'V']","['NG', 'AE', 'V']",CVC,False,3
53624,"['NG', 'AE0', 'DH']","['NG', 'AE', 'DH']",CVC,False,3
53625,"['NG', 'AE0', 'HH']","['NG', 'AE', 'HH']",CVC,False,3
53626,"['NG', 'AE0', 'CH']","['NG', 'AE', 'CH']",CVC,False,3
53627,"['NG', 'AE0', 'JH']","['NG', 'AE', 'JH']",CVC,False,3
53628,"['NG', 'AE0', 'M']","['NG', 'AE', 'M']",CVC,False,3
53629,"['NG', 'AE0', 'N']","['NG', 'AE', 'N']",CVC,False,3
53630,"['NG', 'AE0', 'NG']","['NG', 'AE', 'NG']",CVC,False,3
53631,"['NG', 'AE0', 'L']","['NG', 'AE', 'L']",CVC,False,3
53632,"['NG', 'AE0', 'R']","['NG', 'AE', 'R']",CVC,False,3
53633,"['NG', 'AE0', 'W']","['NG', 'AE', 'W']",CVC,False,3
53634,"['NG', 'AE0', 'Y']","['NG', 'AE', 'Y']",CVC,False,3
53635,"['NG', 'AW0']","['NG', 'AW']",CV,False,2
53636,"['NG', 'AW0', 'AH0']","['NG', 'AW', 'AH']",CVV,False,3
53637,"['NG', 'AW0', 'OY0']","['NG', 'AW', 'OY']",CVV,False,3
53638,"['NG', 'AW0', 'AA0']","['NG', 'AW', 'AA']",CVV,False,3
53639,"['NG', 'AW0', 'AY0']","['NG', 'AW', 'AY']",CVV,False,3
53640,"['NG', 'AW0', 'ER0']","['NG', 'AW', 'ER']",CVV,False,3
53641,"['NG', 'AW0', 'AO0']","['NG', 'AW', 'AO']",CVV,False,3
53642,"['NG', 'AW0', 'UW0']","['NG', 'AW', 'UW']",CVV,False,3
53643,"['NG', 'AW0', 'IH0']","['NG', 'AW', 'IH']",CVV,False,3
53644,"['NG', 'AW0', 'EH0']","['NG', 'AW', 'EH']",CVV,False,3
53645,"['NG', 'AW0', 'UH0']","['NG', 'AW', 'UH']",CVV,False,3
53646,"['NG', 'AW0', 'IY0']","['NG', 'AW', 'IY']",CVV,False,3
53647,"['NG', 'AW0', 'EY0']","['NG', 'AW', 'EY']",CVV,False,3
53648,"['NG', 'AW0', 'OW0']","['NG', 'AW', 'OW']",CVV,False,3
53649,"['NG', 'AW0', 'AE0']","['NG', 'AW', 'AE']",CVV,False,3
53650,"['NG', 'AW0', 'AW0']","['NG', 'AW', 'AW']",CVV,False,3
53651,"['NG', 'AW0', 'P']","['NG', 'AW', 'P']",CVC,False,3
53652,"['NG', 'AW0', 'T']","['NG', 'AW', 'T']",CVC,False,3
53653,"['NG', 'AW0', 'K']","['NG', 'AW', 'K']",CVC,False,3
53654,"['NG', 'AW0', 'B']","['NG', 'AW', 'B']",CVC,False,3
53655,"['NG', 'AW0', 'D']","['NG', 'AW', 'D']",CVC,False,3
53656,"['NG', 'AW0', 'G']","['NG', 'AW', 'G']",CVC,False,3
53657,"['NG', 'AW0', 'F']","['NG', 'AW', 'F']",CVC,False,3
53658,"['NG', 'AW0', 'TH']","['NG', 'AW', 'TH']",CVC,False,3
53659,"['NG', 'AW0', 'S']","['NG', 'AW', 'S']",CVC,False,3
53660,"['NG', 'AW0', 'SH']","['NG', 'AW', 'SH']",CVC,False,3
53661,"['NG', 'AW0', 'Z']","['NG', 'AW', 'Z']",CVC,False,3
53662,"['NG', 'AW0', 'ZH']","['NG', 'AW', 'ZH']",CVC,False,3
53663,"['NG', 'AW0', 'V']","['NG', 'AW', 'V']",CVC,False,3
53664,"['NG', 'AW0', 'DH']","['NG', 'AW', 'DH']",CVC,False,3
53665,"['NG', 'AW0', 'HH']","['NG', 'AW', 'HH']",CVC,False,3
53666,"['NG', 'AW0', 'CH']","['NG', 'AW', 'CH']",CVC,False,3
53667,"['NG', 'AW0', 'JH']","['NG', 'AW', 'JH']",CVC,False,3
53668,"['NG', 'AW0', 'M']","['NG', 'AW', 'M']",CVC,False,3
53669,"['NG', 'AW0', 'N']","['NG', 'AW', 'N']",CVC,False,3
53670,"['NG', 'AW0', 'NG']","['NG', 'AW', 'NG']",CVC,False,3
53671,"['NG', 'AW0', 'L']","['NG', 'AW', 'L']",CVC,False,3
53672,"['NG', 'AW0', 'R']","['NG', 'AW', 'R']",CVC,False,3
53673,"['NG', 'AW0', 'W']","['NG', 'AW', 'W']",CVC,False,3
53674,"['NG', 'AW0', 'Y']","['NG', 'AW', 'Y']",CVC,False,3
53675,"['NG', 'P']","['NG', 'P']",CC,False,2
53676,"['NG', 'P', 'AH0']","['NG', 'P', 'AH']",CCV,False,3
53677,"['NG', 'P', 'OY0']","['NG', 'P', 'OY']",CCV,False,3
53678,"['NG', 'P', 'AA0']","['NG', 'P', 'AA']",CCV,False,3
53679,"['NG', 'P', 'AY0']","['NG', 'P', 'AY']",CCV,False,3
53680,"['NG', 'P', 'ER0']","['NG', 'P', 'ER']",CCV,False,3
53681,"['NG', 'P', 'AO0']","['NG', 'P', 'AO']",CCV,False,3
53682,"['NG', 'P', 'UW0']","['NG', 'P', 'UW']",CCV,False,3
53683,"['NG', 'P', 'IH0']","['NG', 'P', 'IH']",CCV,False,3
53684,"['NG', 'P', 'EH0']","['NG', 'P', 'EH']",CCV,False,3
53685,"['NG', 'P', 'UH0']","['NG', 'P', 'UH']",CCV,False,3
53686,"['NG', 'P', 'IY0']","['NG', 'P', 'IY']",CCV,False,3
53687,"['NG', 'P', 'EY0']","['NG', 'P', 'EY']",CCV,False,3
53688,"['NG', 'P', 'OW0']","['NG', 'P', 'OW']",CCV,False,3
53689,"['NG', 'P', 'AE0']","['NG', 'P', 'AE']",CCV,False,3
53690,"['NG', 'P', 'AW0']","['NG', 'P', 'AW']",CCV,False,3
53691,"['NG', 'P', 'P']","['NG', 'P', 'P']",CCC,False,3
53692,"['NG', 'P', 'T']","['NG', 'P', 'T']",CCC,False,3
53693,"['NG', 'P', 'K']","['NG', 'P', 'K']",CCC,False,3
53694,"['NG', 'P', 'B']","['NG', 'P', 'B']",CCC,False,3
53695,"['NG', 'P', 'D']","['NG', 'P', 'D']",CCC,False,3
53696,"['NG', 'P', 'G']","['NG', 'P', 'G']",CCC,False,3
53697,"['NG', 'P', 'F']","['NG', 'P', 'F']",CCC,False,3
53698,"['NG', 'P', 'TH']","['NG', 'P', 'TH']",CCC,False,3
53699,"['NG', 'P', 'S']","['NG', 'P', 'S']",CCC,False,3
53700,"['NG', 'P', 'SH']","['NG', 'P', 'SH']",CCC,False,3
53701,"['NG', 'P', 'Z']","['NG', 'P', 'Z']",CCC,False,3
53702,"['NG', 'P', 'ZH']","['NG', 'P', 'ZH']",CCC,False,3
53703,"['NG', 'P', 'V']","['NG', 'P', 'V']",CCC,False,3
53704,"['NG', 'P', 'DH']","['NG', 'P', 'DH']",CCC,False,3
53705,"['NG', 'P', 'HH']","['NG', 'P', 'HH']",CCC,False,3
53706,"['NG', 'P', 'CH']","['NG', 'P', 'CH']",CCC,False,3
53707,"['NG', 'P', 'JH']","['NG', 'P', 'JH']",CCC,False,3
53708,"['NG', 'P', 'M']","['NG', 'P', 'M']",CCC,False,3
53709,"['NG', 'P', 'N']","['NG', 'P', 'N']",CCC,False,3
53710,"['NG', 'P', 'NG']","['NG', 'P', 'NG']",CCC,False,3
