Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
relevant,real,4.61,high,"['R', 'EH1', 'L', 'AH0', 'V', 'AH0', 'N', 'T']","['R', 'EH', 'L', 'AH', 'V', 'AH', 'N', 'T']",8,long
refracts,real,1.67,low,"['R', 'IH0', 'F', 'R', 'AE1', 'K', 'T', 'S']","['R', 'IH', 'F', 'R', 'AE', 'K', 'T', 'S']",8,long
exhortations,real,2.31,low,"['EH2', 'G', 'Z', 'AO2', 'R', 'T', 'EY1', 'SH', 'AH0', 'N', 'Z']","['EH', 'G', 'Z', 'AO', 'R', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",11,long
chancellors,real,2.63,low,"['CH', 'AE1', 'N', 'S', 'AH0', 'L', 'ER0', 'Z']","['CH', 'AE', 'N', 'S', 'AH', 'L', 'ER', 'Z']",8,long
cumulate,real,1.58,low,"['K', 'AH1', 'M', 'Y', 'AH0', 'L', 'EY2', 'T']","['K', 'AH', 'M', 'Y', 'AH', 'L', 'EY', 'T']",8,long
local,real,5.43,high,"['L', 'OW1', 'K', 'AH0', 'L']","['L', 'OW', 'K', 'AH', 'L']",5,short
topless,real,3.36,low,"['T', 'AA1', 'P', 'L', 'AH0', 'S']","['T', 'AA', 'P', 'L', 'AH', 'S']",6,short
subspace,real,2.89,low,"['S', 'AH0', 'B', 'S', 'P', 'EY1', 'S']","['S', 'AH', 'B', 'S', 'P', 'EY', 'S']",7,long
elitists,real,2.26,low,"['EY0', 'L', 'IY1', 'T', 'IH0', 'S', 'T', 'S']","['EY', 'L', 'IY', 'T', 'IH', 'S', 'T', 'S']",8,long
imprecisely,real,1.63,low,"['IH0', 'M', 'P', 'R', 'EH1', 'S', 'AH0', 'S', 'L', 'IY0']","['IH', 'M', 'P', 'R', 'EH', 'S', 'AH', 'S', 'L', 'IY']",10,long
gossipy,real,2.27,low,"['G', 'AA1', 'S', 'AH0', 'P', 'IY0']","['G', 'AA', 'S', 'AH', 'P', 'IY']",6,short
intermolecular,real,2.24,low,"['IH2', 'N', 'T', 'ER0', 'M', 'AH0', 'L', 'EH1', 'K', 'Y', 'AH0', 'L', 'ER0']","['IH', 'N', 'T', 'ER', 'M', 'AH', 'L', 'EH', 'K', 'Y', 'AH', 'L', 'ER']",13,long
dislocate,real,2.17,low,"['D', 'IH1', 'S', 'L', 'OW0', 'K', 'EY0', 'T']","['D', 'IH', 'S', 'L', 'OW', 'K', 'EY', 'T']",8,long
benumbed,real,1.31,low,"['B', 'AH0', 'N', 'AH1', 'M', 'B', 'D']","['B', 'AH', 'N', 'AH', 'M', 'B', 'D']",7,long
oftener,real,1.61,low,"['AO1', 'F', 'AH0', 'N', 'ER0']","['AO', 'F', 'AH', 'N', 'ER']",5,short
insomnia,real,3.43,low,"['IH0', 'N', 'S', 'AA1', 'M', 'N', 'IY0', 'AH0']","['IH', 'N', 'S', 'AA', 'M', 'N', 'IY', 'AH']",8,long
lustful,real,2.66,low,"['L', 'AH1', 'S', 'T', 'F', 'AH0', 'L']","['L', 'AH', 'S', 'T', 'F', 'AH', 'L']",7,long
groupies,real,2.62,low,"['G', 'R', 'UW1', 'P', 'IY0', 'Z']","['G', 'R', 'UW', 'P', 'IY', 'Z']",6,short
confront,real,3.8,high,"['K', 'AH0', 'N', 'F', 'R', 'AH1', 'N', 'T']","['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T']",8,long
diversity,real,4.32,high,"['D', 'IH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","['D', 'IH', 'V', 'ER', 'S', 'AH', 'T', 'IY']",8,long
imputations,real,1.6,low,"['IH2', 'M', 'P', 'Y', 'UW0', 'T', 'EY1', 'SH', 'AH0', 'N', 'Z']","['IH', 'M', 'P', 'Y', 'UW', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",11,long
alliance's,real,2.53,low,"['AH0', 'L', 'AY1', 'AH0', 'N', 'S', 'IH0', 'Z']","['AH', 'L', 'AY', 'AH', 'N', 'S', 'IH', 'Z']",8,long
lowness,real,1.39,low,"['L', 'OW1', 'N', 'AH0', 'S']","['L', 'OW', 'N', 'AH', 'S']",5,short
unwillingly,real,2.56,low,"['AH0', 'N', 'W', 'IH1', 'L', 'IH0', 'NG', 'L', 'IY0']","['AH', 'N', 'W', 'IH', 'L', 'IH', 'NG', 'L', 'IY']",9,long
undercarriage,real,2.54,low,"['AH1', 'N', 'D', 'ER0', 'K', 'AE2', 'R', 'IH0', 'JH']","['AH', 'N', 'D', 'ER', 'K', 'AE', 'R', 'IH', 'JH']",9,long
abstainers,real,1.53,low,"['AE1', 'B', 'S', 'T', 'AH0', 'N', 'ER0', 'Z']","['AE', 'B', 'S', 'T', 'AH', 'N', 'ER', 'Z']",8,long
conclude,real,3.9,high,"['K', 'AH0', 'N', 'K', 'L', 'UW1', 'D']","['K', 'AH', 'N', 'K', 'L', 'UW', 'D']",7,long
unsexed,real,1.36,low,"['AH0', 'N', 'S', 'EH1', 'K', 'S', 'T']","['AH', 'N', 'S', 'EH', 'K', 'S', 'T']",7,long
crooner,real,2.37,low,"['K', 'R', 'UW1', 'N', 'ER0']","['K', 'R', 'UW', 'N', 'ER']",5,short
swinish,real,1.4,low,"['S', 'W', 'IH1', 'N', 'IH0', 'SH']","['S', 'W', 'IH', 'N', 'IH', 'SH']",6,short
PLATONISM,real,2.1,low,"['P', 'L', 'EY1', 'T', 'AH0', 'N', 'IH2', 'Z', 'AH0', 'M']","['P', 'L', 'EY', 'T', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",10,long
exorcists,real,2.07,low,"['EH1', 'K', 'S', 'ER0', 'S', 'IH2', 'S', 'T', 'S']","['EH', 'K', 'S', 'ER', 'S', 'IH', 'S', 'T', 'S']",9,long
foreigner,real,3.48,low,"['F', 'AO1', 'R', 'AH0', 'N', 'ER0']","['F', 'AO', 'R', 'AH', 'N', 'ER']",6,short
decontaminate,real,2.01,low,"['D', 'IY0', 'K', 'AH0', 'N', 'T', 'AE1', 'M', 'AH0', 'N', 'EY2', 'T']","['D', 'IY', 'K', 'AH', 'N', 'T', 'AE', 'M', 'AH', 'N', 'EY', 'T']",12,long
orator,real,2.9,low,"['AO1', 'R', 'AH0', 'T', 'ER0']","['AO', 'R', 'AH', 'T', 'ER']",5,short
deliberative,real,2.53,low,"['D', 'IH0', 'L', 'IH1', 'B', 'ER0', 'EY2', 'T', 'IH0', 'V']","['D', 'IH', 'L', 'IH', 'B', 'ER', 'EY', 'T', 'IH', 'V']",10,long
respondent,real,3.09,low,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D', 'AH0', 'N', 'T']","['R', 'IH', 'S', 'P', 'AA', 'N', 'D', 'AH', 'N', 'T']",10,long
algorithmic,real,2.77,low,"['AE2', 'L', 'G', 'ER0', 'M', 'IY1', 'T', 'IH0', 'K']","['AE', 'L', 'G', 'ER', 'M', 'IY', 'T', 'IH', 'K']",9,long
movers,real,3.21,low,"['M', 'UW1', 'V', 'ER0', 'Z']","['M', 'UW', 'V', 'ER', 'Z']",5,short
cartoonist,real,3.07,low,"['K', 'AA0', 'R', 'T', 'UW1', 'N', 'AH0', 'S', 'T']","['K', 'AA', 'R', 'T', 'UW', 'N', 'AH', 'S', 'T']",9,long
granary,real,2.57,low,"['G', 'R', 'AE1', 'N', 'ER0', 'IY0']","['G', 'R', 'AE', 'N', 'ER', 'IY']",6,short
congratulation,real,2.73,low,"['K', 'AH0', 'N', 'G', 'R', 'AE2', 'CH', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']","['K', 'AH', 'N', 'G', 'R', 'AE', 'CH', 'AH', 'L', 'EY', 'SH', 'AH', 'N']",13,long
overpowers,real,2.27,low,"['OW2', 'V', 'ER0', 'P', 'AW1', 'ER0', 'Z']","['OW', 'V', 'ER', 'P', 'AW', 'ER', 'Z']",7,long
unremitting,real,2.23,low,"['AH2', 'N', 'R', 'IH0', 'M', 'IH1', 'T', 'IH0', 'NG']","['AH', 'N', 'R', 'IH', 'M', 'IH', 'T', 'IH', 'NG']",9,long
elongate,real,2.78,low,"['IH0', 'L', 'AO1', 'NG', 'G', 'EY0', 'T']","['IH', 'L', 'AO', 'NG', 'G', 'EY', 'T']",7,long
sympathize,real,3.06,low,"['S', 'IH1', 'M', 'P', 'AH0', 'TH', 'AY2', 'Z']","['S', 'IH', 'M', 'P', 'AH', 'TH', 'AY', 'Z']",8,long
upstream,real,3.56,high,"['AH1', 'P', 'S', 'T', 'R', 'IY1', 'M']","['AH', 'P', 'S', 'T', 'R', 'IY', 'M']",7,long
depletion,real,3.14,low,"['D', 'IH0', 'P', 'L', 'IY1', 'SH', 'AH0', 'N']","['D', 'IH', 'P', 'L', 'IY', 'SH', 'AH', 'N']",8,long
chromatics,real,1.64,low,"['K', 'R', 'OW0', 'M', 'AE1', 'T', 'IH0', 'K', 'S']","['K', 'R', 'OW', 'M', 'AE', 'T', 'IH', 'K', 'S']",9,long
organizing,real,3.97,high,"['AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z', 'IH0', 'NG']","['AO', 'R', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']",9,long
poorly,real,4.1,high,"['P', 'UH1', 'R', 'L', 'IY0']","['P', 'UH', 'R', 'L', 'IY']",5,short
hugest,real,2.06,low,"['HH', 'Y', 'UW1', 'JH', 'AH0', 'S', 'T']","['HH', 'Y', 'UW', 'JH', 'AH', 'S', 'T']",7,long
harmonizes,real,2.01,low,"['HH', 'AA1', 'R', 'M', 'AH0', 'N', 'AY2', 'Z', 'IH0', 'Z']","['HH', 'AA', 'R', 'M', 'AH', 'N', 'AY', 'Z', 'IH', 'Z']",10,long
justified,real,4.02,high,"['JH', 'AH1', 'S', 'T', 'AH0', 'F', 'AY2', 'D']","['JH', 'AH', 'S', 'T', 'AH', 'F', 'AY', 'D']",8,long
reverence,real,3.22,low,"['R', 'EH1', 'V', 'ER0', 'AH0', 'N', 'S']","['R', 'EH', 'V', 'ER', 'AH', 'N', 'S']",7,long
sniper,real,3.73,high,"['S', 'N', 'AY1', 'P', 'ER0']","['S', 'N', 'AY', 'P', 'ER']",5,short
resistances,real,2.69,low,"['R', 'IH0', 'Z', 'IH1', 'S', 'T', 'AH0', 'N', 'S', 'AH0', 'Z']","['R', 'IH', 'Z', 'IH', 'S', 'T', 'AH', 'N', 'S', 'AH', 'Z']",11,long
outlets,real,4.0,high,"['AW1', 'T', 'L', 'EH2', 'T', 'S']","['AW', 'T', 'L', 'EH', 'T', 'S']",6,short
reanimate,real,2.09,low,"['R', 'IY2', 'AH0', 'N', 'AE1', 'M', 'AH0', 'T']","['R', 'IY', 'AH', 'N', 'AE', 'M', 'AH', 'T']",8,long
donated,real,4.06,high,"['D', 'OW1', 'N', 'EY2', 'T', 'AH0', 'D']","['D', 'OW', 'N', 'EY', 'T', 'AH', 'D']",7,long
overflowing,real,3.23,low,"['OW1', 'V', 'ER0', 'F', 'L', 'OW2', 'IH0', 'NG']","['OW', 'V', 'ER', 'F', 'L', 'OW', 'IH', 'NG']",8,long
mowers,real,2.6,low,"['M', 'OW1', 'ER0', 'Z']","['M', 'OW', 'ER', 'Z']",4,short
reddening,real,2.01,low,"['R', 'EH1', 'D', 'AH0', 'N', 'IH0', 'NG']","['R', 'EH', 'D', 'AH', 'N', 'IH', 'NG']",7,long
protester,real,3.11,low,"['P', 'R', 'OW1', 'T', 'EH2', 'S', 'T', 'ER0']","['P', 'R', 'OW', 'T', 'EH', 'S', 'T', 'ER']",8,long
analyzable,real,1.42,low,"['AE1', 'N', 'AH0', 'L', 'AY2', 'Z', 'AH0', 'B', 'AH0', 'L']","['AE', 'N', 'AH', 'L', 'AY', 'Z', 'AH', 'B', 'AH', 'L']",10,long
paginated,real,1.46,low,"['P', 'AE1', 'JH', 'AH0', 'N', 'EY2', 'T', 'IH0', 'D']","['P', 'AE', 'JH', 'AH', 'N', 'EY', 'T', 'IH', 'D']",9,long
scrutinize,real,2.76,low,"['S', 'K', 'R', 'UW1', 'T', 'AH0', 'N', 'AY2', 'Z']","['S', 'K', 'R', 'UW', 'T', 'AH', 'N', 'AY', 'Z']",9,long
overridden,real,2.61,low,"['OW1', 'V', 'ER0', 'R', 'IH1', 'D', 'AH0', 'N']","['OW', 'V', 'ER', 'R', 'IH', 'D', 'AH', 'N']",8,long
transpire,real,2.36,low,"['T', 'R', 'AE0', 'N', 'S', 'P', 'AY1', 'ER0']","['T', 'R', 'AE', 'N', 'S', 'P', 'AY', 'ER']",8,long
ejected,real,3.37,low,"['IH0', 'JH', 'EH1', 'K', 'T', 'IH0', 'D']","['IH', 'JH', 'EH', 'K', 'T', 'IH', 'D']",7,long
fossilize,real,1.42,low,"['F', 'AA1', 'S', 'AH0', 'L', 'AY2', 'Z']","['F', 'AA', 'S', 'AH', 'L', 'AY', 'Z']",7,long
adequate,real,4.05,high,"['AE1', 'D', 'AH0', 'K', 'W', 'AH0', 'T']","['AE', 'D', 'AH', 'K', 'W', 'AH', 'T']",7,long
slacker,real,2.75,low,"['S', 'L', 'AE1', 'K', 'ER0']","['S', 'L', 'AE', 'K', 'ER']",5,short
sorceresses,real,1.68,low,"['S', 'AO1', 'R', 'S', 'ER0', 'AH0', 'S', 'IH0', 'Z']","['S', 'AO', 'R', 'S', 'ER', 'AH', 'S', 'IH', 'Z']",9,long
Londoner,real,2.45,low,"['L', 'AH1', 'N', 'D', 'AH0', 'N', 'ER0']","['L', 'AH', 'N', 'D', 'AH', 'N', 'ER']",7,long
tiresome,real,3.08,low,"['T', 'AY1', 'ER0', 'S', 'AH0', 'M']","['T', 'AY', 'ER', 'S', 'AH', 'M']",6,short
wrecker,real,2.61,low,"['R', 'EH1', 'K', 'ER0']","['R', 'EH', 'K', 'ER']",4,short
oversell,real,2.04,low,"['OW1', 'V', 'ER0', 'S', 'EH2', 'L']","['OW', 'V', 'ER', 'S', 'EH', 'L']",6,short
investigative,real,3.68,high,"['IH0', 'N', 'V', 'EH1', 'S', 'T', 'AH0', 'G', 'EY2', 'T', 'IH0', 'V']","['IH', 'N', 'V', 'EH', 'S', 'T', 'AH', 'G', 'EY', 'T', 'IH', 'V']",12,long
erodes,real,2.45,low,"['IH0', 'R', 'OW1', 'D', 'Z']","['IH', 'R', 'OW', 'D', 'Z']",5,short
incombustible,real,1.4,low,"['IH0', 'N', 'K', 'AH0', 'M', 'P', 'AH1', 'S', 'T', 'IH0', 'B', 'AH0', 'L']","['IH', 'N', 'K', 'AH', 'M', 'P', 'AH', 'S', 'T', 'IH', 'B', 'AH', 'L']",13,long
fishy,real,3.28,low,"['F', 'IH1', 'SH', 'IY0']","['F', 'IH', 'SH', 'IY']",4,short
insinuations,real,2.39,low,"['IH0', 'N', 'S', 'IH2', 'N', 'Y', 'UW0', 'EY1', 'SH', 'AH0', 'N', 'Z']","['IH', 'N', 'S', 'IH', 'N', 'Y', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']",12,long
determinate,real,2.33,low,"['D', 'IH0', 'T', 'ER1', 'M', 'AH0', 'N', 'EY2', 'T']","['D', 'IH', 'T', 'ER', 'M', 'AH', 'N', 'EY', 'T']",9,long
formalities,real,2.93,low,"['F', 'AO0', 'R', 'M', 'AE1', 'L', 'AH0', 'T', 'IY0', 'Z']","['F', 'AO', 'R', 'M', 'AE', 'L', 'AH', 'T', 'IY', 'Z']",10,long
bossy,real,2.97,low,"['B', 'AO1', 'S', 'IY0']","['B', 'AO', 'S', 'IY']",4,short
hyperbole,real,2.93,low,"['HH', 'AY0', 'P', 'ER1', 'B', 'AH0', 'L', 'IY2']","['HH', 'AY', 'P', 'ER', 'B', 'AH', 'L', 'IY']",8,long
equipment,real,4.88,high,"['IH0', 'K', 'W', 'IH1', 'P', 'M', 'AH0', 'N', 'T']","['IH', 'K', 'W', 'IH', 'P', 'M', 'AH', 'N', 'T']",9,long
sailor,real,3.78,high,"['S', 'EY1', 'L', 'ER0']","['S', 'EY', 'L', 'ER']",4,short
unswervingly,real,1.64,low,"['AH0', 'N', 'S', 'ER1', 'V', 'IH0', 'JH', 'IH0', 'NG', 'L', 'IY0']","['AH', 'N', 'S', 'ER', 'V', 'IH', 'JH', 'IH', 'NG', 'L', 'IY']",11,long
Eritreans,real,2.07,low,"['EH1', 'R', 'IH0', 'T', 'R', 'IY2', 'N', 'Z']","['EH', 'R', 'IH', 'T', 'R', 'IY', 'N', 'Z']",8,long
interposed,real,2.17,low,"['IH1', 'N', 'T', 'ER0', 'P', 'OW2', 'S', 'T']","['IH', 'N', 'T', 'ER', 'P', 'OW', 'S', 'T']",8,long
infernos,real,1.62,low,"['IH0', 'N', 'F', 'ER1', 'N', 'OW0', 'Z']","['IH', 'N', 'F', 'ER', 'N', 'OW', 'Z']",7,long
recessions,real,2.7,low,"['R', 'IH0', 'S', 'EH1', 'SH', 'AH0', 'N', 'Z']","['R', 'IH', 'S', 'EH', 'SH', 'AH', 'N', 'Z']",8,long
intercalate,real,1.26,low,"['IH2', 'N', 'T', 'ER0', 'K', 'AE1', 'L', 'AH0', 'T']","['IH', 'N', 'T', 'ER', 'K', 'AE', 'L', 'AH', 'T']",9,long
processions,real,2.81,low,"['P', 'R', 'OW0', 'S', 'EH1', 'SH', 'AH0', 'N', 'Z']","['P', 'R', 'OW', 'S', 'EH', 'SH', 'AH', 'N', 'Z']",9,long
overseers,real,2.6,low,"['OW2', 'V', 'ER0', 'S', 'IY1', 'ER0', 'Z']","['OW', 'V', 'ER', 'S', 'IY', 'ER', 'Z']",7,long
spoonerisms,real,1.12,low,"['S', 'P', 'UW1', 'N', 'ER0', 'IH2', 'Z', 'AH0', 'M', 'Z']","['S', 'P', 'UW', 'N', 'ER', 'IH', 'Z', 'AH', 'M', 'Z']",10,long
installed,real,4.4,high,"['IH0', 'N', 'S', 'T', 'AO1', 'L', 'D']","['IH', 'N', 'S', 'T', 'AO', 'L', 'D']",7,long
dividend,real,3.82,high,"['D', 'IH1', 'V', 'IH0', 'D', 'EH2', 'N', 'D']","['D', 'IH', 'V', 'IH', 'D', 'EH', 'N', 'D']",8,long
professor's,real,2.78,low,"['P', 'R', 'AH0', 'F', 'EH1', 'S', 'ER0', 'Z']","['P', 'R', 'AH', 'F', 'EH', 'S', 'ER', 'Z']",8,long
chastening,real,1.95,low,"['CH', 'EY1', 'S', 'AH0', 'N', 'IH0', 'NG']","['CH', 'EY', 'S', 'AH', 'N', 'IH', 'NG']",7,long
outright,real,3.83,high,"['AW1', 'T', 'R', 'AY1', 'T']","['AW', 'T', 'R', 'AY', 'T']",5,short
roguish,real,2.13,low,"['R', 'AA1', 'G', 'W', 'IH0', 'SH']","['R', 'AA', 'G', 'W', 'IH', 'SH']",6,short
limeys,real,1.23,low,"['L', 'IH1', 'M', 'IY0', 'Z']","['L', 'IH', 'M', 'IY', 'Z']",5,short
absolution,real,2.85,low,"['AE2', 'B', 'S', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']","['AE', 'B', 'S', 'AH', 'L', 'UW', 'SH', 'AH', 'N']",9,long
enshrouded,real,1.7,low,"['IH0', 'N', 'SH', 'R', 'AW1', 'D', 'AH0', 'D']","['IH', 'N', 'SH', 'R', 'AW', 'D', 'AH', 'D']",8,long
memorizes,real,1.65,low,"['M', 'EH1', 'M', 'ER0', 'AY2', 'Z', 'IH0', 'Z']","['M', 'EH', 'M', 'ER', 'AY', 'Z', 'IH', 'Z']",8,long
negating,real,2.55,low,"['N', 'IH0', 'G', 'EY1', 'T', 'IH0', 'NG']","['N', 'IH', 'G', 'EY', 'T', 'IH', 'NG']",7,long
sourly,real,1.65,low,"['S', 'AO1', 'L', 'R', 'IY0']","['S', 'AO', 'L', 'R', 'IY']",5,short
undertaker,real,3.18,low,"['AH1', 'N', 'D', 'ER0', 'T', 'EY2', 'K', 'ER0']","['AH', 'N', 'D', 'ER', 'T', 'EY', 'K', 'ER']",8,long
rejuvenates,real,1.66,low,"['R', 'IH0', 'JH', 'UW1', 'V', 'IH0', 'N', 'EY2', 'T', 'S']","['R', 'IH', 'JH', 'UW', 'V', 'IH', 'N', 'EY', 'T', 'S']",10,long
ennobled,real,2.25,low,"['IH0', 'N', 'OW1', 'B', 'AH0', 'L', 'D']","['IH', 'N', 'OW', 'B', 'AH', 'L', 'D']",7,long
grumbler,real,1.1,low,"['G', 'R', 'AH1', 'M', 'B', 'L', 'ER0']","['G', 'R', 'AH', 'M', 'B', 'L', 'ER']",7,long
inflict,real,3.34,low,"['IH0', 'N', 'F', 'L', 'IH1', 'K', 'T']","['IH', 'N', 'F', 'L', 'IH', 'K', 'T']",7,long
burglars,real,2.95,low,"['B', 'ER1', 'G', 'L', 'ER0', 'Z']","['B', 'ER', 'G', 'L', 'ER', 'Z']",6,short
vanity,real,3.74,high,"['V', 'AE1', 'N', 'AH0', 'T', 'IY0']","['V', 'AE', 'N', 'AH', 'T', 'IY']",6,short
kilometers,real,3.82,high,"['K', 'AH0', 'L', 'AA1', 'M', 'AH0', 'T', 'ER0', 'Z']","['K', 'AH', 'L', 'AA', 'M', 'AH', 'T', 'ER', 'Z']",9,long
reminders,real,3.36,low,"['R', 'IY0', 'M', 'AY1', 'N', 'D', 'ER0', 'Z']","['R', 'IY', 'M', 'AY', 'N', 'D', 'ER', 'Z']",8,long
shortened,real,3.5,low,"['SH', 'AO1', 'R', 'T', 'AH0', 'N', 'D']","['SH', 'AO', 'R', 'T', 'AH', 'N', 'D']",7,long
expediting,real,2.37,low,"['EH1', 'K', 'S', 'P', 'AH0', 'D', 'AY2', 'T', 'IH0', 'NG']","['EH', 'K', 'S', 'P', 'AH', 'D', 'AY', 'T', 'IH', 'NG']",10,long
Bengali,real,3.21,low,"['B', 'EH0', 'NG', 'G', 'AA1', 'L', 'IY0']","['B', 'EH', 'NG', 'G', 'AA', 'L', 'IY']",7,long
diameter,real,4.08,high,"['D', 'AY0', 'AE1', 'M', 'AH0', 'T', 'ER0']","['D', 'AY', 'AE', 'M', 'AH', 'T', 'ER']",7,long
expend,real,2.9,low,"['IH0', 'K', 'S', 'P', 'EH1', 'N', 'D']","['IH', 'K', 'S', 'P', 'EH', 'N', 'D']",7,long
reversed,real,3.88,high,"['R', 'IH0', 'V', 'ER1', 'S', 'T']","['R', 'IH', 'V', 'ER', 'S', 'T']",6,short
inhales,real,2.54,low,"['IH0', 'N', 'HH', 'EY1', 'L', 'Z']","['IH', 'N', 'HH', 'EY', 'L', 'Z']",6,short
restitution,real,3.19,low,"['R', 'EH2', 'S', 'T', 'IH0', 'T', 'UW1', 'SH', 'AH0', 'N']","['R', 'EH', 'S', 'T', 'IH', 'T', 'UW', 'SH', 'AH', 'N']",10,long
attachment,real,3.88,high,"['AH0', 'T', 'AE1', 'CH', 'M', 'AH0', 'N', 'T']","['AH', 'T', 'AE', 'CH', 'M', 'AH', 'N', 'T']",8,long
advocated,real,3.6,high,"['AE1', 'D', 'V', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D']","['AE', 'D', 'V', 'AH', 'K', 'EY', 'T', 'AH', 'D']",9,long
peptides,real,3.15,low,"['P', 'EH1', 'P', 'T', 'AY2', 'D', 'Z']","['P', 'EH', 'P', 'T', 'AY', 'D', 'Z']",7,long
dolorous,real,1.7,low,"['D', 'AA1', 'L', 'ER0', 'AH0', 'S']","['D', 'AA', 'L', 'ER', 'AH', 'S']",6,short
senders,real,2.35,low,"['S', 'EH1', 'N', 'D', 'ER0', 'Z']","['S', 'EH', 'N', 'D', 'ER', 'Z']",6,short
incantation,real,2.56,low,"['IH0', 'N', 'K', 'AE1', 'N', 'T', 'EY1', 'SH', 'AH0', 'N']","['IH', 'N', 'K', 'AE', 'N', 'T', 'EY', 'SH', 'AH', 'N']",10,long
provide,real,5.15,high,"['P', 'R', 'AH0', 'V', 'AY1', 'D']","['P', 'R', 'AH', 'V', 'AY', 'D']",6,short
unilateral,real,3.35,low,"['Y', 'UW2', 'N', 'AH0', 'L', 'AE1', 'T', 'ER0', 'AH0', 'L']","['Y', 'UW', 'N', 'AH', 'L', 'AE', 'T', 'ER', 'AH', 'L']",10,long
choosy,real,2.52,low,"['CH', 'UW1', 'Z', 'IY0']","['CH', 'UW', 'Z', 'IY']",4,short
denunciation,real,2.61,low,"['D', 'IH0', 'N', 'AH2', 'N', 'S', 'IY0', 'EY1', 'SH', 'AH0', 'N']","['D', 'IH', 'N', 'AH', 'N', 'S', 'IY', 'EY', 'SH', 'AH', 'N']",11,long
responsibility,real,4.75,high,"['R', 'IY0', 'S', 'P', 'AA2', 'N', 'S', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0']","['R', 'IY', 'S', 'P', 'AA', 'N', 'S', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']",14,long
agonize,real,2.14,low,"['AE1', 'G', 'AH0', 'N', 'AY2', 'Z']","['AE', 'G', 'AH', 'N', 'AY', 'Z']",6,short
supposing,real,2.98,low,"['S', 'AH0', 'P', 'OW1', 'Z', 'IH0', 'NG']","['S', 'AH', 'P', 'OW', 'Z', 'IH', 'NG']",7,long
alveolus,real,1.44,low,"['AE1', 'L', 'V', 'AH0', 'W', 'AH0', 'L', 'Z']","['AE', 'L', 'V', 'AH', 'W', 'AH', 'L', 'Z']",8,long
nutrient,real,3.51,high,"['N', 'UW1', 'T', 'R', 'IY0', 'AH0', 'N', 'T']","['N', 'UW', 'T', 'R', 'IY', 'AH', 'N', 'T']",8,long
bandage,real,3.24,low,"['B', 'AE1', 'N', 'D', 'IH0', 'JH']","['B', 'AE', 'N', 'D', 'IH', 'JH']",6,short
gelatine,real,2.34,low,"['JH', 'EH2', 'L', 'AH0', 'T', 'IY1', 'N']","['JH', 'EH', 'L', 'AH', 'T', 'IY', 'N']",7,long
directions,real,4.23,high,"['D', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']","['D', 'ER', 'EH', 'K', 'SH', 'AH', 'N', 'Z']",8,long
evaluated,real,3.83,high,"['IH0', 'V', 'AE1', 'L', 'Y', 'UW0', 'EY2', 'T', 'AH0', 'D']","['IH', 'V', 'AE', 'L', 'Y', 'UW', 'EY', 'T', 'AH', 'D']",10,long
afterbirth,real,2.02,low,"['AE1', 'F', 'T', 'ER0', 'B', 'ER2', 'TH']","['AE', 'F', 'T', 'ER', 'B', 'ER', 'TH']",7,long
unwaveringly,real,1.72,low,"['AH0', 'N', 'W', 'AO1', 'R', 'V', 'IH0', 'NG', 'L', 'IY0']","['AH', 'N', 'W', 'AO', 'R', 'V', 'IH', 'NG', 'L', 'IY']",10,long
constantly,real,4.53,high,"['K', 'AA1', 'N', 'S', 'T', 'AH0', 'N', 'T', 'L', 'IY0']","['K', 'AA', 'N', 'S', 'T', 'AH', 'N', 'T', 'L', 'IY']",10,long
sculptor,real,3.34,low,"['S', 'K', 'AH1', 'L', 'P', 'T', 'ER0']","['S', 'K', 'AH', 'L', 'P', 'T', 'ER']",7,long
unlamented,real,1.31,low,"['AH2', 'N', 'L', 'AH0', 'M', 'EH1', 'N', 'T', 'IH0', 'D']","['AH', 'N', 'L', 'AH', 'M', 'EH', 'N', 'T', 'IH', 'D']",10,long
overhauls,real,2.49,low,"['OW1', 'V', 'ER0', 'HH', 'AO2', 'L', 'Z']","['OW', 'V', 'ER', 'HH', 'AO', 'L', 'Z']",7,long
makers,real,4.16,high,"['M', 'EY1', 'K', 'ER0', 'Z']","['M', 'EY', 'K', 'ER', 'Z']",5,short
repayable,real,2.0,low,"['R', 'IY0', 'P', 'EY1', 'AH0', 'B', 'AH0', 'L']","['R', 'IY', 'P', 'EY', 'AH', 'B', 'AH', 'L']",8,long
