Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
nicodemus,real,2.49,low,"['N', 'IH0', 'K', 'AA1', 'D', 'AH0', 'M', 'AH0', 'S']","['N', 'IH', 'K', 'AA', 'D', 'AH', 'M', 'AH', 'S']",9,long
nicolas,real,3.62,high,"['N', 'IH1', 'K', 'AH0', 'L', 'AH0', 'S']","['N', 'IH', 'K', 'AH', 'L', 'AH', 'S']",7,long
nicotine,real,3.52,high,"['N', 'IH1', 'K', 'AH0', 'T', 'IY2', 'N']","['N', 'IH', 'K', 'AH', 'T', 'IY', 'N']",7,long
niece,real,3.82,high,"['N', 'IY1', 'S']","['N', 'IY', 'S']",3,short
nietzsche,real,3.23,low,"['N', 'IY1', 'CH', 'IY0']","['N', 'IY', 'CH', 'IY']",4,short
nifty,real,3.17,low,"['N', 'IH1', 'F', 'T', 'IY0']","['N', 'IH', 'F', 'T', 'IY']",5,short
nigh,real,3.24,low,"['N', 'AY1']","['N', 'AY']",2,short
night,real,5.61,high,"['N', 'AY1', 'T']","['N', 'AY', 'T']",3,short
nightingale,real,3.29,low,"['N', 'AY1', 'T', 'IH0', 'NG', 'G', 'EY0', 'L']","['N', 'AY', 'T', 'IH', 'NG', 'G', 'EY', 'L']",8,long
nil,real,3.33,low,"['N', 'IH1', 'L']","['N', 'IH', 'L']",3,short
nile,real,3.64,high,"['N', 'AY1', 'L']","['N', 'AY', 'L']",3,short
nimble,real,3.07,low,"['N', 'IH1', 'M', 'B', 'AH0', 'L']","['N', 'IH', 'M', 'B', 'AH', 'L']",6,short
nina,real,3.85,high,"['N', 'IY1', 'N', 'AH0']","['N', 'IY', 'N', 'AH']",4,short
nine,real,4.87,high,"['N', 'AY1', 'N']","['N', 'AY', 'N']",3,short
nipple,real,3.45,low,"['N', 'IH1', 'P', 'AH0', 'L']","['N', 'IH', 'P', 'AH', 'L']",5,short
nixon,real,3.91,high,"['N', 'IH1', 'K', 'S', 'AH0', 'N']","['N', 'IH', 'K', 'S', 'AH', 'N']",6,short
noah,real,3.93,high,"['N', 'OW1', 'AH0']","['N', 'OW', 'AH']",3,short
nobel,real,3.84,high,"['N', 'OW0', 'B', 'EH1', 'L']","['N', 'OW', 'B', 'EH', 'L']",5,short
noble,real,4.24,high,"['N', 'OW1', 'B', 'AH0', 'L']","['N', 'OW', 'B', 'AH', 'L']",5,short
nod,real,3.74,high,"['N', 'AA1', 'D']","['N', 'AA', 'D']",3,short
node,real,3.88,high,"['N', 'OW1', 'D']","['N', 'OW', 'D']",3,short
noise,real,4.55,high,"['N', 'OY1', 'Z']","['N', 'OY', 'Z']",3,short
move,real,5.35,high,"['M', 'UW1', 'V']","['M', 'UW', 'V']",3,short
none,real,4.93,high,"['N', 'AH1', 'N']","['N', 'AH', 'N']",3,short
mouth,real,4.83,high,"['M', 'AW1', 'DH']","['M', 'AW', 'DH']",3,short
mozambique,real,3.29,low,"['M', 'OW2', 'Z', 'AE0', 'M', 'B', 'IY1', 'K']","['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']",8,long
mozart,real,3.42,low,"['M', 'OW1', 'Z', 'AA0', 'R', 'T']","['M', 'OW', 'Z', 'AA', 'R', 'T']",6,short
much,real,6.0,high,"['M', 'AH1', 'CH']","['M', 'AH', 'CH']",3,short
mucous,real,2.76,low,"['M', 'Y', 'UW1', 'K', 'AH0', 'S']","['M', 'Y', 'UW', 'K', 'AH', 'S']",6,short
mucus,real,3.15,low,"['M', 'Y', 'UW1', 'K', 'AH0', 'S']","['M', 'Y', 'UW', 'K', 'AH', 'S']",6,short
muffin,real,3.35,low,"['M', 'AH1', 'F', 'AH0', 'N']","['M', 'AH', 'F', 'AH', 'N']",5,short
muhammad,real,3.87,high,"['M', 'UH0', 'HH', 'AA1', 'M', 'AH0', 'D']","['M', 'UH', 'HH', 'AA', 'M', 'AH', 'D']",7,long
mule,real,3.44,low,"['M', 'Y', 'UW1', 'L']","['M', 'Y', 'UW', 'L']",4,short
mummy,real,3.57,high,"['M', 'AH1', 'M', 'IY0']","['M', 'AH', 'M', 'IY']",4,short
mumps,real,2.81,low,"['M', 'AH1', 'M', 'P', 'S']","['M', 'AH', 'M', 'P', 'S']",5,short
mundane,real,3.43,low,"['M', 'AH0', 'N', 'D', 'EY1', 'N']","['M', 'AH', 'N', 'D', 'EY', 'N']",6,short
munich,real,3.95,high,"['M', 'Y', 'UW1', 'N', 'IH0', 'K']","['M', 'Y', 'UW', 'N', 'IH', 'K']",6,short
murder,real,4.86,high,"['M', 'ER1', 'D', 'ER0']","['M', 'ER', 'D', 'ER']",4,short
murk,real,2.23,low,"['M', 'ER1', 'K']","['M', 'ER', 'K']",3,short
murray,real,4.27,high,"['M', 'ER1', 'IY0']","['M', 'ER', 'IY']",3,short
muscle,real,4.44,high,"['M', 'AH1', 'S', 'AH0', 'L']","['M', 'AH', 'S', 'AH', 'L']",5,short
muse,real,3.59,high,"['M', 'Y', 'UW1', 'Z']","['M', 'Y', 'UW', 'Z']",4,short
museum,real,4.71,high,"['M', 'Y', 'UW0', 'Z', 'IY1', 'AH0', 'M']","['M', 'Y', 'UW', 'Z', 'IY', 'AH', 'M']",7,long
music,real,5.52,high,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K']","['M', 'Y', 'UW', 'Z', 'IH', 'K']",6,short
musk,real,3.49,low,"['M', 'AH1', 'S', 'K']","['M', 'AH', 'S', 'K']",4,short
musket,real,2.9,low,"['M', 'AH1', 'S', 'K', 'AH0', 'T']","['M', 'AH', 'S', 'K', 'AH', 'T']",6,short
muslim,real,4.67,high,"['M', 'AH1', 'Z', 'L', 'AH0', 'M']","['M', 'AH', 'Z', 'L', 'AH', 'M']",6,short
muslin,real,2.64,low,"['M', 'AH1', 'Z', 'L', 'AH0', 'N']","['M', 'AH', 'Z', 'L', 'AH', 'N']",6,short
mussel,real,2.74,low,"['M', 'AH1', 'S', 'AH0', 'L']","['M', 'AH', 'S', 'AH', 'L']",5,short
mussolini,real,3.16,low,"['M', 'UW2', 'S', 'OW0', 'L', 'IY1', 'N', 'IY0']","['M', 'UW', 'S', 'OW', 'L', 'IY', 'N', 'IY']",8,long
mustache,real,3.41,low,"['M', 'AH1', 'S', 'T', 'AE2', 'SH']","['M', 'AH', 'S', 'T', 'AE', 'SH']",6,short
mustang,real,3.58,high,"['M', 'AH1', 'S', 'T', 'AE2', 'NG']","['M', 'AH', 'S', 'T', 'AE', 'NG']",6,short
mustard,real,3.69,high,"['M', 'AH1', 'S', 'T', 'ER0', 'D']","['M', 'AH', 'S', 'T', 'ER', 'D']",6,short
mutable,real,2.41,low,"['M', 'Y', 'UW1', 'T', 'AH0', 'B', 'AH0', 'L']","['M', 'Y', 'UW', 'T', 'AH', 'B', 'AH', 'L']",8,long
mutant,real,3.64,high,"['M', 'Y', 'UW1', 'T', 'AH0', 'N', 'T']","['M', 'Y', 'UW', 'T', 'AH', 'N', 'T']",7,long
mutinous,real,2.25,low,"['M', 'Y', 'UW1', 'T', 'AH0', 'N', 'AH0', 'S']","['M', 'Y', 'UW', 'T', 'AH', 'N', 'AH', 'S']",8,long
mutter,real,2.77,low,"['M', 'AH1', 'T', 'ER0']","['M', 'AH', 'T', 'ER']",4,short
mutton,real,3.01,low,"['M', 'AH1', 'T', 'AH0', 'N']","['M', 'AH', 'T', 'AH', 'N']",5,short
mutual,real,4.26,high,"['M', 'Y', 'UW1', 'CH', 'AH0', 'W', 'AH0', 'L']","['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']",8,long
muzak,real,2.06,low,"['M', 'Y', 'UW1', 'Z', 'AE0', 'K']","['M', 'Y', 'UW', 'Z', 'AE', 'K']",6,short
my,real,6.57,high,"['M', 'AY1']","['M', 'AY']",2,short
mycenae,real,2.14,low,"['M', 'AY2', 'S', 'AH0', 'N', 'EY1']","['M', 'AY', 'S', 'AH', 'N', 'EY']",6,short
myosin,real,2.37,low,"['M', 'AY1', 'AH0', 'S', 'AH0', 'N']","['M', 'AY', 'AH', 'S', 'AH', 'N']",6,short
myrrh,real,2.56,low,"['M', 'ER1']","['M', 'ER']",2,short
myth,real,4.08,high,"['M', 'IH1', 'TH']","['M', 'IH', 'TH']",3,short
nabisco,real,2.35,low,"['N', 'AH0', 'B', 'IH1', 'S', 'K', 'OW0']","['N', 'AH', 'B', 'IH', 'S', 'K', 'OW']",7,long
nadine,real,3.26,low,"['N', 'AH0', 'D', 'IY1', 'N']","['N', 'AH', 'D', 'IY', 'N']",5,short
nagasaki,real,2.98,low,"['N', 'AA2', 'G', 'AA0', 'S', 'AA1', 'K', 'IY0']","['N', 'AA', 'G', 'AA', 'S', 'AA', 'K', 'IY']",8,long
nail,real,4.21,high,"['N', 'EY1', 'L']","['N', 'EY', 'L']",3,short
nairobi,real,3.54,high,"['N', 'AY2', 'R', 'OW1', 'B', 'IY0']","['N', 'AY', 'R', 'OW', 'B', 'IY']",6,short
naive,real,3.75,high,"['N', 'AY2', 'IY1', 'V']","['N', 'AY', 'IY', 'V']",4,short
naivete,real,2.36,low,"['N', 'AA0', 'IY2', 'V', 'AH0', 'T', 'EY1']","['N', 'AA', 'IY', 'V', 'AH', 'T', 'EY']",7,long
naked,real,4.43,high,"['N', 'EY1', 'K', 'AH0', 'D']","['N', 'EY', 'K', 'AH', 'D']",5,short
nam,real,3.7,high,"['N', 'AE1', 'M']","['N', 'AE', 'M']",3,short
name,real,5.61,high,"['N', 'EY1', 'M']","['N', 'EY', 'M']",3,short
namibia,real,3.25,low,"['N', 'AH0', 'M', 'IH1', 'B', 'IY0', 'AH0']","['N', 'AH', 'M', 'IH', 'B', 'IY', 'AH']",7,long
nancy,real,4.14,high,"['N', 'AE1', 'N', 'S', 'IY0']","['N', 'AE', 'N', 'S', 'IY']",5,short
nantucket,real,2.84,low,"['N', 'AE0', 'N', 'T', 'AH1', 'K', 'IH0', 'T']","['N', 'AE', 'N', 'T', 'AH', 'K', 'IH', 'T']",8,long
naomi,real,3.65,high,"['N', 'EY0', 'OW1', 'M', 'IY0']","['N', 'EY', 'OW', 'M', 'IY']",5,short
nap,real,3.82,high,"['N', 'AE1', 'P']","['N', 'AE', 'P']",3,short
napalm,real,2.84,low,"['N', 'EY1', 'P', 'AA0', 'M']","['N', 'EY', 'P', 'AA', 'M']",5,short
napkin,real,3.16,low,"['N', 'AE1', 'P', 'K', 'IH0', 'N']","['N', 'AE', 'P', 'K', 'IH', 'N']",6,short
naples,real,3.63,high,"['N', 'EY1', 'P', 'AH0', 'L', 'Z']","['N', 'EY', 'P', 'AH', 'L', 'Z']",6,short
napoleon,real,3.77,high,"['N', 'AH0', 'P', 'OW1', 'L', 'IY0', 'AH0', 'N']","['N', 'AH', 'P', 'OW', 'L', 'IY', 'AH', 'N']",8,long
narrow,real,4.39,high,"['N', 'EH1', 'R', 'OW0']","['N', 'EH', 'R', 'OW']",4,short
nashville,real,3.98,high,"['N', 'AE1', 'SH', 'V', 'IH0', 'L']","['N', 'AE', 'SH', 'V', 'IH', 'L']",6,short
nassau,real,3.32,low,"['N', 'AE1', 'S', 'AO0']","['N', 'AE', 'S', 'AO']",4,short
nasty,real,4.22,high,"['N', 'AE1', 'S', 'T', 'IY0']","['N', 'AE', 'S', 'T', 'IY']",5,short
natal,real,3.41,low,"['N', 'EY1', 'T', 'AH0', 'L']","['N', 'EY', 'T', 'AH', 'L']",5,short
natalie,real,3.8,high,"['N', 'AE1', 'T', 'AH0', 'L', 'IY0']","['N', 'AE', 'T', 'AH', 'L', 'IY']",6,short
nathan,real,4.13,high,"['N', 'EY1', 'TH', 'AH0', 'N']","['N', 'EY', 'TH', 'AH', 'N']",5,short
nation,real,4.88,high,"['N', 'EY1', 'SH', 'AH0', 'N']","['N', 'EY', 'SH', 'AH', 'N']",5,short
native,real,4.69,high,"['N', 'EY1', 'T', 'IH0', 'V']","['N', 'EY', 'T', 'IH', 'V']",5,short
natty,real,2.75,low,"['N', 'AE1', 'T', 'IY0']","['N', 'AE', 'T', 'IY']",4,short
nature,real,4.98,high,"['N', 'EY1', 'CH', 'ER0']","['N', 'EY', 'CH', 'ER']",4,short
naughty,real,3.83,high,"['N', 'AO1', 'T', 'IY0']","['N', 'AO', 'T', 'IY']",4,short
nausea,real,3.54,high,"['N', 'AO1', 'Z', 'IY0', 'AH0']","['N', 'AO', 'Z', 'IY', 'AH']",5,short
nautilus,real,2.87,low,"['N', 'AO1', 'T', 'AH0', 'L', 'AH0', 'S']","['N', 'AO', 'T', 'AH', 'L', 'AH', 'S']",7,long
navel,real,2.95,low,"['N', 'EY1', 'V', 'AH0', 'L']","['N', 'EY', 'V', 'AH', 'L']",5,short
nazarene,real,2.58,low,"['N', 'AE1', 'Z', 'AH0', 'R', 'IY2', 'N']","['N', 'AE', 'Z', 'AH', 'R', 'IY', 'N']",7,long
nazi,real,4.28,high,"['N', 'AA1', 'T', 'S', 'IY0']","['N', 'AA', 'T', 'S', 'IY']",5,short
neal,real,3.64,high,"['N', 'IY1', 'L']","['N', 'IY', 'L']",3,short
modern,real,5.07,high,"['M', 'AA1', 'D', 'ER0', 'N']","['M', 'AA', 'D', 'ER', 'N']",5,short
mode,real,4.63,high,"['M', 'OW1', 'D']","['M', 'OW', 'D']",3,short
modest,real,4.03,high,"['M', 'AA1', 'D', 'AH0', 'S', 'T']","['M', 'AA', 'D', 'AH', 'S', 'T']",6,short
modify,real,3.79,high,"['M', 'AA1', 'D', 'AH0', 'F', 'AY2']","['M', 'AA', 'D', 'AH', 'F', 'AY']",6,short
mold,real,3.77,high,"['M', 'OW1', 'L', 'D']","['M', 'OW', 'L', 'D']",4,short
module,real,3.89,high,"['M', 'AA1', 'JH', 'UW0', 'L']","['M', 'AA', 'JH', 'UW', 'L']",5,short
mohair,real,2.42,low,"['M', 'OW1', 'HH', 'EH2', 'R']","['M', 'OW', 'HH', 'EH', 'R']",5,short
mohammad,real,3.62,high,"['M', 'OW0', 'HH', 'AA1', 'M', 'EH0', 'D']","['M', 'OW', 'HH', 'AA', 'M', 'EH', 'D']",7,long
mohammed,real,3.75,high,"['M', 'OW0', 'HH', 'AE1', 'M', 'IH0', 'D']","['M', 'OW', 'HH', 'AE', 'M', 'IH', 'D']",7,long
moire,real,1.99,low,"['M', 'OY1', 'R']","['M', 'OY', 'R']",3,short
moist,real,3.69,high,"['M', 'OY1', 'S', 'T']","['M', 'OY', 'S', 'T']",4,short
molar,real,2.99,low,"['M', 'OW1', 'L', 'ER0']","['M', 'OW', 'L', 'ER']",4,short
molasses,real,3.0,low,"['M', 'AH0', 'L', 'AE1', 'S', 'AH0', 'Z']","['M', 'AH', 'L', 'AE', 'S', 'AH', 'Z']",7,long
molecule,real,3.67,high,"['M', 'AA1', 'L', 'AH0', 'K', 'Y', 'UW2', 'L']","['M', 'AA', 'L', 'AH', 'K', 'Y', 'UW', 'L']",8,long
mollusk,real,2.28,low,"['M', 'AA1', 'L', 'AH0', 'S', 'K']","['M', 'AA', 'L', 'AH', 'S', 'K']",6,short
molotov,real,3.02,low,"['M', 'AO1', 'L', 'AH0', 'T', 'AA2', 'F']","['M', 'AO', 'L', 'AH', 'T', 'AA', 'F']",7,long
molten,real,3.33,low,"['M', 'OW1', 'L', 'T', 'AH0', 'N']","['M', 'OW', 'L', 'T', 'AH', 'N']",6,short
moment,real,5.24,high,"['M', 'OW1', 'M', 'AH0', 'N', 'T']","['M', 'OW', 'M', 'AH', 'N', 'T']",6,short
monet,real,3.07,low,"['M', 'OW0', 'N', 'EY1']","['M', 'OW', 'N', 'EY']",4,short
mongolia,real,3.34,low,"['M', 'AA0', 'NG', 'G', 'OW1', 'L', 'IY0', 'AH0']","['M', 'AA', 'NG', 'G', 'OW', 'L', 'IY', 'AH']",8,long
monica,real,3.96,high,"['M', 'AA1', 'N', 'IH0', 'K', 'AH0']","['M', 'AA', 'N', 'IH', 'K', 'AH']",6,short
monitor,real,4.37,high,"['M', 'AA1', 'N', 'AH0', 'T', 'ER0']","['M', 'AA', 'N', 'AH', 'T', 'ER']",6,short
monk,real,3.93,high,"['M', 'AH1', 'NG', 'K']","['M', 'AH', 'NG', 'K']",4,short
monkey,real,4.07,high,"['M', 'AH1', 'NG', 'K', 'IY0']","['M', 'AH', 'NG', 'K', 'IY']",5,short
monomer,real,2.7,low,"['M', 'AA1', 'N', 'AH0', 'M', 'ER0']","['M', 'AA', 'N', 'AH', 'M', 'ER']",6,short
monroe,real,3.89,high,"['M', 'AH0', 'N', 'R', 'OW1']","['M', 'AH', 'N', 'R', 'OW']",5,short
monsieur,real,3.39,low,"['M', 'AH0', 'S', 'Y', 'ER1']","['M', 'AH', 'S', 'Y', 'ER']",5,short
monster,real,4.49,high,"['M', 'AA1', 'N', 'S', 'T', 'ER0']","['M', 'AA', 'N', 'S', 'T', 'ER']",6,short
montana,real,4.05,high,"['M', 'AA0', 'N', 'T', 'AE1', 'N', 'AH0']","['M', 'AA', 'N', 'T', 'AE', 'N', 'AH']",7,long
monte,real,3.69,high,"['M', 'AA1', 'N', 'T', 'IY0']","['M', 'AA', 'N', 'T', 'IY']",5,short
monterey,real,3.33,low,"['M', 'AA2', 'N', 'T', 'ER0', 'EY1']","['M', 'AA', 'N', 'T', 'ER', 'EY']",6,short
month,real,5.25,high,"['M', 'AH1', 'N', 'TH']","['M', 'AH', 'N', 'TH']",4,short
montreal,real,4.07,high,"['M', 'AH2', 'N', 'T', 'R', 'IY0', 'AO1', 'L']","['M', 'AH', 'N', 'T', 'R', 'IY', 'AO', 'L']",8,long
monument,real,3.9,high,"['M', 'AA1', 'N', 'Y', 'UW0', 'M', 'AH0', 'N', 'T']","['M', 'AA', 'N', 'Y', 'UW', 'M', 'AH', 'N', 'T']",9,long
mood,real,4.44,high,"['M', 'UW1', 'D']","['M', 'UW', 'D']",3,short
moon,real,4.7,high,"['M', 'UW1', 'N']","['M', 'UW', 'N']",3,short
moore,real,4.28,high,"['M', 'UH1', 'R']","['M', 'UH', 'R']",3,short
moose,real,3.61,high,"['M', 'UW1', 'S']","['M', 'UW', 'S']",3,short
mop,real,3.39,low,"['M', 'AA1', 'P']","['M', 'AA', 'P']",3,short
moral,real,4.46,high,"['M', 'AO1', 'R', 'AH0', 'L']","['M', 'AO', 'R', 'AH', 'L']",5,short
morale,real,3.66,high,"['M', 'ER0', 'AE1', 'L']","['M', 'ER', 'AE', 'L']",4,short
morbid,real,3.26,low,"['M', 'AO1', 'R', 'B', 'AH0', 'D']","['M', 'AO', 'R', 'B', 'AH', 'D']",6,short
more,real,6.36,high,"['M', 'AO1', 'R']","['M', 'AO', 'R']",3,short
morel,real,2.62,low,"['M', 'ER0', 'EH1', 'L']","['M', 'ER', 'EH', 'L']",4,short
mores,real,2.82,low,"['M', 'AO1', 'R', 'EY2', 'Z']","['M', 'AO', 'R', 'EY', 'Z']",5,short
morgan,real,4.42,high,"['M', 'AO1', 'R', 'G', 'AH0', 'N']","['M', 'AO', 'R', 'G', 'AH', 'N']",6,short
moribund,real,2.57,low,"['M', 'AO1', 'R', 'AH0', 'B', 'AH0', 'N', 'D']","['M', 'AO', 'R', 'AH', 'B', 'AH', 'N', 'D']",8,long
morning,real,5.33,high,"['M', 'AO1', 'R', 'N', 'IH0', 'NG']","['M', 'AO', 'R', 'N', 'IH', 'NG']",6,short
morocco,real,3.8,high,"['M', 'ER0', 'AA1', 'K', 'OW0']","['M', 'ER', 'AA', 'K', 'OW']",5,short
morose,real,2.44,low,"['M', 'ER0', 'OW1', 'S']","['M', 'ER', 'OW', 'S']",4,short
morpheus,real,2.69,low,"['M', 'AO1', 'R', 'F', 'IY0', 'AH0', 'S']","['M', 'AO', 'R', 'F', 'IY', 'AH', 'S']",7,long
morphine,real,3.37,low,"['M', 'AO1', 'R', 'F', 'IY0', 'N']","['M', 'AO', 'R', 'F', 'IY', 'N']",6,short
morris,real,4.15,high,"['M', 'AO1', 'R', 'AH0', 'S']","['M', 'AO', 'R', 'AH', 'S']",5,short
morrow,real,3.42,low,"['M', 'AA1', 'R', 'OW0']","['M', 'AA', 'R', 'OW']",4,short
morse,real,3.52,high,"['M', 'AO1', 'R', 'S']","['M', 'AO', 'R', 'S']",4,short
morsel,real,2.59,low,"['M', 'AO1', 'R', 'S', 'AH0', 'L']","['M', 'AO', 'R', 'S', 'AH', 'L']",6,short
mortar,real,3.75,high,"['M', 'AO1', 'R', 'T', 'ER0']","['M', 'AO', 'R', 'T', 'ER']",5,short
morton,real,3.64,high,"['M', 'AO1', 'R', 'T', 'AH0', 'N']","['M', 'AO', 'R', 'T', 'AH', 'N']",6,short
mosaic,real,3.58,high,"['M', 'OW0', 'Z', 'EY1', 'IH0', 'K']","['M', 'OW', 'Z', 'EY', 'IH', 'K']",6,short
moscow,real,4.42,high,"['M', 'AA1', 'S', 'K', 'OW2']","['M', 'AA', 'S', 'K', 'OW']",5,short
moses,real,3.98,high,"['M', 'OW1', 'Z', 'AH0', 'S']","['M', 'OW', 'Z', 'AH', 'S']",5,short
moslem,real,2.56,low,"['M', 'AA1', 'Z', 'L', 'AH0', 'M']","['M', 'AA', 'Z', 'L', 'AH', 'M']",6,short
mosque,real,3.89,high,"['M', 'AA1', 'S', 'K']","['M', 'AA', 'S', 'K']",4,short
mosquito,real,3.61,high,"['M', 'AH0', 'S', 'K', 'IY1', 'T', 'OW0']","['M', 'AH', 'S', 'K', 'IY', 'T', 'OW']",7,long
most,real,6.0,high,"['M', 'OW1', 'S', 'T']","['M', 'OW', 'S', 'T']",4,short
motel,real,3.61,high,"['M', 'OW0', 'T', 'EH1', 'L']","['M', 'OW', 'T', 'EH', 'L']",5,short
moth,real,3.5,low,"['M', 'AO1', 'TH']","['M', 'AO', 'TH']",3,short
motif,real,3.4,low,"['M', 'OW0', 'T', 'IY1', 'F']","['M', 'OW', 'T', 'IY', 'F']",5,short
motion,real,4.59,high,"['M', 'OW1', 'SH', 'AH0', 'N']","['M', 'OW', 'SH', 'AH', 'N']",5,short
motive,real,3.94,high,"['M', 'OW1', 'T', 'IH0', 'V']","['M', 'OW', 'T', 'IH', 'V']",5,short
motley,real,3.09,low,"['M', 'AA1', 'T', 'L', 'IY0']","['M', 'AA', 'T', 'L', 'IY']",5,short
mound,real,3.6,high,"['M', 'AW1', 'N', 'D']","['M', 'AW', 'N', 'D']",4,short
mount,real,4.47,high,"['M', 'AW1', 'N', 'T']","['M', 'AW', 'N', 'T']",4,short
mountain,real,4.73,high,"['M', 'AW1', 'N', 'T', 'AH0', 'N']","['M', 'AW', 'N', 'T', 'AH', 'N']",6,short
moussaka,real,1.87,low,"['M', 'UW2', 'S', 'AA1', 'K', 'AH0']","['M', 'UW', 'S', 'AA', 'K', 'AH']",6,short
miguel,real,3.77,high,"['M', 'IH0', 'G', 'EH1', 'L']","['M', 'IH', 'G', 'EH', 'L']",5,short
milan,real,4.05,high,"['M', 'AH0', 'L', 'AA1', 'N']","['M', 'AH', 'L', 'AA', 'N']",5,short
mild,real,4.11,high,"['M', 'AY1', 'L', 'D']","['M', 'AY', 'L', 'D']",4,short
mile,real,4.59,high,"['M', 'AY1', 'L']","['M', 'AY', 'L']",3,short
milieu,real,2.93,low,"['M', 'IH0', 'L', 'Y', 'UH1']","['M', 'IH', 'L', 'Y', 'UH']",5,short
million,real,5.33,high,"['M', 'IH1', 'L', 'Y', 'AH0', 'N']","['M', 'IH', 'L', 'Y', 'AH', 'N']",6,short
milt,real,2.66,low,"['M', 'IH1', 'L', 'T']","['M', 'IH', 'L', 'T']",4,short
milton,real,3.84,high,"['M', 'IH1', 'L', 'T', 'AH0', 'N']","['M', 'IH', 'L', 'T', 'AH', 'N']",6,short
milwaukee,real,4.01,high,"['M', 'IH0', 'L', 'W', 'AO1', 'K', 'IY0']","['M', 'IH', 'L', 'W', 'AO', 'K', 'IY']",7,long
mimesis,real,2.05,low,"['M', 'IH0', 'M', 'IY1', 'S', 'IH0', 'S']","['M', 'IH', 'M', 'IY', 'S', 'IH', 'S']",7,long
mimetic,real,2.19,low,"['M', 'IH0', 'M', 'IY1', 'T', 'IH0', 'K']","['M', 'IH', 'M', 'IY', 'T', 'IH', 'K']",7,long
mine,real,5.04,high,"['M', 'AY1', 'N']","['M', 'AY', 'N']",3,short
mineral,real,4.03,high,"['M', 'IH1', 'N', 'ER0', 'AH0', 'L']","['M', 'IH', 'N', 'ER', 'AH', 'L']",6,short
minerva,real,2.99,low,"['M', 'AH0', 'N', 'ER1', 'V', 'AH0']","['M', 'AH', 'N', 'ER', 'V', 'AH']",6,short
minestrone,real,1.89,low,"['M', 'AY1', 'N', 'S', 'T', 'R', 'OW2', 'N']","['M', 'AY', 'N', 'S', 'T', 'R', 'OW', 'N']",8,long
mingle,real,3.21,low,"['M', 'IH1', 'NG', 'G', 'AH0', 'L']","['M', 'IH', 'NG', 'G', 'AH', 'L']",6,short
miniature,real,3.72,high,"['M', 'IH1', 'N', 'IY0', 'AH0', 'CH', 'UH2', 'R']","['M', 'IH', 'N', 'IY', 'AH', 'CH', 'UH', 'R']",8,long
miniscule,real,2.61,low,"['M', 'IH1', 'N', 'IH0', 'S', 'K', 'Y', 'UW0', 'L']","['M', 'IH', 'N', 'IH', 'S', 'K', 'Y', 'UW', 'L']",9,long
mink,real,3.15,low,"['M', 'IH1', 'NG', 'K']","['M', 'IH', 'NG', 'K']",4,short
minnesota,real,4.31,high,"['M', 'IH2', 'N', 'IH0', 'S', 'OW1', 'T', 'AH0']","['M', 'IH', 'N', 'IH', 'S', 'OW', 'T', 'AH']",8,long
minnie,real,3.34,low,"['M', 'IH1', 'N', 'IY0']","['M', 'IH', 'N', 'IY']",4,short
minor,real,4.62,high,"['M', 'AY1', 'N', 'ER0']","['M', 'AY', 'N', 'ER']",4,short
minstrel,real,2.79,low,"['M', 'IH1', 'N', 'S', 'T', 'R', 'AH0', 'L']","['M', 'IH', 'N', 'S', 'T', 'R', 'AH', 'L']",8,long
minuscule,real,2.99,low,"['M', 'IH1', 'N', 'AH0', 'S', 'K', 'Y', 'UW2', 'L']","['M', 'IH', 'N', 'AH', 'S', 'K', 'Y', 'UW', 'L']",9,long
minutiae,real,2.65,low,"['M', 'IH0', 'N', 'UW1', 'SH', 'IY0', 'AH0']","['M', 'IH', 'N', 'UW', 'SH', 'IY', 'AH']",7,long
miracle,real,4.13,high,"['M', 'IH1', 'R', 'AH0', 'K', 'AH0', 'L']","['M', 'IH', 'R', 'AH', 'K', 'AH', 'L']",7,long
miriam,real,3.47,low,"['M', 'IH1', 'R', 'IY0', 'AH0', 'M']","['M', 'IH', 'R', 'IY', 'AH', 'M']",6,short
mirth,real,2.62,low,"['M', 'ER1', 'TH']","['M', 'ER', 'TH']",3,short
mischievous,real,3.15,low,"['M', 'IH1', 'S', 'CH', 'AH0', 'V', 'AH0', 'S']","['M', 'IH', 'S', 'CH', 'AH', 'V', 'AH', 'S']",8,long
miscreant,real,2.15,low,"['M', 'IH1', 'S', 'K', 'R', 'IY0', 'AH0', 'N', 'T']","['M', 'IH', 'S', 'K', 'R', 'IY', 'AH', 'N', 'T']",9,long
mishmash,real,2.28,low,"['M', 'IH1', 'SH', 'M', 'AE2', 'SH']","['M', 'IH', 'SH', 'M', 'AE', 'SH']",6,short
miss,real,5.22,high,"['M', 'IH1', 'S']","['M', 'IH', 'S']",3,short
missile,real,4.14,high,"['M', 'IH1', 'S', 'AH0', 'L']","['M', 'IH', 'S', 'AH', 'L']",5,short
mission,real,4.87,high,"['M', 'IH1', 'SH', 'AH0', 'N']","['M', 'IH', 'SH', 'AH', 'N']",5,short
mississippi,real,4.19,high,"['M', 'IH2', 'S', 'IH0', 'S', 'IH1', 'P', 'IY0']","['M', 'IH', 'S', 'IH', 'S', 'IH', 'P', 'IY']",8,long
